
Soma Intensity Mean Ch=1 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
4.00835,,Soma,1,Image 1,1,100000000,800000000,
2.67687,,Soma,1,Image 1,1,100000002,800000102,
