
Spine Terminal Pt Distance
 ==================== 
Spine Terminal Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.30387,µm,Spine,1,2,1,100000002,610000000778,
5.23002,µm,Spine,3,1,1,100000000,610000000783,
2.00074,µm,Spine,1,1,1,100000000,610000000785,
6.24144,µm,Spine,3,1,1,100000000,610000000797,
9.49248,µm,Spine,5,1,1,100000000,610000000800,
8.39097,µm,Spine,5,1,1,100000000,610000000808,
9.67903,µm,Spine,5,1,1,100000000,610000000813,
8.10367,µm,Spine,5,1,1,100000000,610000000815,
10.6149,µm,Spine,5,1,1,100000000,610000000839,
9.25599,µm,Spine,5,1,1,100000000,610000000840,
8.17093,µm,Spine,5,2,1,100000000,610000000841,
6.45915,µm,Spine,4,1,1,100000000,610000000842,
5.0733,µm,Spine,3,1,1,100000000,610000000843,
4.93542,µm,Spine,3,1,1,100000000,610000000844,
3.09303,µm,Spine,2,1,1,100000000,610000000845,
3.21428,µm,Spine,0,1,1,100000002,610000000888,
3.95921,µm,Spine,2,1,1,100000002,610000000889,
3.19712,µm,Spine,3,3,1,100000002,610000000890,
2.71421,µm,Spine,2,1,1,100000002,610000000891,
2.98098,µm,Spine,1,2,1,100000002,610000000892,
2.46639,µm,Spine,1,2,1,100000002,610000000893,
0.992468,µm,Spine,0,1,1,100000002,610000000894,
