
Spine Center Intensity Mean Ch=3 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,5,Image 1,1,1,100000000,610000000776,
0,,Spine,3,1,Image 1,2,1,100000002,610000000778,
0,,Spine,3,3,Image 1,1,1,100000000,610000000783,
0,,Spine,3,1,Image 1,1,1,100000000,610000000785,
0,,Spine,3,1,Image 1,2,1,100000006,610000000790,
16,,Spine,3,1,Image 1,2,1,100000006,610000000794,
0,,Spine,3,3,Image 1,1,1,100000000,610000000797,
0,,Spine,3,5,Image 1,1,1,100000000,610000000800,
0,,Spine,3,1,Image 1,2,1,100000006,610000000806,
0,,Spine,3,5,Image 1,1,1,100000000,610000000808,
5,,Spine,3,5,Image 1,1,1,100000000,610000000811,
0,,Spine,3,5,Image 1,1,1,100000000,610000000813,
0,,Spine,3,5,Image 1,1,1,100000000,610000000815,
0,,Spine,3,1,Image 1,2,1,100000002,610000000820,
0,,Spine,3,1,Image 1,2,1,100000002,610000000822,
0,,Spine,3,1,Image 1,2,1,100000002,610000000829,
0,,Spine,3,1,Image 1,2,1,100000002,610000000833,
0,,Spine,3,5,Image 1,1,1,100000000,610000000839,
0,,Spine,3,5,Image 1,1,1,100000000,610000000840,
0,,Spine,3,5,Image 1,2,1,100000000,610000000841,
0,,Spine,3,4,Image 1,1,1,100000000,610000000842,
0,,Spine,3,3,Image 1,1,1,100000000,610000000843,
0,,Spine,3,3,Image 1,1,1,100000000,610000000844,
0,,Spine,3,2,Image 1,1,1,100000000,610000000845,
47.5,,Spine,3,0,Image 1,1,1,100000002,610000000888,
0,,Spine,3,2,Image 1,1,1,100000002,610000000889,
0,,Spine,3,3,Image 1,3,1,100000002,610000000890,
0,,Spine,3,2,Image 1,1,1,100000002,610000000891,
0,,Spine,3,1,Image 1,2,1,100000002,610000000892,
0,,Spine,3,1,Image 1,2,1,100000002,610000000893,
0,,Spine,3,0,Image 1,1,1,100000002,610000000894,
0,,Spine,3,1,Image 1,2,1,100000004,610000000903,
0,,Spine,3,1,Image 1,2,1,100000005,610000000904,
0,,Spine,3,1,Image 1,2,1,100000006,610000000911,
