
Soma Intensity StdDev Ch=4 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
16.2494,,Soma,4,Image 1,1,100000000,800000000,
18.9984,,Soma,4,Image 1,1,100000002,800000102,
