
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19671,µm,Spine,Spine Terminal Pt Position,,,1,,610000000772,
19694.4,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000000778,
19675.6,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000000783,
19672.8,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000000785,
19685,µm,Spine,Spine Terminal Pt Position,,,1,100000006,610000000790,
19684.7,µm,Spine,Spine Terminal Pt Position,,,1,100000006,610000000794,
19676.7,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000000797,
19678.5,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000000800,
19684.9,µm,Spine,Spine Terminal Pt Position,,,1,100000006,610000000806,
19678.2,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000000808,
19679.2,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000000813,
19677.8,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000000815,
19691.5,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000000903,
19690.9,µm,Spine,Spine Terminal Pt Position,,,1,100000005,610000000904,
19684.2,µm,Spine,Spine Terminal Pt Position,,,1,100000006,610000000911,
19673.9,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000000915,
19675.5,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000000916,
19694.6,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000000916,
19694.5,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000000917,
19675.6,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000000917,
19676.7,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000000918,
19694,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000000918,
19694,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000000919,
19677.7,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000000919,
19693.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000000920,
19678.5,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000000920,
19692.2,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000000921,
19679.1,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000000921,
