
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
24506.9,µm,Spine,Spine Position,0,1,1,100000000,610000007722,
24492.5,µm,Spine,Spine Position,10,5,1,100000002,610000007736,
24492.2,µm,Spine,Spine Position,10,5,1,100000002,610000007746,
24504.6,µm,Spine,Spine Position,1,1,1,100000000,610000007754,
24508.6,µm,Spine,Spine Position,2,2,1,100000000,610000007759,
24534.8,µm,Spine,Spine Position,4,2,1,100000004,610000007765,
24535.1,µm,Spine,Spine Position,4,2,1,100000004,610000007769,
24535.3,µm,Spine,Spine Position,4,2,1,100000004,610000007773,
24548.6,µm,Spine,Spine Position,2,2,1,100000004,610000007787,
24494.4,µm,Spine,Spine Position,10,2,1,100000003,610000007795,
24465.9,µm,Spine,Spine Position,10,6,1,100000003,610000007798,
24548.5,µm,Spine,Spine Position,2,2,1,100000004,610000007811,
24446.3,µm,Spine,Spine Position,2,2,1,100000002,610000007816,
24494.4,µm,Spine,Spine Position,10,2,1,100000003,610000007823,
24446.6,µm,Spine,Spine Position,2,2,1,100000002,610000007826,
24463.6,µm,Spine,Spine Position,3,1,1,100000002,610000007831,
24463.5,µm,Spine,Spine Position,3,1,1,100000002,610000007835,
24461.9,µm,Spine,Spine Position,9,4,1,100000002,610000007838,
24525.8,µm,Spine,Spine Position,10,5,1,100000001,610000007843,
24491.6,µm,Spine,Spine Position,10,4,1,100000003,610000007846,
24462,µm,Spine,Spine Position,4,3,1,100000003,610000007850,
24516.4,µm,Spine,Spine Position,0,1,1,100000001,610000007859,
24458.9,µm,Spine,Spine Position,1,1,1,100000002,610000007863,
24495.8,µm,Spine,Spine Position,3,2,1,100000000,610000007865,
24493.1,µm,Spine,Spine Position,12,4,1,100000002,610000007868,
24509.3,µm,Spine,Spine Position,6,3,1,100000000,610000007872,
24503.9,µm,Spine,Spine Position,1,1,1,100000000,610000007881,
24551.7,µm,Spine,Spine Position,2,2,1,100000004,610000007885,
24496.7,µm,Spine,Spine Position,18,4,1,100000003,610000007888,
24472.3,µm,Spine,Spine Position,5,3,1,100000002,610000007892,
24510.2,µm,Spine,Spine Position,3,1,1,100000001,610000007894,
24474.2,µm,Spine,Spine Position,12,7,1,100000003,610000007899,
24510,µm,Spine,Spine Position,3,1,1,100000001,610000007902,
24516.1,µm,Spine,Spine Position,7,3,1,100000001,610000007904,
24469.8,µm,Spine,Spine Position,3,2,1,100000002,610000007909,
24505.9,µm,Spine,Spine Position,1,1,1,100000000,610000007915,
24526,µm,Spine,Spine Position,10,5,1,100000001,610000007921,
24496,µm,Spine,Spine Position,3,1,1,100000000,610000007926,
24479.2,µm,Spine,Spine Position,3,2,1,100000003,610000007928,
24503.8,µm,Spine,Spine Position,1,1,1,100000000,610000007932,
24457.3,µm,Spine,Spine Position,3,1,1,100000002,610000007934,
24505.4,µm,Spine,Spine Position,1,1,1,100000000,610000007940,
24515.3,µm,Spine,Spine Position,7,3,1,100000001,610000007944,
24530.1,µm,Spine,Spine Position,8,6,1,100000001,610000007946,
24509.6,µm,Spine,Spine Position,6,3,1,100000000,610000007948,
24468.6,µm,Spine,Spine Position,9,4,1,100000003,610000007950,
24515.4,µm,Spine,Spine Position,0,1,1,100000001,610000007952,
24453.4,µm,Spine,Spine Position,5,5,1,100000002,610000007954,
24507.4,µm,Spine,Spine Position,1,1,1,100000000,610000007959,
24459,µm,Spine,Spine Position,1,2,1,100000002,610000007965,
24513.3,µm,Spine,Spine Position,3,1,1,100000001,610000007967,
24468.5,µm,Spine,Spine Position,8,4,1,100000002,610000007969,
24507.6,µm,Spine,Spine Position,4,2,1,100000001,610000007971,
24480.2,µm,Spine,Spine Position,4,3,1,100000003,610000007975,
24510.3,µm,Spine,Spine Position,3,1,1,100000001,610000007978,
24470.3,µm,Spine,Spine Position,7,4,1,100000003,610000007980,
24515.6,µm,Spine,Spine Position,7,3,1,100000001,610000007983,
24517.6,µm,Spine,Spine Position,8,4,1,100000001,610000007985,
24528.2,µm,Spine,Spine Position,7,5,1,100000001,610000007990,
24509.9,µm,Spine,Spine Position,1,2,1,100000000,610000007992,
24470.5,µm,Spine,Spine Position,7,3,1,100000002,610000007995,
24499,µm,Spine,Spine Position,12,3,1,100000003,610000007998,
24469.4,µm,Spine,Spine Position,6,2,1,100000003,610000008003,
24532.2,µm,Spine,Spine Position,7,3,1,100000004,610000008005,
24468.9,µm,Spine,Spine Position,7,3,1,100000002,610000008007,
24538.6,µm,Spine,Spine Position,7,2,1,100000001,610000008009,
24512.1,µm,Spine,Spine Position,13,3,1,100000001,610000008011,
24466.6,µm,Spine,Spine Position,4,1,1,100000002,610000008015,
24491.2,µm,Spine,Spine Position,10,5,1,100000002,610000008019,
24519.7,µm,Spine,Spine Position,6,2,1,100000001,610000008021,
24540.4,µm,Spine,Spine Position,4,4,1,100000001,610000008026,
24469.1,µm,Spine,Spine Position,2,2,1,100000002,610000008028,
24537.7,µm,Spine,Spine Position,7,2,1,100000001,610000008031,
24495.7,µm,Spine,Spine Position,3,1,1,100000000,610000008035,
24497.7,µm,Spine,Spine Position,0,1,1,100000000,610000008038,
24457.8,µm,Spine,Spine Position,6,3,1,100000002,610000008042,
