
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
-16401.8,µm,Filament,Filament Position,1,100000000,
-16451.8,µm,Filament,Filament Position,1,100000001,
-16499.3,µm,Filament,Filament Position,1,100000002,
-16417,µm,Filament,Filament Position,1,100000003,
-16494.3,µm,Filament,Filament Position,1,100000004,
