
Soma Intensity StdDev Ch=1 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
37.5814,,Soma,1,Image 1,1,100000000,800000000,
29.3515,,Soma,1,Image 1,1,100000001,800000001,
28.9481,,Soma,1,Image 1,1,100000002,800000002,
38.5355,,Soma,1,Image 1,1,100000003,800000003,
31.7902,,Soma,1,Image 1,1,100000004,800000004,
