
Spine Part Mean Diameter Ground
 ==================== 
Spine Part Mean Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007722,
0.635677,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000007736,
0.665645,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000007746,
0.486111,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007754,
0.727341,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000007759,
0.809588,µm,Spine,Spine Part Mean Diameter,4,2,1,100000004,610000007765,
0.809588,µm,Spine,Spine Part Mean Diameter,4,2,1,100000004,610000007769,
0.720285,µm,Spine,Spine Part Mean Diameter,4,2,1,100000004,610000007773,
0.675742,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000007787,
0.800639,µm,Spine,Spine Part Mean Diameter,10,2,1,100000003,610000007795,
0.659399,µm,Spine,Spine Part Mean Diameter,10,6,1,100000003,610000007798,
0.675742,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000007811,
0.844528,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000007816,
0.874141,µm,Spine,Spine Part Mean Diameter,10,2,1,100000003,610000007823,
0.949978,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000007826,
0.881769,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000007831,
0.881769,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000007835,
0.60033,µm,Spine,Spine Part Mean Diameter,9,4,1,100000002,610000007838,
1.01041,µm,Spine,Spine Part Mean Diameter,10,5,1,100000001,610000007843,
0.696451,µm,Spine,Spine Part Mean Diameter,10,4,1,100000003,610000007846,
0.848881,µm,Spine,Spine Part Mean Diameter,4,3,1,100000003,610000007850,
1.0577,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007859,
1.46252,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000007863,
1.26961,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000007865,
1.00965,µm,Spine,Spine Part Mean Diameter,12,4,1,100000002,610000007868,
0.615952,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000007872,
0.854223,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007881,
0.812612,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000007885,
0.775074,µm,Spine,Spine Part Mean Diameter,18,4,1,100000003,610000007888,
0.862988,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000007892,
1.0139,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000007894,
0.598094,µm,Spine,Spine Part Mean Diameter,12,7,1,100000003,610000007899,
1.0139,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000007902,
1.2349,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000007904,
1.04196,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000007909,
0.478017,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007915,
1.01041,µm,Spine,Spine Part Mean Diameter,10,5,1,100000001,610000007921,
1.06593,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000007926,
1.04528,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000007928,
0.854795,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007932,
0.709703,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000007934,
0.546875,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007940,
1.15498,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000007944,
0.823049,µm,Spine,Spine Part Mean Diameter,8,6,1,100000001,610000007946,
0.796558,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000007948,
0.886955,µm,Spine,Spine Part Mean Diameter,9,4,1,100000003,610000007950,
0.995018,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007952,
0.911935,µm,Spine,Spine Part Mean Diameter,5,5,1,100000002,610000007954,
0.452073,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007959,
1.89164,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000007965,
1.06124,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000007967,
0.842172,µm,Spine,Spine Part Mean Diameter,8,4,1,100000002,610000007969,
0.95123,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000007971,
0.863215,µm,Spine,Spine Part Mean Diameter,4,3,1,100000003,610000007975,
1.0139,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000007978,
0.862542,µm,Spine,Spine Part Mean Diameter,7,4,1,100000003,610000007980,
1.26375,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000007983,
0.802714,µm,Spine,Spine Part Mean Diameter,8,4,1,100000001,610000007985,
0.755194,µm,Spine,Spine Part Mean Diameter,7,5,1,100000001,610000007990,
1.02501,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000007992,
0.856192,µm,Spine,Spine Part Mean Diameter,7,3,1,100000002,610000007995,
1.38594,µm,Spine,Spine Part Mean Diameter,12,3,1,100000003,610000007998,
0.929178,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000008003,
1.24352,µm,Spine,Spine Part Mean Diameter,7,3,1,100000004,610000008005,
0.982159,µm,Spine,Spine Part Mean Diameter,7,3,1,100000002,610000008007,
1.04448,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000008009,
1.09735,µm,Spine,Spine Part Mean Diameter,13,3,1,100000001,610000008011,
1.114,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000008015,
0.836088,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000008019,
1.01037,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000008021,
1.04681,µm,Spine,Spine Part Mean Diameter,4,4,1,100000001,610000008026,
1.19641,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000008028,
1.15305,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000008031,
1.22556,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000008035,
1.45172,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008038,
0.945534,µm,Spine,Spine Part Mean Diameter,6,3,1,100000002,610000008042,
1.03489,µm,Spine,Spine Part Mean Diameter,10,5,1,100000001,610000008044,
0.439361,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008048,
0.416667,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008056,
1.31847,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000008058,
1.76897,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000008063,
0.924437,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000008065,
1.53054,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008069,
0.896505,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008072,
1.07513,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008074,
0.416667,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008078,
1.57312,µm,Spine,Spine Part Mean Diameter,6,3,1,100000002,610000008081,
1.60758,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008086,
0.989214,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000008088,
1.24686,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008090,
1.04228,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008093,
1.08843,µm,Spine,Spine Part Mean Diameter,5,3,1,100000001,610000008099,
1.1399,µm,Spine,Spine Part Mean Diameter,10,5,1,100000001,610000008101,
0.95698,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000008103,
1.05288,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008107,
0.870988,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000008109,
1.03045,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008112,
1.28933,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000008114,
0.973852,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000008122,
0.416667,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008125,
1.24912,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008127,
1.03663,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008130,
1.68073,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008133,
0.894656,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000008135,
1.15542,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000008141,
1.4803,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000008145,
1.03549,µm,Spine,Spine Part Mean Diameter,12,5,1,100000003,610000008153,
1.11824,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008170,
0.541321,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008173,
1.18327,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008176,
0.893176,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008188,
1.40556,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000008203,
1.71378,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000008206,
0.904441,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008208,
0.510572,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000008223,
0.819403,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008234,
2.0545,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008248,
0.833333,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008252,
1.38586,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000008264,
1.1399,µm,Spine,Spine Part Mean Diameter,10,5,1,100000001,610000008271,
1.01556,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000008300,
0.96268,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000008301,
