
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,1/10µm,Segment,13,4,1,100000001,510000000024,
3.25177,1/10µm,Segment,12,3,1,100000001,510000000036,
0,1/10µm,Segment,11,2,1,100000001,510000000073,
0,1/10µm,Segment,10,2,1,100000001,510000000082,
0,1/10µm,Segment,9,2,1,100000001,510000000087,
0,1/10µm,Segment,8,2,1,100000001,510000000092,
0,1/10µm,Segment,7,2,1,100000001,510000000112,
0,1/10µm,Segment,5,2,1,100000001,510000000120,
0,1/10µm,Segment,4,1,1,100000001,510000000132,
0,1/10µm,Segment,3,1,1,100000001,510000000138,
2.12318,1/10µm,Segment,2,1,1,100000001,510000000155,
0,1/10µm,Segment,1,1,1,100000001,510000000161,
2.10696,1/10µm,Segment,0,1,1,100000001,510000000174,
1.39394,1/10µm,Segment,3,2,1,100000000,510000000192,
0,1/10µm,Segment,2,2,1,100000000,510000000200,
0,1/10µm,Segment,1,1,1,100000000,510000000205,
1.97081,1/10µm,Segment,0,1,1,100000000,510000000224,
0,1/10µm,Segment,6,4,1,100000000,510000000276,
0,1/10µm,Segment,5,3,1,100000000,510000000280,
1.6353,1/10µm,Segment,4,2,1,100000000,510000000293,
0,1/10µm,Segment,3,1,1,100000000,510000000298,
0,1/10µm,Segment,2,1,1,100000000,510000000303,
0,1/10µm,Segment,1,1,1,100000000,510000000306,
1.56692,1/10µm,Segment,0,1,1,100000000,510000000371,
1.15924,1/10µm,Segment,1,1,1,100000004,510000000437,
0,1/10µm,Segment,0,1,1,100000004,510000000457,
0,1/10µm,Segment,7,5,1,100000004,510000000482,
0,1/10µm,Segment,6,5,1,100000004,510000000486,
0,1/10µm,Segment,4,4,1,100000004,510000000492,
0,1/10µm,Segment,3,3,1,100000004,510000000499,
0,1/10µm,Segment,2,3,1,100000004,510000000508,
0,1/10µm,Segment,1,2,1,100000004,510000000544,
0,1/10µm,Segment,6,6,1,100000004,510000000556,
0,1/10µm,Segment,5,2,1,100000004,510000000571,
0,1/10µm,Segment,4,2,1,100000004,510000000581,
0,1/10µm,Segment,3,2,1,100000004,510000000614,
2.63516,1/10µm,Segment,2,2,1,100000004,510000000625,
