
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-26.7324,°,Segment,13,4,1,100000001,510000000024,
173.894,°,Segment,12,3,1,100000001,510000000036,
-150.824,°,Segment,11,2,1,100000001,510000000073,
-179.963,°,Segment,10,2,1,100000001,510000000082,
-148.57,°,Segment,9,2,1,100000001,510000000087,
179.646,°,Segment,8,2,1,100000001,510000000092,
-147.863,°,Segment,7,2,1,100000001,510000000112,
-119.806,°,Segment,5,2,1,100000001,510000000120,
-155.061,°,Segment,4,1,1,100000001,510000000132,
-161.009,°,Segment,3,1,1,100000001,510000000138,
-159.467,°,Segment,2,1,1,100000001,510000000155,
120.06,°,Segment,1,1,1,100000001,510000000161,
120.35,°,Segment,0,1,1,100000001,510000000174,
139.342,°,Segment,3,2,1,100000000,510000000192,
-139.414,°,Segment,2,2,1,100000000,510000000200,
157.724,°,Segment,1,1,1,100000000,510000000205,
128.343,°,Segment,0,1,1,100000000,510000000224,
85.8265,°,Segment,6,4,1,100000000,510000000276,
130.35,°,Segment,5,3,1,100000000,510000000280,
-177.385,°,Segment,4,2,1,100000000,510000000293,
83.6598,°,Segment,3,1,1,100000000,510000000298,
70.2882,°,Segment,2,1,1,100000000,510000000303,
128.936,°,Segment,1,1,1,100000000,510000000306,
162.67,°,Segment,0,1,1,100000000,510000000371,
-175.086,°,Segment,1,1,1,100000004,510000000437,
-167.818,°,Segment,0,1,1,100000004,510000000457,
-106.539,°,Segment,7,5,1,100000004,510000000482,
-86.5526,°,Segment,6,5,1,100000004,510000000486,
-124.663,°,Segment,4,4,1,100000004,510000000492,
-145.221,°,Segment,3,3,1,100000004,510000000499,
-101.415,°,Segment,2,3,1,100000004,510000000508,
-170.314,°,Segment,1,2,1,100000004,510000000544,
-126.219,°,Segment,6,6,1,100000004,510000000556,
-136.379,°,Segment,5,2,1,100000004,510000000571,
178.352,°,Segment,4,2,1,100000004,510000000581,
153.305,°,Segment,3,2,1,100000004,510000000614,
71.9097,°,Segment,2,2,1,100000004,510000000625,
146.399,°,Segment,5,3,1,100000004,510000000630,
5.94686,°,Segment,5,4,1,100000004,510000000637,
52.0578,°,Segment,4,3,1,100000004,510000000642,
130.01,°,Segment,4,3,1,100000004,510000000644,
25.3743,°,Segment,3,3,1,100000004,510000000649,
-45.0719,°,Segment,3,4,1,100000004,510000000651,
5.33542,°,Segment,12,7,1,100000003,510000000665,
18.6086,°,Segment,11,6,1,100000003,510000000671,
61.0656,°,Segment,10,5,1,100000003,510000000709,
-161.278,°,Segment,9,4,1,100000003,510000000713,
-168.339,°,Segment,8,4,1,100000003,510000000737,
-150.07,°,Segment,7,4,1,100000003,510000000741,
-152.572,°,Segment,5,4,1,100000003,510000000752,
-153.322,°,Segment,4,4,1,100000003,510000000769,
-128.712,°,Segment,3,3,1,100000003,510000000786,
-177.252,°,Segment,2,2,1,100000003,510000000811,
168.826,°,Segment,1,2,1,100000003,510000000814,
167.541,°,Segment,0,1,1,100000003,510000000836,
-109.191,°,Segment,8,6,1,100000003,510000000865,
165.272,°,Segment,7,5,1,100000003,510000000883,
127.622,°,Segment,6,5,1,100000003,510000000907,
-90.3051,°,Segment,5,4,1,100000003,510000000930,
-112.943,°,Segment,4,3,1,100000003,510000000954,
-53.2493,°,Segment,3,2,1,100000003,510000000957,
-125.561,°,Segment,2,1,1,100000003,510000000973,
-147.033,°,Segment,1,1,1,100000003,510000000981,
-100.222,°,Segment,0,1,1,100000003,510000000988,
128.821,°,Segment,8,5,1,100000003,510000001002,
52.1019,°,Segment,7,6,1,100000003,510000001008,
-86.8264,°,Segment,7,4,1,100000003,510000001012,
-107.393,°,Segment,6,4,1,100000003,510000001015,
179.458,°,Segment,7,5,1,100000003,510000001020,
120.485,°,Segment,4,4,1,100000001,510000001042,
92.6398,°,Segment,3,3,1,100000001,510000001097,
91.1894,°,Segment,2,2,1,100000001,510000001106,
6.04409,°,Segment,4,3,1,100000001,510000001108,
173.869,°,Segment,1,2,1,100000004,510000001126,
-10.2287,°,Segment,0,1,1,100000004,510000001143,
35.652,°,Segment,19,9,1,100000001,510000001187,
113.651,°,Segment,18,8,1,100000001,510000001194,
151.384,°,Segment,17,8,1,100000001,510000001220,
73.2219,°,Segment,16,7,1,100000001,510000001226,
47.5559,°,Segment,15,7,1,100000001,510000001240,
88.6653,°,Segment,14,7,1,100000001,510000001252,
-159.983,°,Segment,13,7,1,100000001,510000001316,
169.046,°,Segment,12,7,1,100000001,510000001326,
-117.753,°,Segment,11,6,1,100000001,510000001337,
-138.887,°,Segment,10,5,1,100000001,510000001382,
-99.5796,°,Segment,9,4,1,100000001,510000001390,
-79.9951,°,Segment,8,3,1,100000001,510000001399,
-93.1585,°,Segment,6,3,1,100000001,510000001406,
160.593,°,Segment,5,2,1,100000001,510000001410,
-178.581,°,Segment,4,2,1,100000001,510000001426,
-165.464,°,Segment,3,2,1,100000001,510000001437,
-66.3324,°,Segment,2,2,1,100000001,510000001453,
-54.925,°,Segment,0,1,1,100000001,510000001473,
68.339,°,Segment,18,9,1,100000001,510000001513,
-49.6177,°,Segment,19,8,1,100000001,510000001516,
36.7872,°,Segment,17,7,1,100000001,510000001522,
116.203,°,Segment,16,8,1,100000001,510000001547,
162.448,°,Segment,15,8,1,100000001,510000001550,
-172.758,°,Segment,14,8,1,100000001,510000001554,
124.358,°,Segment,16,8,1,100000001,510000001556,
-141.718,°,Segment,16,9,1,100000001,510000001565,
161.97,°,Segment,15,9,1,100000001,510000001569,
-52.8068,°,Segment,14,9,1,100000001,510000001579,
-138.313,°,Segment,13,8,1,100000001,510000001601,
-98.8429,°,Segment,12,6,1,100000001,510000001649,
170.641,°,Segment,14,8,1,100000001,510000001652,
118.656,°,Segment,4,1,1,100000000,510000001661,
-84.9687,°,Segment,6,3,1,100000000,510000001684,
-121.233,°,Segment,5,2,1,100000000,510000001689,
-6.96974,°,Segment,14,4,1,100000004,510000001702,
46.1819,°,Segment,13,4,1,100000004,510000001710,
51.282,°,Segment,12,4,1,100000004,510000001714,
35.7121,°,Segment,11,4,1,100000004,510000001728,
11.6547,°,Segment,10,4,1,100000004,510000001742,
-2.85884,°,Segment,9,4,1,100000004,510000001746,
-5.70671,°,Segment,8,4,1,100000004,510000001772,
-2.28062,°,Segment,7,4,1,100000004,510000001809,
-88.0189,°,Segment,6,3,1,100000004,510000001817,
-62.6411,°,Segment,5,3,1,100000004,510000001828,
-52.1133,°,Segment,4,3,1,100000004,510000001831,
-99.0066,°,Segment,3,2,1,100000004,510000001877,
-47.3859,°,Segment,2,1,1,100000004,510000001884,
-76.5437,°,Segment,1,1,1,100000004,510000001902,
142.466,°,Segment,14,5,1,100000004,510000001926,
14.7481,°,Segment,12,5,1,100000004,510000001932,
7.06919,°,Segment,13,5,1,100000004,510000001935,
103.64,°,Segment,9,5,1,100000004,510000001970,
-175.494,°,Segment,12,5,1,100000004,510000001977,
-97.8625,°,Segment,11,5,1,100000004,510000001988,
-40.9998,°,Segment,12,6,1,100000004,510000001990,
62.6444,°,Segment,10,5,1,100000004,510000001992,
48.8879,°,Segment,8,5,1,100000004,510000001995,
134.971,°,Segment,8,2,1,100000000,510000002042,
-179.007,°,Segment,7,2,1,100000000,510000002044,
158.757,°,Segment,6,2,1,100000000,510000002058,
71.6542,°,Segment,8,3,1,100000000,510000002060,
92.1848,°,Segment,8,4,1,100000000,510000002068,
-18.3578,°,Segment,8,3,1,100000000,510000002071,
-172.756,°,Segment,6,3,1,100000000,510000002080,
173.582,°,Segment,2,2,1,100000000,510000002108,
28.4127,°,Segment,3,2,1,100000000,510000002110,
46.8284,°,Segment,1,2,1,100000000,510000002113,
50.8518,°,Segment,6,4,1,100000002,510000002134,
104.432,°,Segment,5,4,1,100000002,510000002150,
61.5981,°,Segment,4,3,1,100000002,510000002153,
96.9942,°,Segment,3,2,1,100000002,510000002161,
120.105,°,Segment,2,1,1,100000002,510000002180,
121.579,°,Segment,1,1,1,100000002,510000002187,
102.768,°,Segment,0,1,1,100000002,510000002207,
-147.685,°,Segment,6,5,1,100000002,510000002217,
-86.8953,°,Segment,7,3,1,100000003,510000002249,
-131.296,°,Segment,6,3,1,100000003,510000002276,
143.854,°,Segment,5,2,1,100000003,510000002289,
131.77,°,Segment,4,2,1,100000003,510000002296,
149.261,°,Segment,3,2,1,100000003,510000002318,
-169.403,°,Segment,7,4,1,100000003,510000002325,
160.27,°,Segment,8,4,1,100000000,510000002348,
-138.738,°,Segment,7,3,1,100000000,510000002356,
97.4833,°,Segment,6,2,1,100000000,510000002360,
135.746,°,Segment,5,1,1,100000000,510000002363,
92.2436,°,Segment,4,1,1,100000000,510000002365,
72.9811,°,Segment,3,1,1,100000000,510000002370,
69.3188,°,Segment,2,1,1,100000000,510000002378,
79.5437,°,Segment,13,8,1,100000001,510000002390,
