
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
29523.2,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000007722,
29570.8,µm,Spine,Spine Terminal Pt Distance from Origin,10,5,1,100000002,610000007736,
29570.5,µm,Spine,Spine Terminal Pt Distance from Origin,10,5,1,100000002,610000007746,
29519,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000007748,
29528,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000007759,
29595.5,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000004,610000007765,
29595.7,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000004,610000007769,
29596.2,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000004,610000007773,
29609.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000004,610000007787,
29527.7,µm,Spine,Spine Terminal Pt Distance from Origin,10,2,1,100000003,610000007795,
29494.8,µm,Spine,Spine Terminal Pt Distance from Origin,10,6,1,100000003,610000007798,
29609.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000004,610000007811,
29531.4,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000002,610000007816,
29528.1,µm,Spine,Spine Terminal Pt Distance from Origin,10,2,1,100000003,610000007823,
29531.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000002,610000007826,
29535.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000002,610000007831,
29535.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000002,610000007835,
29530,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,100000002,610000007838,
29578.5,µm,Spine,Spine Terminal Pt Distance from Origin,10,5,1,100000001,610000007843,
29530.6,µm,Spine,Spine Terminal Pt Distance from Origin,10,4,1,100000003,610000007846,
29484.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000003,610000007850,
