
Spine Center Intensity Min Ch=5 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,0,Image 1,1,1,100000000,610000007722,
0,,Spine,5,10,Image 1,5,1,100000002,610000007736,
0,,Spine,5,10,Image 1,5,1,100000002,610000007746,
0,,Spine,5,1,Image 1,1,1,100000000,610000007754,
0,,Spine,5,2,Image 1,2,1,100000000,610000007759,
0,,Spine,5,4,Image 1,2,1,100000004,610000007765,
0,,Spine,5,4,Image 1,2,1,100000004,610000007769,
0,,Spine,5,4,Image 1,2,1,100000004,610000007773,
0,,Spine,5,2,Image 1,2,1,100000004,610000007787,
0,,Spine,5,10,Image 1,2,1,100000003,610000007795,
0,,Spine,5,10,Image 1,6,1,100000003,610000007798,
0,,Spine,5,2,Image 1,2,1,100000004,610000007811,
0,,Spine,5,2,Image 1,2,1,100000002,610000007816,
0,,Spine,5,10,Image 1,2,1,100000003,610000007823,
0,,Spine,5,2,Image 1,2,1,100000002,610000007826,
0,,Spine,5,3,Image 1,1,1,100000002,610000007831,
0,,Spine,5,3,Image 1,1,1,100000002,610000007835,
0,,Spine,5,9,Image 1,4,1,100000002,610000007838,
0,,Spine,5,10,Image 1,5,1,100000001,610000007843,
1,,Spine,5,10,Image 1,4,1,100000003,610000007846,
3,,Spine,5,4,Image 1,3,1,100000003,610000007850,
0,,Spine,5,0,Image 1,1,1,100000001,610000007859,
0,,Spine,5,1,Image 1,1,1,100000002,610000007863,
0,,Spine,5,3,Image 1,2,1,100000000,610000007865,
0,,Spine,5,12,Image 1,4,1,100000002,610000007868,
0,,Spine,5,6,Image 1,3,1,100000000,610000007872,
0,,Spine,5,1,Image 1,1,1,100000000,610000007881,
1,,Spine,5,2,Image 1,2,1,100000004,610000007885,
2,,Spine,5,18,Image 1,4,1,100000003,610000007888,
0,,Spine,5,5,Image 1,3,1,100000002,610000007892,
0,,Spine,5,3,Image 1,1,1,100000001,610000007894,
0,,Spine,5,12,Image 1,7,1,100000003,610000007899,
0,,Spine,5,3,Image 1,1,1,100000001,610000007902,
0,,Spine,5,7,Image 1,3,1,100000001,610000007904,
0,,Spine,5,3,Image 1,2,1,100000002,610000007909,
1,,Spine,5,1,Image 1,1,1,100000000,610000007915,
0,,Spine,5,10,Image 1,5,1,100000001,610000007921,
0,,Spine,5,3,Image 1,1,1,100000000,610000007926,
0,,Spine,5,3,Image 1,2,1,100000003,610000007928,
1,,Spine,5,1,Image 1,1,1,100000000,610000007932,
22,,Spine,5,3,Image 1,1,1,100000002,610000007934,
0,,Spine,5,1,Image 1,1,1,100000000,610000007940,
0,,Spine,5,7,Image 1,3,1,100000001,610000007944,
3,,Spine,5,8,Image 1,6,1,100000001,610000007946,
0,,Spine,5,6,Image 1,3,1,100000000,610000007948,
0,,Spine,5,9,Image 1,4,1,100000003,610000007950,
4,,Spine,5,0,Image 1,1,1,100000001,610000007952,
0,,Spine,5,5,Image 1,5,1,100000002,610000007954,
0,,Spine,5,1,Image 1,1,1,100000000,610000007959,
0,,Spine,5,1,Image 1,2,1,100000002,610000007965,
5,,Spine,5,3,Image 1,1,1,100000001,610000007967,
0,,Spine,5,8,Image 1,4,1,100000002,610000007969,
0,,Spine,5,4,Image 1,2,1,100000001,610000007971,
2,,Spine,5,4,Image 1,3,1,100000003,610000007975,
0,,Spine,5,3,Image 1,1,1,100000001,610000007978,
9,,Spine,5,7,Image 1,4,1,100000003,610000007980,
0,,Spine,5,7,Image 1,3,1,100000001,610000007983,
0,,Spine,5,8,Image 1,4,1,100000001,610000007985,
0,,Spine,5,7,Image 1,5,1,100000001,610000007990,
0,,Spine,5,1,Image 1,2,1,100000000,610000007992,
0,,Spine,5,7,Image 1,3,1,100000002,610000007995,
0,,Spine,5,12,Image 1,3,1,100000003,610000007998,
2,,Spine,5,6,Image 1,2,1,100000003,610000008003,
