
Segment Center Intensity Median Ch=2 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.00195,,Segment,2,13,Image 1,4,1,100000001,510000000024,
0.00195312,,Segment,2,12,Image 1,3,1,100000001,510000000036,
2.00391,,Segment,2,11,Image 1,2,1,100000001,510000000073,
1.00391,,Segment,2,10,Image 1,2,1,100000001,510000000082,
0.501953,,Segment,2,9,Image 1,2,1,100000001,510000000087,
1.00195,,Segment,2,8,Image 1,2,1,100000001,510000000092,
2.00781,,Segment,2,7,Image 1,2,1,100000001,510000000112,
2.00391,,Segment,2,5,Image 1,2,1,100000001,510000000120,
2.00391,,Segment,2,4,Image 1,1,1,100000001,510000000132,
3.00781,,Segment,2,3,Image 1,1,1,100000001,510000000138,
1.50391,,Segment,2,2,Image 1,1,1,100000001,510000000155,
2.00391,,Segment,2,1,Image 1,1,1,100000001,510000000161,
6.01562,,Segment,2,0,Image 1,1,1,100000001,510000000174,
6.50781,,Segment,2,3,Image 1,2,1,100000000,510000000192,
4.01562,,Segment,2,2,Image 1,2,1,100000000,510000000200,
2.50195,,Segment,2,1,Image 1,1,1,100000000,510000000205,
2.01562,,Segment,2,0,Image 1,1,1,100000000,510000000224,
2.00391,,Segment,2,6,Image 1,4,1,100000000,510000000276,
2,,Segment,2,5,Image 1,3,1,100000000,510000000280,
2.50781,,Segment,2,4,Image 1,2,1,100000000,510000000293,
4.50781,,Segment,2,3,Image 1,1,1,100000000,510000000298,
1.50781,,Segment,2,2,Image 1,1,1,100000000,510000000303,
9.01562,,Segment,2,1,Image 1,1,1,100000000,510000000306,
5.0625,,Segment,2,0,Image 1,1,1,100000000,510000000371,
1.00781,,Segment,2,1,Image 1,1,1,100000004,510000000437,
2.00391,,Segment,2,0,Image 1,1,1,100000004,510000000457,
3.01562,,Segment,2,7,Image 1,5,1,100000004,510000000482,
6,,Segment,2,6,Image 1,5,1,100000004,510000000486,
2.50391,,Segment,2,4,Image 1,4,1,100000004,510000000492,
1,,Segment,2,3,Image 1,3,1,100000004,510000000499,
1.00195,,Segment,2,2,Image 1,3,1,100000004,510000000508,
1.00195,,Segment,2,1,Image 1,2,1,100000004,510000000544,
2.00391,,Segment,2,6,Image 1,6,1,100000004,510000000556,
2.00391,,Segment,2,5,Image 1,2,1,100000004,510000000571,
2.00391,,Segment,2,4,Image 1,2,1,100000004,510000000581,
1.00781,,Segment,2,3,Image 1,2,1,100000004,510000000614,
1.00195,,Segment,2,2,Image 1,2,1,100000004,510000000625,
1.00195,,Segment,2,5,Image 1,3,1,100000004,510000000630,
0.00390625,,Segment,2,5,Image 1,4,1,100000004,510000000637,
1.00195,,Segment,2,4,Image 1,3,1,100000004,510000000642,
0.000976562,,Segment,2,4,Image 1,3,1,100000004,510000000644,
1.00195,,Segment,2,3,Image 1,3,1,100000004,510000000649,
1,,Segment,2,3,Image 1,4,1,100000004,510000000651,
4.00781,,Segment,2,12,Image 1,7,1,100000003,510000000665,
2.00391,,Segment,2,11,Image 1,6,1,100000003,510000000671,
4.00781,,Segment,2,10,Image 1,5,1,100000003,510000000709,
4,,Segment,2,9,Image 1,4,1,100000003,510000000713,
17.0625,,Segment,2,8,Image 1,4,1,100000003,510000000737,
24.0312,,Segment,2,7,Image 1,4,1,100000003,510000000741,
7.0625,,Segment,2,5,Image 1,4,1,100000003,510000000752,
22.5312,,Segment,2,4,Image 1,4,1,100000003,510000000769,
2.00781,,Segment,2,3,Image 1,3,1,100000003,510000000786,
4.01562,,Segment,2,2,Image 1,2,1,100000003,510000000811,
3.50391,,Segment,2,1,Image 1,2,1,100000003,510000000814,
6.00391,,Segment,2,0,Image 1,1,1,100000003,510000000836,
8.00781,,Segment,2,8,Image 1,6,1,100000003,510000000865,
5.01562,,Segment,2,7,Image 1,5,1,100000003,510000000883,
5.01562,,Segment,2,6,Image 1,5,1,100000003,510000000907,
3.03125,,Segment,2,5,Image 1,4,1,100000003,510000000930,
5.01562,,Segment,2,4,Image 1,3,1,100000003,510000000954,
11.0039,,Segment,2,3,Image 1,2,1,100000003,510000000957,
3.00781,,Segment,2,2,Image 1,1,1,100000003,510000000973,
9.00781,,Segment,2,1,Image 1,1,1,100000003,510000000981,
2.00195,,Segment,2,0,Image 1,1,1,100000003,510000000988,
3.00391,,Segment,2,8,Image 1,5,1,100000003,510000001002,
7.00781,,Segment,2,7,Image 1,6,1,100000003,510000001008,
8.01562,,Segment,2,7,Image 1,4,1,100000003,510000001012,
4.51562,,Segment,2,6,Image 1,4,1,100000003,510000001015,
8.00781,,Segment,2,7,Image 1,5,1,100000003,510000001020,
2.00391,,Segment,2,4,Image 1,4,1,100000001,510000001042,
4.125,,Segment,2,3,Image 1,3,1,100000001,510000001097,
2.00391,,Segment,2,2,Image 1,2,1,100000001,510000001106,
1.00195,,Segment,2,4,Image 1,3,1,100000001,510000001108,
1.00781,,Segment,2,1,Image 1,2,1,100000004,510000001126,
1.00391,,Segment,2,0,Image 1,1,1,100000004,510000001143,
5.03125,,Segment,2,19,Image 1,9,1,100000001,510000001187,
2.50781,,Segment,2,18,Image 1,8,1,100000001,510000001194,
6.01562,,Segment,2,17,Image 1,8,1,100000001,510000001220,
15.0312,,Segment,2,16,Image 1,7,1,100000001,510000001226,
2.03125,,Segment,2,15,Image 1,7,1,100000001,510000001240,
4.00391,,Segment,2,14,Image 1,7,1,100000001,510000001252,
3.03125,,Segment,2,13,Image 1,7,1,100000001,510000001316,
1.00195,,Segment,2,12,Image 1,7,1,100000001,510000001326,
1.00391,,Segment,2,11,Image 1,6,1,100000001,510000001337,
2.00781,,Segment,2,10,Image 1,5,1,100000001,510000001382,
1.00195,,Segment,2,9,Image 1,4,1,100000001,510000001390,
2.00195,,Segment,2,8,Image 1,3,1,100000001,510000001399,
1.00391,,Segment,2,6,Image 1,3,1,100000001,510000001406,
7.00781,,Segment,2,5,Image 1,2,1,100000001,510000001410,
19.0312,,Segment,2,4,Image 1,2,1,100000001,510000001426,
2.00391,,Segment,2,3,Image 1,2,1,100000001,510000001437,
2.00391,,Segment,2,2,Image 1,2,1,100000001,510000001453,
2.00391,,Segment,2,0,Image 1,1,1,100000001,510000001473,
2.00391,,Segment,2,18,Image 1,9,1,100000001,510000001513,
5.00195,,Segment,2,19,Image 1,8,1,100000001,510000001516,
14.0156,,Segment,2,17,Image 1,7,1,100000001,510000001522,
3.00781,,Segment,2,16,Image 1,8,1,100000001,510000001547,
3.00391,,Segment,2,15,Image 1,8,1,100000001,510000001550,
3.00391,,Segment,2,14,Image 1,8,1,100000001,510000001554,
80.0156,,Segment,2,16,Image 1,8,1,100000001,510000001556,
19.0312,,Segment,2,16,Image 1,9,1,100000001,510000001565,
7.50781,,Segment,2,15,Image 1,9,1,100000001,510000001569,
4.00781,,Segment,2,14,Image 1,9,1,100000001,510000001579,
3.01562,,Segment,2,13,Image 1,8,1,100000001,510000001601,
2.01562,,Segment,2,12,Image 1,6,1,100000001,510000001649,
2.50391,,Segment,2,14,Image 1,8,1,100000001,510000001652,
3.00391,,Segment,2,4,Image 1,1,1,100000000,510000001661,
1.51562,,Segment,2,6,Image 1,3,1,100000000,510000001684,
4.01562,,Segment,2,5,Image 1,2,1,100000000,510000001689,
1.00391,,Segment,2,14,Image 1,4,1,100000004,510000001702,
2.00391,,Segment,2,13,Image 1,4,1,100000004,510000001710,
1.00195,,Segment,2,12,Image 1,4,1,100000004,510000001714,
2.00391,,Segment,2,11,Image 1,4,1,100000004,510000001728,
1.00391,,Segment,2,10,Image 1,4,1,100000004,510000001742,
0.000976562,,Segment,2,9,Image 1,4,1,100000004,510000001746,
1.00391,,Segment,2,8,Image 1,4,1,100000004,510000001772,
4.00781,,Segment,2,7,Image 1,4,1,100000004,510000001809,
2.00391,,Segment,2,6,Image 1,3,1,100000004,510000001817,
1.50391,,Segment,2,5,Image 1,3,1,100000004,510000001828,
0.501953,,Segment,2,4,Image 1,3,1,100000004,510000001831,
1.01562,,Segment,2,3,Image 1,2,1,100000004,510000001877,
0.503906,,Segment,2,2,Image 1,1,1,100000004,510000001884,
1.00391,,Segment,2,1,Image 1,1,1,100000004,510000001902,
4.03125,,Segment,2,14,Image 1,5,1,100000004,510000001926,
5.00781,,Segment,2,12,Image 1,5,1,100000004,510000001932,
2.50195,,Segment,2,13,Image 1,5,1,100000004,510000001935,
1.00195,,Segment,2,9,Image 1,5,1,100000004,510000001970,
13.0078,,Segment,2,12,Image 1,5,1,100000004,510000001977,
6.00781,,Segment,2,11,Image 1,5,1,100000004,510000001988,
5.00195,,Segment,2,12,Image 1,6,1,100000004,510000001990,
1,,Segment,2,10,Image 1,5,1,100000004,510000001992,
3.00195,,Segment,2,8,Image 1,5,1,100000004,510000001995,
2.01562,,Segment,2,8,Image 1,2,1,100000000,510000002042,
3.00098,,Segment,2,7,Image 1,2,1,100000000,510000002044,
2.01562,,Segment,2,6,Image 1,2,1,100000000,510000002058,
3,,Segment,2,8,Image 1,3,1,100000000,510000002060,
1.00195,,Segment,2,8,Image 1,4,1,100000000,510000002068,
2,,Segment,2,8,Image 1,3,1,100000000,510000002071,
2.00391,,Segment,2,6,Image 1,3,1,100000000,510000002080,
10.0312,,Segment,2,2,Image 1,2,1,100000000,510000002108,
54.125,,Segment,2,3,Image 1,2,1,100000000,510000002110,
