
Spine Time
 ==================== 
Spine Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,0,1,1,100000000,610000007722,
0,s,Spine,10,5,1,100000002,610000007736,
0,s,Spine,10,5,1,100000002,610000007746,
0,s,Spine,1,1,1,100000000,610000007754,
0,s,Spine,2,2,1,100000000,610000007759,
0,s,Spine,4,2,1,100000004,610000007765,
0,s,Spine,4,2,1,100000004,610000007769,
0,s,Spine,4,2,1,100000004,610000007773,
0,s,Spine,2,2,1,100000004,610000007787,
0,s,Spine,10,2,1,100000003,610000007795,
0,s,Spine,10,6,1,100000003,610000007798,
0,s,Spine,2,2,1,100000004,610000007811,
0,s,Spine,2,2,1,100000002,610000007816,
0,s,Spine,10,2,1,100000003,610000007823,
0,s,Spine,2,2,1,100000002,610000007826,
0,s,Spine,3,1,1,100000002,610000007831,
0,s,Spine,3,1,1,100000002,610000007835,
0,s,Spine,9,4,1,100000002,610000007838,
0,s,Spine,10,5,1,100000001,610000007843,
0,s,Spine,10,4,1,100000003,610000007846,
0,s,Spine,4,3,1,100000003,610000007850,
0,s,Spine,0,1,1,100000001,610000007859,
0,s,Spine,1,1,1,100000002,610000007863,
0,s,Spine,3,2,1,100000000,610000007865,
0,s,Spine,12,4,1,100000002,610000007868,
0,s,Spine,6,3,1,100000000,610000007872,
0,s,Spine,1,1,1,100000000,610000007881,
0,s,Spine,2,2,1,100000004,610000007885,
0,s,Spine,18,4,1,100000003,610000007888,
0,s,Spine,5,3,1,100000002,610000007892,
0,s,Spine,3,1,1,100000001,610000007894,
0,s,Spine,12,7,1,100000003,610000007899,
0,s,Spine,3,1,1,100000001,610000007902,
0,s,Spine,7,3,1,100000001,610000007904,
0,s,Spine,3,2,1,100000002,610000007909,
0,s,Spine,1,1,1,100000000,610000007915,
0,s,Spine,10,5,1,100000001,610000007921,
0,s,Spine,3,1,1,100000000,610000007926,
0,s,Spine,3,2,1,100000003,610000007928,
0,s,Spine,1,1,1,100000000,610000007932,
0,s,Spine,3,1,1,100000002,610000007934,
0,s,Spine,1,1,1,100000000,610000007940,
0,s,Spine,7,3,1,100000001,610000007944,
0,s,Spine,8,6,1,100000001,610000007946,
0,s,Spine,6,3,1,100000000,610000007948,
0,s,Spine,9,4,1,100000003,610000007950,
0,s,Spine,0,1,1,100000001,610000007952,
0,s,Spine,5,5,1,100000002,610000007954,
0,s,Spine,1,1,1,100000000,610000007959,
0,s,Spine,1,2,1,100000002,610000007965,
0,s,Spine,3,1,1,100000001,610000007967,
0,s,Spine,8,4,1,100000002,610000007969,
0,s,Spine,4,2,1,100000001,610000007971,
0,s,Spine,4,3,1,100000003,610000007975,
0,s,Spine,3,1,1,100000001,610000007978,
0,s,Spine,7,4,1,100000003,610000007980,
0,s,Spine,7,3,1,100000001,610000007983,
0,s,Spine,8,4,1,100000001,610000007985,
0,s,Spine,7,5,1,100000001,610000007990,
0,s,Spine,1,2,1,100000000,610000007992,
0,s,Spine,7,3,1,100000002,610000007995,
0,s,Spine,12,3,1,100000003,610000007998,
0,s,Spine,6,2,1,100000003,610000008003,
0,s,Spine,7,3,1,100000004,610000008005,
0,s,Spine,7,3,1,100000002,610000008007,
0,s,Spine,7,2,1,100000001,610000008009,
0,s,Spine,13,3,1,100000001,610000008011,
0,s,Spine,4,1,1,100000002,610000008015,
0,s,Spine,10,5,1,100000002,610000008019,
0,s,Spine,6,2,1,100000001,610000008021,
0,s,Spine,4,4,1,100000001,610000008026,
0,s,Spine,2,2,1,100000002,610000008028,
0,s,Spine,7,2,1,100000001,610000008031,
0,s,Spine,3,1,1,100000000,610000008035,
0,s,Spine,0,1,1,100000000,610000008038,
0,s,Spine,6,3,1,100000002,610000008042,
0,s,Spine,10,5,1,100000001,610000008044,
0,s,Spine,1,1,1,100000000,610000008048,
0,s,Spine,1,1,1,100000000,610000008056,
0,s,Spine,3,2,1,100000002,610000008058,
0,s,Spine,0,1,1,100000002,610000008063,
0,s,Spine,3,1,1,100000002,610000008065,
0,s,Spine,1,2,1,100000002,610000008069,
0,s,Spine,1,2,1,100000002,610000008072,
0,s,Spine,1,2,1,100000002,610000008074,
0,s,Spine,1,1,1,100000000,610000008078,
0,s,Spine,6,3,1,100000002,610000008081,
0,s,Spine,0,1,1,100000001,610000008086,
0,s,Spine,4,2,1,100000001,610000008088,
0,s,Spine,0,1,1,100000001,610000008090,
0,s,Spine,1,2,1,100000002,610000008093,
0,s,Spine,5,3,1,100000001,610000008099,
0,s,Spine,10,5,1,100000001,610000008101,
