
Spine Center Intensity Max Ch=4 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,0,Image 1,1,1,100000000,610000007722,
0,,Spine,4,10,Image 1,5,1,100000002,610000007736,
0,,Spine,4,10,Image 1,5,1,100000002,610000007746,
0,,Spine,4,1,Image 1,1,1,100000000,610000007754,
0,,Spine,4,2,Image 1,2,1,100000000,610000007759,
32,,Spine,4,4,Image 1,2,1,100000004,610000007765,
11,,Spine,4,4,Image 1,2,1,100000004,610000007769,
0,,Spine,4,4,Image 1,2,1,100000004,610000007773,
0,,Spine,4,2,Image 1,2,1,100000004,610000007787,
0,,Spine,4,10,Image 1,2,1,100000003,610000007795,
0,,Spine,4,10,Image 1,6,1,100000003,610000007798,
0,,Spine,4,2,Image 1,2,1,100000004,610000007811,
0,,Spine,4,2,Image 1,2,1,100000002,610000007816,
0,,Spine,4,10,Image 1,2,1,100000003,610000007823,
0,,Spine,4,2,Image 1,2,1,100000002,610000007826,
0,,Spine,4,3,Image 1,1,1,100000002,610000007831,
0,,Spine,4,3,Image 1,1,1,100000002,610000007835,
0,,Spine,4,9,Image 1,4,1,100000002,610000007838,
0,,Spine,4,10,Image 1,5,1,100000001,610000007843,
0,,Spine,4,10,Image 1,4,1,100000003,610000007846,
0,,Spine,4,4,Image 1,3,1,100000003,610000007850,
0,,Spine,4,0,Image 1,1,1,100000001,610000007859,
0,,Spine,4,1,Image 1,1,1,100000002,610000007863,
0,,Spine,4,3,Image 1,2,1,100000000,610000007865,
0,,Spine,4,12,Image 1,4,1,100000002,610000007868,
0,,Spine,4,6,Image 1,3,1,100000000,610000007872,
0,,Spine,4,1,Image 1,1,1,100000000,610000007881,
0,,Spine,4,2,Image 1,2,1,100000004,610000007885,
0,,Spine,4,18,Image 1,4,1,100000003,610000007888,
0,,Spine,4,5,Image 1,3,1,100000002,610000007892,
0,,Spine,4,3,Image 1,1,1,100000001,610000007894,
0,,Spine,4,12,Image 1,7,1,100000003,610000007899,
0,,Spine,4,3,Image 1,1,1,100000001,610000007902,
0,,Spine,4,7,Image 1,3,1,100000001,610000007904,
0,,Spine,4,3,Image 1,2,1,100000002,610000007909,
0,,Spine,4,1,Image 1,1,1,100000000,610000007915,
0,,Spine,4,10,Image 1,5,1,100000001,610000007921,
0,,Spine,4,3,Image 1,1,1,100000000,610000007926,
0,,Spine,4,3,Image 1,2,1,100000003,610000007928,
0,,Spine,4,1,Image 1,1,1,100000000,610000007932,
0,,Spine,4,3,Image 1,1,1,100000002,610000007934,
0,,Spine,4,1,Image 1,1,1,100000000,610000007940,
0,,Spine,4,7,Image 1,3,1,100000001,610000007944,
0,,Spine,4,8,Image 1,6,1,100000001,610000007946,
0,,Spine,4,6,Image 1,3,1,100000000,610000007948,
0,,Spine,4,9,Image 1,4,1,100000003,610000007950,
0,,Spine,4,0,Image 1,1,1,100000001,610000007952,
13,,Spine,4,5,Image 1,5,1,100000002,610000007954,
0,,Spine,4,1,Image 1,1,1,100000000,610000007959,
0,,Spine,4,1,Image 1,2,1,100000002,610000007965,
5,,Spine,4,3,Image 1,1,1,100000001,610000007967,
0,,Spine,4,8,Image 1,4,1,100000002,610000007969,
0,,Spine,4,4,Image 1,2,1,100000001,610000007971,
0,,Spine,4,4,Image 1,3,1,100000003,610000007975,
0,,Spine,4,3,Image 1,1,1,100000001,610000007978,
0,,Spine,4,7,Image 1,4,1,100000003,610000007980,
0,,Spine,4,7,Image 1,3,1,100000001,610000007983,
0,,Spine,4,8,Image 1,4,1,100000001,610000007985,
0,,Spine,4,7,Image 1,5,1,100000001,610000007990,
0,,Spine,4,1,Image 1,2,1,100000000,610000007992,
0,,Spine,4,7,Image 1,3,1,100000002,610000007995,
0,,Spine,4,12,Image 1,3,1,100000003,610000007998,
0,,Spine,4,6,Image 1,2,1,100000003,610000008003,
0,,Spine,4,7,Image 1,3,1,100000004,610000008005,
0,,Spine,4,7,Image 1,3,1,100000002,610000008007,
0,,Spine,4,7,Image 1,2,1,100000001,610000008009,
0,,Spine,4,13,Image 1,3,1,100000001,610000008011,
0,,Spine,4,4,Image 1,1,1,100000002,610000008015,
0,,Spine,4,10,Image 1,5,1,100000002,610000008019,
0,,Spine,4,6,Image 1,2,1,100000001,610000008021,
0,,Spine,4,4,Image 1,4,1,100000001,610000008026,
0,,Spine,4,2,Image 1,2,1,100000002,610000008028,
0,,Spine,4,7,Image 1,2,1,100000001,610000008031,
0,,Spine,4,3,Image 1,1,1,100000000,610000008035,
0,,Spine,4,0,Image 1,1,1,100000000,610000008038,
0,,Spine,4,6,Image 1,3,1,100000002,610000008042,
0,,Spine,4,10,Image 1,5,1,100000001,610000008044,
0,,Spine,4,1,Image 1,1,1,100000000,610000008048,
0,,Spine,4,1,Image 1,1,1,100000000,610000008056,
0,,Spine,4,3,Image 1,2,1,100000002,610000008058,
0,,Spine,4,0,Image 1,1,1,100000002,610000008063,
0,,Spine,4,3,Image 1,1,1,100000002,610000008065,
0,,Spine,4,1,Image 1,2,1,100000002,610000008069,
0,,Spine,4,1,Image 1,2,1,100000002,610000008072,
0,,Spine,4,1,Image 1,2,1,100000002,610000008074,
0,,Spine,4,1,Image 1,1,1,100000000,610000008078,
0,,Spine,4,6,Image 1,3,1,100000002,610000008081,
0,,Spine,4,0,Image 1,1,1,100000001,610000008086,
0,,Spine,4,4,Image 1,2,1,100000001,610000008088,
0,,Spine,4,0,Image 1,1,1,100000001,610000008090,
0,,Spine,4,1,Image 1,2,1,100000002,610000008093,
0,,Spine,4,5,Image 1,3,1,100000001,610000008099,
0,,Spine,4,10,Image 1,5,1,100000001,610000008101,
0,,Spine,4,4,Image 1,1,1,100000002,610000008103,
0,,Spine,4,1,Image 1,1,1,100000000,610000008107,
0,,Spine,4,5,Image 1,1,1,100000003,610000008109,
0,,Spine,4,1,Image 1,2,1,100000002,610000008112,
0,,Spine,4,4,Image 1,3,1,100000001,610000008114,
0,,Spine,4,3,Image 1,2,1,100000002,610000008122,
0,,Spine,4,1,Image 1,1,1,100000000,610000008125,
0,,Spine,4,0,Image 1,1,1,100000000,610000008127,
0,,Spine,4,0,Image 1,1,1,100000001,610000008130,
0,,Spine,4,1,Image 1,1,1,100000000,610000008133,
0,,Spine,4,0,Image 1,1,1,100000004,610000008135,
0,,Spine,4,0,Image 1,1,1,100000004,610000008141,
0,,Spine,4,2,Image 1,2,1,100000001,610000008145,
0,,Spine,4,12,Image 1,5,1,100000003,610000008153,
0,,Spine,4,1,Image 1,1,1,100000000,610000008170,
0,,Spine,4,1,Image 1,1,1,100000000,610000008173,
0,,Spine,4,1,Image 1,2,1,100000002,610000008176,
0,,Spine,4,0,Image 1,1,1,100000000,610000008188,
0,,Spine,4,3,Image 1,2,1,100000001,610000008203,
0,,Spine,4,3,Image 1,3,1,100000001,610000008206,
0,,Spine,4,1,Image 1,1,1,100000000,610000008208,
0,,Spine,4,1,Image 1,1,1,100000000,610000008223,
0,,Spine,4,0,Image 1,1,1,100000001,610000008234,
0,,Spine,4,0,Image 1,1,1,100000001,610000008248,
0,,Spine,4,1,Image 1,2,1,100000002,610000008252,
