
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1390.83,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000007722,
1388.83,µm,Spine,Spine Terminal Pt Position,10,5,1,100000002,610000007736,
1387.83,µm,Spine,Spine Terminal Pt Position,10,5,1,100000002,610000007746,
1395.83,µm,Spine,Spine Terminal Pt Position,,,1,,610000007748,
1393.33,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000007759,
1395.83,µm,Spine,Spine Terminal Pt Position,4,2,1,100000004,610000007765,
1395.45,µm,Spine,Spine Terminal Pt Position,4,2,1,100000004,610000007769,
1395.83,µm,Spine,Spine Terminal Pt Position,4,2,1,100000004,610000007773,
1388.83,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000007787,
1401.83,µm,Spine,Spine Terminal Pt Position,10,2,1,100000003,610000007795,
1392.33,µm,Spine,Spine Terminal Pt Position,10,6,1,100000003,610000007798,
1387.83,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000007811,
1399.33,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000007816,
1400.78,µm,Spine,Spine Terminal Pt Position,10,2,1,100000003,610000007823,
1399.33,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000007826,
1408.83,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000007831,
1409.16,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000007835,
1387.83,µm,Spine,Spine Terminal Pt Position,9,4,1,100000002,610000007838,
1393.28,µm,Spine,Spine Terminal Pt Position,10,5,1,100000001,610000007843,
1391.83,µm,Spine,Spine Terminal Pt Position,10,4,1,100000003,610000007846,
1391.83,µm,Spine,Spine Terminal Pt Position,4,3,1,100000003,610000007850,
1398.83,µm,Spine,Spine Terminal Pt Position,,,1,,610000007852,
1393.83,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000007863,
1393.33,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000007865,
1393.83,µm,Spine,Spine Terminal Pt Position,12,4,1,100000002,610000007868,
1402.83,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000007872,
1396.83,µm,Spine,Spine Terminal Pt Position,,,1,,610000007874,
