
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
10.2459,,Surface,1,Image 1,1,0,
6.91649,,Surface,1,Image 1,1,1,
8.07018,,Surface,1,Image 1,1,2,
6.31782,,Surface,1,Image 1,1,3,
5.58589,,Surface,1,Image 1,1,4,
