
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.28238,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007722,
0.608942,µm^3,Spine,Spine Part Volume,10,5,1,100000002,610000007736,
0.570182,µm^3,Spine,Spine Part Volume,10,5,1,100000002,610000007746,
0.384871,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007754,
0.81336,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000007759,
0.590367,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000007765,
0.663658,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000007769,
0.329416,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000007773,
0.772947,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007787,
0.464512,µm^3,Spine,Spine Part Volume,10,2,1,100000003,610000007795,
0.22148,µm^3,Spine,Spine Part Volume,10,6,1,100000003,610000007798,
0.772947,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007811,
0.376705,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007816,
0.375937,µm^3,Spine,Spine Part Volume,10,2,1,100000003,610000007823,
0.247429,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007826,
0.699736,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007831,
0.672904,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007835,
0.218869,µm^3,Spine,Spine Part Volume,9,4,1,100000002,610000007838,
0.99561,µm^3,Spine,Spine Part Volume,10,5,1,100000001,610000007843,
0.291013,µm^3,Spine,Spine Part Volume,10,4,1,100000003,610000007846,
1.0446,µm^3,Spine,Spine Part Volume,4,3,1,100000003,610000007850,
2.20698,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007859,
2.17873,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007863,
1.95452,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000007865,
0.731461,µm^3,Spine,Spine Part Volume,12,4,1,100000002,610000007868,
0.702748,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000007872,
0.792008,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007881,
0.475972,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007885,
0.576152,µm^3,Spine,Spine Part Volume,18,4,1,100000003,610000007888,
0.770125,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000007892,
1.09473,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007894,
0.364111,µm^3,Spine,Spine Part Volume,12,7,1,100000003,610000007899,
0.651418,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007902,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007904,
1.46441,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007909,
0.212859,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007915,
0.865286,µm^3,Spine,Spine Part Volume,10,5,1,100000001,610000007921,
1.16993,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000007926,
0.882574,µm^3,Spine,Spine Part Volume,3,2,1,100000003,610000007928,
1.51208,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007932,
0.50522,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007934,
0.19464,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007940,
0.791786,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007944,
0.499734,µm^3,Spine,Spine Part Volume,8,6,1,100000001,610000007946,
0.921881,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000007948,
0.819005,µm^3,Spine,Spine Part Volume,9,4,1,100000003,610000007950,
1.52549,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007952,
0.820054,µm^3,Spine,Spine Part Volume,5,5,1,100000002,610000007954,
0.22595,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007959,
3.81435,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007965,
0.514506,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007967,
0.544355,µm^3,Spine,Spine Part Volume,8,4,1,100000002,610000007969,
0.415298,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000007971,
0.834468,µm^3,Spine,Spine Part Volume,4,3,1,100000003,610000007975,
0.725945,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007978,
