
Spine Center Intensity Sum Ch=3 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
393,,Spine,3,0,Image 1,1,1,100000000,610000007722,
603,,Spine,3,10,Image 1,5,1,100000002,610000007736,
445,,Spine,3,10,Image 1,5,1,100000002,610000007746,
383,,Spine,3,1,Image 1,1,1,100000000,610000007754,
205,,Spine,3,2,Image 1,2,1,100000000,610000007759,
366,,Spine,3,4,Image 1,2,1,100000004,610000007765,
294,,Spine,3,4,Image 1,2,1,100000004,610000007769,
193,,Spine,3,4,Image 1,2,1,100000004,610000007773,
1023,,Spine,3,2,Image 1,2,1,100000004,610000007787,
384,,Spine,3,10,Image 1,2,1,100000003,610000007795,
145,,Spine,3,10,Image 1,6,1,100000003,610000007798,
1093,,Spine,3,2,Image 1,2,1,100000004,610000007811,
209,,Spine,3,2,Image 1,2,1,100000002,610000007816,
403,,Spine,3,10,Image 1,2,1,100000003,610000007823,
168,,Spine,3,2,Image 1,2,1,100000002,610000007826,
396,,Spine,3,3,Image 1,1,1,100000002,610000007831,
345,,Spine,3,3,Image 1,1,1,100000002,610000007835,
108,,Spine,3,9,Image 1,4,1,100000002,610000007838,
440,,Spine,3,10,Image 1,5,1,100000001,610000007843,
302,,Spine,3,10,Image 1,4,1,100000003,610000007846,
510,,Spine,3,4,Image 1,3,1,100000003,610000007850,
768,,Spine,3,0,Image 1,1,1,100000001,610000007859,
259,,Spine,3,1,Image 1,1,1,100000002,610000007863,
143,,Spine,3,3,Image 1,2,1,100000000,610000007865,
223,,Spine,3,12,Image 1,4,1,100000002,610000007868,
224,,Spine,3,6,Image 1,3,1,100000000,610000007872,
894,,Spine,3,1,Image 1,1,1,100000000,610000007881,
163,,Spine,3,2,Image 1,2,1,100000004,610000007885,
189,,Spine,3,18,Image 1,4,1,100000003,610000007888,
239,,Spine,3,5,Image 1,3,1,100000002,610000007892,
154,,Spine,3,3,Image 1,1,1,100000001,610000007894,
170,,Spine,3,12,Image 1,7,1,100000003,610000007899,
212,,Spine,3,3,Image 1,1,1,100000001,610000007902,
156,,Spine,3,7,Image 1,3,1,100000001,610000007904,
389,,Spine,3,3,Image 1,2,1,100000002,610000007909,
608,,Spine,3,1,Image 1,1,1,100000000,610000007915,
433,,Spine,3,10,Image 1,5,1,100000001,610000007921,
301,,Spine,3,3,Image 1,1,1,100000000,610000007926,
201,,Spine,3,3,Image 1,2,1,100000003,610000007928,
278,,Spine,3,1,Image 1,1,1,100000000,610000007932,
165,,Spine,3,3,Image 1,1,1,100000002,610000007934,
419,,Spine,3,1,Image 1,1,1,100000000,610000007940,
303,,Spine,3,7,Image 1,3,1,100000001,610000007944,
143,,Spine,3,8,Image 1,6,1,100000001,610000007946,
124,,Spine,3,6,Image 1,3,1,100000000,610000007948,
289,,Spine,3,9,Image 1,4,1,100000003,610000007950,
218,,Spine,3,0,Image 1,1,1,100000001,610000007952,
102,,Spine,3,5,Image 1,5,1,100000002,610000007954,
613,,Spine,3,1,Image 1,1,1,100000000,610000007959,
495,,Spine,3,1,Image 1,2,1,100000002,610000007965,
222,,Spine,3,3,Image 1,1,1,100000001,610000007967,
209,,Spine,3,8,Image 1,4,1,100000002,610000007969,
129,,Spine,3,4,Image 1,2,1,100000001,610000007971,
323,,Spine,3,4,Image 1,3,1,100000003,610000007975,
140,,Spine,3,3,Image 1,1,1,100000001,610000007978,
217,,Spine,3,7,Image 1,4,1,100000003,610000007980,
162,,Spine,3,7,Image 1,3,1,100000001,610000007983,
101,,Spine,3,8,Image 1,4,1,100000001,610000007985,
183,,Spine,3,7,Image 1,5,1,100000001,610000007990,
184,,Spine,3,1,Image 1,2,1,100000000,610000007992,
103,,Spine,3,7,Image 1,3,1,100000002,610000007995,
276,,Spine,3,12,Image 1,3,1,100000003,610000007998,
232,,Spine,3,6,Image 1,2,1,100000003,610000008003,
139,,Spine,3,7,Image 1,3,1,100000004,610000008005,
191,,Spine,3,7,Image 1,3,1,100000002,610000008007,
164,,Spine,3,7,Image 1,2,1,100000001,610000008009,
157,,Spine,3,13,Image 1,3,1,100000001,610000008011,
416,,Spine,3,4,Image 1,1,1,100000002,610000008015,
177,,Spine,3,10,Image 1,5,1,100000002,610000008019,
222,,Spine,3,6,Image 1,2,1,100000001,610000008021,
392,,Spine,3,4,Image 1,4,1,100000001,610000008026,
242,,Spine,3,2,Image 1,2,1,100000002,610000008028,
