
Soma Intensity Sum of Square Ch=5 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
839806,,Soma,5,Image 1,1,100000000,800000000,
813016,,Soma,5,Image 1,1,100000001,800000001,
261951,,Soma,5,Image 1,1,100000002,800000002,
452709,,Soma,5,Image 1,1,100000003,800000003,
22111,,Soma,5,Image 1,1,100000004,800000004,
