
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
9.78027,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
7.01123,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
9.59961,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
9.16016,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
4.28906,µm,Soma,Soma BoundingBoxOO Length,1,100000004,800000004,
