
Spine Terminal Pt Intensity Center Ch=3 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
184,,Spine,3,0,Image 1,1,100000000,610000007722,
70,,Spine,3,10,Image 1,1,100000002,610000007736,
104,,Spine,3,10,Image 1,1,100000002,610000007746,
153,,Spine,3,1,Image 1,1,,610000007748,
182,,Spine,3,2,Image 1,1,100000000,610000007759,
105,,Spine,3,4,Image 1,1,100000004,610000007765,
60,,Spine,3,4,Image 1,1,100000004,610000007769,
77,,Spine,3,4,Image 1,1,100000004,610000007773,
123,,Spine,3,2,Image 1,1,100000004,610000007787,
84,,Spine,3,10,Image 1,1,100000003,610000007795,
121,,Spine,3,10,Image 1,1,100000003,610000007798,
132,,Spine,3,2,Image 1,1,100000004,610000007811,
77,,Spine,3,2,Image 1,1,100000002,610000007816,
102,,Spine,3,10,Image 1,1,100000003,610000007823,
64,,Spine,3,2,Image 1,1,100000002,610000007826,
94,,Spine,3,3,Image 1,1,100000002,610000007831,
135,,Spine,3,3,Image 1,1,100000002,610000007835,
69,,Spine,3,9,Image 1,1,100000002,610000007838,
69,,Spine,3,10,Image 1,1,100000001,610000007843,
69,,Spine,3,10,Image 1,1,100000003,610000007846,
79,,Spine,3,4,Image 1,1,100000003,610000007850,
115,,Spine,3,0,Image 1,1,,610000007852,
80,,Spine,3,1,Image 1,1,100000002,610000007863,
70,,Spine,3,3,Image 1,1,100000000,610000007865,
66,,Spine,3,12,Image 1,1,100000002,610000007868,
81,,Spine,3,6,Image 1,1,100000000,610000007872,
160,,Spine,3,1,Image 1,1,,610000007874,
73,,Spine,3,2,Image 1,1,100000004,610000007885,
50,,Spine,3,18,Image 1,1,100000003,610000007888,
62,,Spine,3,5,Image 1,1,100000002,610000007892,
71,,Spine,3,3,Image 1,1,100000001,610000007894,
81,,Spine,3,12,Image 1,1,100000003,610000007899,
86,,Spine,3,3,Image 1,1,100000001,610000007902,
95,,Spine,3,7,Image 1,1,100000001,610000007904,
80,,Spine,3,3,Image 1,1,100000002,610000007909,
97,,Spine,3,1,Image 1,1,,610000007911,
81,,Spine,3,10,Image 1,1,100000001,610000007921,
83,,Spine,3,3,Image 1,1,100000000,610000007926,
93,,Spine,3,3,Image 1,1,100000003,610000007928,
81,,Spine,3,1,Image 1,1,,610000007930,
76,,Spine,3,3,Image 1,1,100000002,610000007934,
114,,Spine,3,1,Image 1,1,,610000007938,
72,,Spine,3,7,Image 1,1,100000001,610000007944,
35,,Spine,3,8,Image 1,1,100000001,610000007946,
112,,Spine,3,6,Image 1,1,100000000,610000007948,
73,,Spine,3,9,Image 1,1,100000003,610000007950,
89,,Spine,3,0,Image 1,1,100000001,610000007952,
73,,Spine,3,5,Image 1,1,100000002,610000007954,
94,,Spine,3,1,Image 1,1,,610000007956,
93,,Spine,3,1,Image 1,1,,610000007962,
84,,Spine,3,3,Image 1,1,100000001,610000007967,
71,,Spine,3,8,Image 1,1,100000002,610000007969,
82,,Spine,3,4,Image 1,1,100000001,610000007971,
131,,Spine,3,4,Image 1,1,100000003,610000007975,
81,,Spine,3,3,Image 1,1,100000001,610000007978,
53,,Spine,3,7,Image 1,1,100000003,610000007980,
64,,Spine,3,7,Image 1,1,100000001,610000007983,
80,,Spine,3,8,Image 1,1,100000001,610000007985,
159,,Spine,3,7,Image 1,1,100000001,610000007990,
56,,Spine,3,1,Image 1,1,100000000,610000007992,
76,,Spine,3,7,Image 1,1,100000002,610000007995,
70,,Spine,3,12,Image 1,1,100000003,610000007998,
94,,Spine,3,6,Image 1,1,100000003,610000008003,
79,,Spine,3,7,Image 1,1,100000004,610000008005,
75,,Spine,3,7,Image 1,1,100000002,610000008007,
100,,Spine,3,7,Image 1,1,100000001,610000008009,
109,,Spine,3,13,Image 1,1,100000001,610000008011,
114,,Spine,3,4,Image 1,1,100000002,610000008015,
81,,Spine,3,10,Image 1,1,100000002,610000008019,
144,,Spine,3,6,Image 1,1,100000001,610000008021,
94,,Spine,3,4,Image 1,1,100000001,610000008026,
79,,Spine,3,2,Image 1,1,100000002,610000008028,
99,,Spine,3,7,Image 1,1,100000001,610000008031,
90,,Spine,3,3,Image 1,1,100000000,610000008035,
107,,Spine,3,0,Image 1,1,100000000,610000008038,
80,,Spine,3,6,Image 1,1,100000002,610000008042,
124,,Spine,3,10,Image 1,1,100000001,610000008044,
107,,Spine,3,1,Image 1,1,,610000008055,
88,,Spine,3,3,Image 1,1,100000002,610000008058,
157,,Spine,3,0,Image 1,1,100000002,610000008063,
85,,Spine,3,3,Image 1,1,100000002,610000008065,
101,,Spine,3,1,Image 1,1,,610000008067,
81,,Spine,3,6,Image 1,1,100000002,610000008081,
133,,Spine,3,0,Image 1,1,100000001,610000008086,
69,,Spine,3,4,Image 1,1,100000001,610000008088,
101,,Spine,3,5,Image 1,1,100000001,610000008099,
55,,Spine,3,10,Image 1,1,100000001,610000008101,
164,,Spine,3,4,Image 1,1,100000002,610000008103,
97,,Spine,3,1,Image 1,1,100000000,610000008107,
69,,Spine,3,5,Image 1,1,100000003,610000008109,
140,,Spine,3,1,Image 1,1,100000002,610000008112,
113,,Spine,3,4,Image 1,1,100000001,610000008114,
95,,Spine,3,3,Image 1,1,100000002,610000008122,
129,,Spine,3,1,Image 1,1,,610000008124,
138,,Spine,3,0,Image 1,1,100000000,610000008127,
126,,Spine,3,0,Image 1,1,100000001,610000008130,
66,,Spine,3,0,Image 1,1,100000004,610000008135,
152,,Spine,3,2,Image 1,1,100000001,610000008145,
96,,Spine,3,12,Image 1,1,100000003,610000008153,
128,,Spine,3,1,Image 1,1,100000000,610000008170,
98,,Spine,3,1,Image 1,1,,610000008175,
156,,Spine,3,0,Image 1,1,100000000,610000008188,
129,,Spine,3,3,Image 1,1,100000001,610000008203,
163,,Spine,3,3,Image 1,1,100000001,610000008206,
130,,Spine,3,0,Image 1,1,100000001,610000008234,
110,,Spine,3,0,Image 1,1,100000001,610000008248,
151,,Spine,3,2,Image 1,1,100000001,610000008264,
134,,Spine,3,10,Image 1,1,100000001,610000008271,
111,,Spine,3,10,Image 1,1,,610000008487,
79,,Spine,3,11,Image 1,1,,610000008487,
127,,Spine,3,1,Image 1,1,,610000008487,
82,,Spine,3,0,Image 1,1,,610000008487,
97,,Spine,3,7,Image 1,1,,610000008488,
99,,Spine,3,9,Image 1,1,,610000008488,
96,,Spine,3,10,Image 1,1,,610000008488,
157,,Spine,3,1,Image 1,1,,610000008488,
133,,Spine,3,0,Image 1,1,,610000008488,
101,,Spine,3,6,Image 1,1,,610000008489,
74,,Spine,3,8,Image 1,1,,610000008489,
96,,Spine,3,2,Image 1,1,,610000008489,
89,,Spine,3,0,Image 1,1,,610000008489,
80,,Spine,3,18,Image 1,1,,610000008489,
38,,Spine,3,5,Image 1,1,,610000008490,
81,,Spine,3,9,Image 1,1,,610000008490,
55,,Spine,3,12,Image 1,1,,610000008490,
94,,Spine,3,4,Image 1,1,,610000008490,
118,,Spine,3,18,Image 1,1,,610000008490,
114,,Spine,3,5,Image 1,1,,610000008491,
70,,Spine,3,3,Image 1,1,,610000008491,
138,,Spine,3,8,Image 1,1,,610000008491,
73,,Spine,3,15,Image 1,1,,610000008491,
99,,Spine,3,0,Image 1,1,,610000008491,
79,,Spine,3,4,Image 1,1,,610000008492,
88,,Spine,3,3,Image 1,1,,610000008492,
132,,Spine,3,8,Image 1,1,,610000008492,
103,,Spine,3,15,Image 1,1,,610000008492,
75,,Spine,3,7,Image 1,1,,610000008493,
189,,Spine,3,3,Image 1,1,,610000008493,
94,,Spine,3,14,Image 1,1,,610000008493,
100,,Spine,3,0,Image 1,1,,610000008493,
88,,Spine,3,5,Image 1,1,,610000008494,
75,,Spine,3,11,Image 1,1,,610000008494,
180,,Spine,3,4,Image 1,1,,610000008494,
118,,Spine,3,13,Image 1,1,,610000008494,
0,,Spine,3,9,Image 1,1,,610000008495,
35,,Spine,3,12,Image 1,1,,610000008495,
167,,Spine,3,4,Image 1,1,,610000008495,
79,,Spine,3,3,Image 1,1,,610000008495,
84,,Spine,3,6,Image 1,1,,610000008495,
21,,Spine,3,9,Image 1,1,,610000008496,
100,,Spine,3,12,Image 1,1,,610000008496,
89,,Spine,3,6,Image 1,1,,610000008496,
78,,Spine,3,1,Image 1,1,,610000008496,
156,,Spine,3,2,Image 1,1,,610000008496,
134,,Spine,3,9,Image 1,1,,610000008497,
85,,Spine,3,12,Image 1,1,,610000008497,
167,,Spine,3,3,Image 1,1,,610000008497,
106,,Spine,3,6,Image 1,1,,610000008497,
67,,Spine,3,0,Image 1,1,,610000008497,
173,,Spine,3,3,Image 1,1,,610000008498,
87,,Spine,3,6,Image 1,1,,610000008498,
82,,Spine,3,8,Image 1,1,,610000008498,
151,,Spine,3,2,Image 1,1,,610000008498,
120,,Spine,3,7,Image 1,1,,610000008499,
