
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16,,Segment,4,13,Image 1,4,1,100000001,510000000024,
13,,Segment,4,12,Image 1,3,1,100000001,510000000036,
38,,Segment,4,11,Image 1,2,1,100000001,510000000073,
10,,Segment,4,10,Image 1,2,1,100000001,510000000082,
6,,Segment,4,9,Image 1,2,1,100000001,510000000087,
6,,Segment,4,8,Image 1,2,1,100000001,510000000092,
21,,Segment,4,7,Image 1,2,1,100000001,510000000112,
8,,Segment,4,5,Image 1,2,1,100000001,510000000120,
13,,Segment,4,4,Image 1,1,1,100000001,510000000132,
7,,Segment,4,3,Image 1,1,1,100000001,510000000138,
18,,Segment,4,2,Image 1,1,1,100000001,510000000155,
7,,Segment,4,1,Image 1,1,1,100000001,510000000161,
11,,Segment,4,0,Image 1,1,1,100000001,510000000174,
16,,Segment,4,3,Image 1,2,1,100000000,510000000192,
9,,Segment,4,2,Image 1,2,1,100000000,510000000200,
6,,Segment,4,1,Image 1,1,1,100000000,510000000205,
17,,Segment,4,0,Image 1,1,1,100000000,510000000224,
18,,Segment,4,6,Image 1,4,1,100000000,510000000276,
5,,Segment,4,5,Image 1,3,1,100000000,510000000280,
14,,Segment,4,4,Image 1,2,1,100000000,510000000293,
6,,Segment,4,3,Image 1,1,1,100000000,510000000298,
6,,Segment,4,2,Image 1,1,1,100000000,510000000303,
4,,Segment,4,1,Image 1,1,1,100000000,510000000306,
58,,Segment,4,0,Image 1,1,1,100000000,510000000371,
67,,Segment,4,1,Image 1,1,1,100000004,510000000437,
16,,Segment,4,0,Image 1,1,1,100000004,510000000457,
21,,Segment,4,7,Image 1,5,1,100000004,510000000482,
5,,Segment,4,6,Image 1,5,1,100000004,510000000486,
6,,Segment,4,4,Image 1,4,1,100000004,510000000492,
8,,Segment,4,3,Image 1,3,1,100000004,510000000499,
10,,Segment,4,2,Image 1,3,1,100000004,510000000508,
37,,Segment,4,1,Image 1,2,1,100000004,510000000544,
12,,Segment,4,6,Image 1,6,1,100000004,510000000556,
16,,Segment,4,5,Image 1,2,1,100000004,510000000571,
11,,Segment,4,4,Image 1,2,1,100000004,510000000581,
34,,Segment,4,3,Image 1,2,1,100000004,510000000614,
12,,Segment,4,2,Image 1,2,1,100000004,510000000625,
4,,Segment,4,5,Image 1,3,1,100000004,510000000630,
7,,Segment,4,5,Image 1,4,1,100000004,510000000637,
5,,Segment,4,4,Image 1,3,1,100000004,510000000642,
3,,Segment,4,4,Image 1,3,1,100000004,510000000644,
6,,Segment,4,3,Image 1,3,1,100000004,510000000649,
3,,Segment,4,3,Image 1,4,1,100000004,510000000651,
15,,Segment,4,12,Image 1,7,1,100000003,510000000665,
7,,Segment,4,11,Image 1,6,1,100000003,510000000671,
39,,Segment,4,10,Image 1,5,1,100000003,510000000709,
5,,Segment,4,9,Image 1,4,1,100000003,510000000713,
25,,Segment,4,8,Image 1,4,1,100000003,510000000737,
5,,Segment,4,7,Image 1,4,1,100000003,510000000741,
11,,Segment,4,5,Image 1,4,1,100000003,510000000752,
