
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.92786,µm,Spine,Spine Part Length,0,1,1,100000000,610000007722,
1.69146,µm,Spine,Spine Part Length,10,5,1,100000002,610000007736,
1.46464,µm,Spine,Spine Part Length,10,5,1,100000002,610000007746,
2.03534,µm,Spine,Spine Part Length,1,1,1,100000000,610000007754,
1.77456,µm,Spine,Spine Part Length,2,2,1,100000000,610000007759,
1.13672,µm,Spine,Spine Part Length,4,2,1,100000004,610000007765,
1.30222,µm,Spine,Spine Part Length,4,2,1,100000004,610000007769,
0.868846,µm,Spine,Spine Part Length,4,2,1,100000004,610000007773,
2.04425,µm,Spine,Spine Part Length,2,2,1,100000004,610000007787,
1.52216,µm,Spine,Spine Part Length,10,2,1,100000003,610000007795,
0.820321,µm,Spine,Spine Part Length,10,6,1,100000003,610000007798,
2.04425,µm,Spine,Spine Part Length,2,2,1,100000004,610000007811,
1.08977,µm,Spine,Spine Part Length,2,2,1,100000002,610000007816,
1.12805,µm,Spine,Spine Part Length,10,2,1,100000003,610000007823,
0.655331,µm,Spine,Spine Part Length,2,2,1,100000002,610000007826,
1.36396,µm,Spine,Spine Part Length,3,1,1,100000002,610000007831,
1.30546,µm,Spine,Spine Part Length,3,1,1,100000002,610000007835,
0.848526,µm,Spine,Spine Part Length,9,4,1,100000002,610000007838,
1.41506,µm,Spine,Spine Part Length,10,5,1,100000001,610000007843,
1.00548,µm,Spine,Spine Part Length,10,4,1,100000003,610000007846,
1.80643,µm,Spine,Spine Part Length,4,3,1,100000003,610000007850,
1.97947,µm,Spine,Spine Part Length,0,1,1,100000001,610000007859,
1.15533,µm,Spine,Spine Part Length,1,1,1,100000002,610000007863,
1.8843,µm,Spine,Spine Part Length,3,2,1,100000000,610000007865,
1.1168,µm,Spine,Spine Part Length,12,4,1,100000002,610000007868,
1.81059,µm,Spine,Spine Part Length,6,3,1,100000000,610000007872,
1.04387,µm,Spine,Spine Part Length,1,1,1,100000000,610000007881,
1.05461,µm,Spine,Spine Part Length,2,2,1,100000004,610000007885,
1.363,µm,Spine,Spine Part Length,18,4,1,100000003,610000007888,
1.21241,µm,Spine,Spine Part Length,5,3,1,100000002,610000007892,
1.44957,µm,Spine,Spine Part Length,3,1,1,100000001,610000007894,
1.16654,µm,Spine,Spine Part Length,12,7,1,100000003,610000007899,
0.794406,µm,Spine,Spine Part Length,3,1,1,100000001,610000007902,
0.427355,µm,Spine,Spine Part Length,7,3,1,100000001,610000007904,
1.79451,µm,Spine,Spine Part Length,3,2,1,100000002,610000007909,
1.33022,µm,Spine,Spine Part Length,1,1,1,100000000,610000007915,
1.21362,µm,Spine,Spine Part Length,10,5,1,100000001,610000007921,
1.16227,µm,Spine,Spine Part Length,3,1,1,100000000,610000007926,
1.31366,µm,Spine,Spine Part Length,3,2,1,100000003,610000007928,
0.736833,µm,Spine,Spine Part Length,1,1,1,100000000,610000007932,
1.1066,µm,Spine,Spine Part Length,3,1,1,100000002,610000007934,
0.96595,µm,Spine,Spine Part Length,1,1,1,100000000,610000007940,
0.879332,µm,Spine,Spine Part Length,7,3,1,100000001,610000007944,
1.07627,µm,Spine,Spine Part Length,8,6,1,100000001,610000007946,
1.44665,µm,Spine,Spine Part Length,6,3,1,100000000,610000007948,
1.44694,µm,Spine,Spine Part Length,9,4,1,100000003,610000007950,
1.55467,µm,Spine,Spine Part Length,0,1,1,100000001,610000007952,
1.36994,µm,Spine,Spine Part Length,5,5,1,100000002,610000007954,
1.09981,µm,Spine,Spine Part Length,1,1,1,100000000,610000007959,
1.26415,µm,Spine,Spine Part Length,1,2,1,100000002,610000007965,
0.871633,µm,Spine,Spine Part Length,3,1,1,100000001,610000007967,
1.15171,µm,Spine,Spine Part Length,8,4,1,100000002,610000007969,
0.723372,µm,Spine,Spine Part Length,4,2,1,100000001,610000007971,
1.32766,µm,Spine,Spine Part Length,4,3,1,100000003,610000007975,
0.881405,µm,Spine,Spine Part Length,3,1,1,100000001,610000007978,
1.0774,µm,Spine,Spine Part Length,7,4,1,100000003,610000007980,
0.790537,µm,Spine,Spine Part Length,7,3,1,100000001,610000007983,
1.3546,µm,Spine,Spine Part Length,8,4,1,100000001,610000007985,
1.16116,µm,Spine,Spine Part Length,7,5,1,100000001,610000007990,
0.815248,µm,Spine,Spine Part Length,1,2,1,100000000,610000007992,
1.32271,µm,Spine,Spine Part Length,7,3,1,100000002,610000007995,
0.830491,µm,Spine,Spine Part Length,12,3,1,100000003,610000007998,
1.52395,µm,Spine,Spine Part Length,6,2,1,100000003,610000008003,
0.965298,µm,Spine,Spine Part Length,7,3,1,100000004,610000008005,
1.13549,µm,Spine,Spine Part Length,7,3,1,100000002,610000008007,
0.913059,µm,Spine,Spine Part Length,7,2,1,100000001,610000008009,
0.98002,µm,Spine,Spine Part Length,13,3,1,100000001,610000008011,
1.19413,µm,Spine,Spine Part Length,4,1,1,100000002,610000008015,
1.09468,µm,Spine,Spine Part Length,10,5,1,100000002,610000008019,
1.09767,µm,Spine,Spine Part Length,6,2,1,100000001,610000008021,
1.08731,µm,Spine,Spine Part Length,4,4,1,100000001,610000008026,
0.733396,µm,Spine,Spine Part Length,2,2,1,100000002,610000008028,
1.37709,µm,Spine,Spine Part Length,7,2,1,100000001,610000008031,
0.721665,µm,Spine,Spine Part Length,3,1,1,100000000,610000008035,
1.15153,µm,Spine,Spine Part Length,0,1,1,100000000,610000008038,
0.952096,µm,Spine,Spine Part Length,6,3,1,100000002,610000008042,
1.02155,µm,Spine,Spine Part Length,10,5,1,100000001,610000008044,
0.926075,µm,Spine,Spine Part Length,1,1,1,100000000,610000008048,
0.97451,µm,Spine,Spine Part Length,1,1,1,100000000,610000008056,
0.715824,µm,Spine,Spine Part Length,3,2,1,100000002,610000008058,
0.266177,µm,Spine,Spine Part Length,0,1,1,100000002,610000008063,
0.93532,µm,Spine,Spine Part Length,3,1,1,100000002,610000008065,
0.848942,µm,Spine,Spine Part Length,1,2,1,100000002,610000008069,
1.068,µm,Spine,Spine Part Length,1,2,1,100000002,610000008072,
1.1801,µm,Spine,Spine Part Length,1,2,1,100000002,610000008074,
0.764168,µm,Spine,Spine Part Length,1,1,1,100000000,610000008078,
1.04824,µm,Spine,Spine Part Length,6,3,1,100000002,610000008081,
