
Spine Time Index
 ==================== 
Spine Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,0,1,1,100000000,610000007722,
1,,Spine,10,5,1,100000002,610000007736,
1,,Spine,10,5,1,100000002,610000007746,
1,,Spine,1,1,1,100000000,610000007754,
1,,Spine,2,2,1,100000000,610000007759,
1,,Spine,4,2,1,100000004,610000007765,
1,,Spine,4,2,1,100000004,610000007769,
1,,Spine,4,2,1,100000004,610000007773,
1,,Spine,2,2,1,100000004,610000007787,
1,,Spine,10,2,1,100000003,610000007795,
1,,Spine,10,6,1,100000003,610000007798,
1,,Spine,2,2,1,100000004,610000007811,
1,,Spine,2,2,1,100000002,610000007816,
1,,Spine,10,2,1,100000003,610000007823,
1,,Spine,2,2,1,100000002,610000007826,
1,,Spine,3,1,1,100000002,610000007831,
1,,Spine,3,1,1,100000002,610000007835,
1,,Spine,9,4,1,100000002,610000007838,
1,,Spine,10,5,1,100000001,610000007843,
1,,Spine,10,4,1,100000003,610000007846,
1,,Spine,4,3,1,100000003,610000007850,
1,,Spine,0,1,1,100000001,610000007859,
1,,Spine,1,1,1,100000002,610000007863,
1,,Spine,3,2,1,100000000,610000007865,
1,,Spine,12,4,1,100000002,610000007868,
1,,Spine,6,3,1,100000000,610000007872,
1,,Spine,1,1,1,100000000,610000007881,
1,,Spine,2,2,1,100000004,610000007885,
1,,Spine,18,4,1,100000003,610000007888,
1,,Spine,5,3,1,100000002,610000007892,
1,,Spine,3,1,1,100000001,610000007894,
1,,Spine,12,7,1,100000003,610000007899,
1,,Spine,3,1,1,100000001,610000007902,
1,,Spine,7,3,1,100000001,610000007904,
1,,Spine,3,2,1,100000002,610000007909,
1,,Spine,1,1,1,100000000,610000007915,
1,,Spine,10,5,1,100000001,610000007921,
1,,Spine,3,1,1,100000000,610000007926,
1,,Spine,3,2,1,100000003,610000007928,
1,,Spine,1,1,1,100000000,610000007932,
1,,Spine,3,1,1,100000002,610000007934,
1,,Spine,1,1,1,100000000,610000007940,
1,,Spine,7,3,1,100000001,610000007944,
1,,Spine,8,6,1,100000001,610000007946,
1,,Spine,6,3,1,100000000,610000007948,
1,,Spine,9,4,1,100000003,610000007950,
1,,Spine,0,1,1,100000001,610000007952,
1,,Spine,5,5,1,100000002,610000007954,
1,,Spine,1,1,1,100000000,610000007959,
1,,Spine,1,2,1,100000002,610000007965,
1,,Spine,3,1,1,100000001,610000007967,
1,,Spine,8,4,1,100000002,610000007969,
1,,Spine,4,2,1,100000001,610000007971,
1,,Spine,4,3,1,100000003,610000007975,
1,,Spine,3,1,1,100000001,610000007978,
1,,Spine,7,4,1,100000003,610000007980,
1,,Spine,7,3,1,100000001,610000007983,
1,,Spine,8,4,1,100000001,610000007985,
1,,Spine,7,5,1,100000001,610000007990,
1,,Spine,1,2,1,100000000,610000007992,
1,,Spine,7,3,1,100000002,610000007995,
1,,Spine,12,3,1,100000003,610000007998,
1,,Spine,6,2,1,100000003,610000008003,
1,,Spine,7,3,1,100000004,610000008005,
1,,Spine,7,3,1,100000002,610000008007,
1,,Spine,7,2,1,100000001,610000008009,
1,,Spine,13,3,1,100000001,610000008011,
1,,Spine,4,1,1,100000002,610000008015,
1,,Spine,10,5,1,100000002,610000008019,
1,,Spine,6,2,1,100000001,610000008021,
1,,Spine,4,4,1,100000001,610000008026,
1,,Spine,2,2,1,100000002,610000008028,
1,,Spine,7,2,1,100000001,610000008031,
1,,Spine,3,1,1,100000000,610000008035,
1,,Spine,0,1,1,100000000,610000008038,
1,,Spine,6,3,1,100000002,610000008042,
1,,Spine,10,5,1,100000001,610000008044,
1,,Spine,1,1,1,100000000,610000008048,
1,,Spine,1,1,1,100000000,610000008056,
1,,Spine,3,2,1,100000002,610000008058,
1,,Spine,0,1,1,100000002,610000008063,
1,,Spine,3,1,1,100000002,610000008065,
1,,Spine,1,2,1,100000002,610000008069,
1,,Spine,1,2,1,100000002,610000008072,
1,,Spine,1,2,1,100000002,610000008074,
1,,Spine,1,1,1,100000000,610000008078,
1,,Spine,6,3,1,100000002,610000008081,
1,,Spine,0,1,1,100000001,610000008086,
1,,Spine,4,2,1,100000001,610000008088,
1,,Spine,0,1,1,100000001,610000008090,
1,,Spine,1,2,1,100000002,610000008093,
1,,Spine,5,3,1,100000001,610000008099,
1,,Spine,10,5,1,100000001,610000008101,
1,,Spine,4,1,1,100000002,610000008103,
1,,Spine,1,1,1,100000000,610000008107,
1,,Spine,5,1,1,100000003,610000008109,
1,,Spine,1,2,1,100000002,610000008112,
1,,Spine,4,3,1,100000001,610000008114,
1,,Spine,3,2,1,100000002,610000008122,
1,,Spine,1,1,1,100000000,610000008125,
1,,Spine,0,1,1,100000000,610000008127,
1,,Spine,0,1,1,100000001,610000008130,
1,,Spine,1,1,1,100000000,610000008133,
1,,Spine,0,1,1,100000004,610000008135,
1,,Spine,0,1,1,100000004,610000008141,
1,,Spine,2,2,1,100000001,610000008145,
1,,Spine,12,5,1,100000003,610000008153,
1,,Spine,1,1,1,100000000,610000008170,
1,,Spine,1,1,1,100000000,610000008173,
1,,Spine,1,2,1,100000002,610000008176,
1,,Spine,0,1,1,100000000,610000008188,
1,,Spine,3,2,1,100000001,610000008203,
1,,Spine,3,3,1,100000001,610000008206,
1,,Spine,1,1,1,100000000,610000008208,
1,,Spine,1,1,1,100000000,610000008223,
1,,Spine,0,1,1,100000001,610000008234,
1,,Spine,0,1,1,100000001,610000008248,
1,,Spine,1,2,1,100000002,610000008252,
1,,Spine,2,1,1,100000001,610000008264,
1,,Spine,10,5,1,100000001,610000008271,
1,,Spine,3,2,1,100000000,610000008300,
1,,Spine,3,3,1,100000000,610000008301,
1,,Spine,7,3,1,100000000,610000008302,
1,,Spine,6,2,1,100000000,610000008303,
1,,Spine,4,3,1,100000000,610000008304,
1,,Spine,0,1,1,100000000,610000008305,
1,,Spine,6,3,1,100000000,610000008306,
1,,Spine,6,3,1,100000000,610000008307,
1,,Spine,6,3,1,100000000,610000008308,
1,,Spine,8,2,1,100000000,610000008309,
1,,Spine,4,2,1,100000000,610000008310,
1,,Spine,0,1,1,100000000,610000008311,
1,,Spine,3,4,1,100000000,610000008322,
1,,Spine,3,3,1,100000000,610000008323,
1,,Spine,1,2,1,100000000,610000008324,
1,,Spine,0,1,1,100000000,610000008325,
1,,Spine,0,1,1,100000000,610000008326,
1,,Spine,0,1,1,100000000,610000008327,
1,,Spine,3,2,1,100000000,610000008328,
1,,Spine,3,2,1,100000000,610000008329,
1,,Spine,2,2,1,100000000,610000008330,
1,,Spine,1,1,1,100000000,610000008331,
1,,Spine,1,1,1,100000000,610000008332,
1,,Spine,0,1,1,100000000,610000008333,
1,,Spine,13,3,1,100000001,610000008339,
1,,Spine,13,3,1,100000001,610000008340,
1,,Spine,13,2,1,100000001,610000008341,
1,,Spine,13,3,1,100000001,610000008342,
1,,Spine,12,3,1,100000001,610000008343,
1,,Spine,11,4,1,100000001,610000008344,
1,,Spine,8,3,1,100000001,610000008345,
1,,Spine,7,3,1,100000001,610000008346,
1,,Spine,7,3,1,100000001,610000008347,
1,,Spine,11,2,1,100000001,610000008348,
1,,Spine,10,3,1,100000001,610000008349,
1,,Spine,11,3,1,100000001,610000008350,
1,,Spine,11,3,1,100000001,610000008351,
1,,Spine,5,2,1,100000001,610000008352,
1,,Spine,4,2,1,100000001,610000008353,
1,,Spine,5,2,1,100000001,610000008354,
1,,Spine,5,2,1,100000001,610000008355,
1,,Spine,3,3,1,100000001,610000008356,
