
Intensity Sum of Square Ch=5 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
2.61326e+07,,Surface,5,Image 1,1,0,
1.76288e+07,,Surface,5,Image 1,1,1,
4.98258e+07,,Surface,5,Image 1,1,2,
2.61459e+07,,Surface,5,Image 1,1,3,
1.45892e+06,,Surface,5,Image 1,1,4,
