
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
7.40191e+06,,Surface,1,Image 1,1,0,
2.01722e+07,,Surface,1,Image 1,1,1,
1.46984e+07,,Surface,1,Image 1,1,2,
9.39393e+06,,Surface,1,Image 1,1,3,
5.65088e+06,,Surface,1,Image 1,1,4,
