
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,1,1,1,100000000,610000007915,
0.751426,µm,Spine,10,5,1,100000001,610000007921,
0.764401,µm,Spine,3,1,1,100000000,610000007926,
0.907299,µm,Spine,3,2,1,100000003,610000007928,
0,µm,Spine,1,1,1,100000000,610000007932,
0,µm,Spine,3,1,1,100000002,610000007934,
0.443584,µm,Spine,1,1,1,100000000,610000007940,
0.829417,µm,Spine,7,3,1,100000001,610000007944,
0.745242,µm,Spine,8,6,1,100000001,610000007946,
0.859375,µm,Spine,6,3,1,100000000,610000007948,
0.754216,µm,Spine,9,4,1,100000003,610000007950,
1.47636,µm,Spine,0,1,1,100000001,610000007952,
0.76628,µm,Spine,5,5,1,100000002,610000007954,
0.425617,µm,Spine,1,1,1,100000000,610000007959,
1.87293,µm,Spine,1,2,1,100000002,610000007965,
0.80699,µm,Spine,3,1,1,100000001,610000007967,
0.69904,µm,Spine,8,4,1,100000002,610000007969,
0.77918,µm,Spine,4,2,1,100000001,610000007971,
0.742102,µm,Spine,4,3,1,100000003,610000007975,
0.948801,µm,Spine,3,1,1,100000001,610000007978,
0.828451,µm,Spine,7,4,1,100000003,610000007980,
0.909522,µm,Spine,7,3,1,100000001,610000007983,
0.633261,µm,Spine,8,4,1,100000001,610000007985,
0,µm,Spine,7,5,1,100000001,610000007990,
0.971845,µm,Spine,1,2,1,100000000,610000007992,
0.829058,µm,Spine,7,3,1,100000002,610000007995,
1.1437,µm,Spine,12,3,1,100000003,610000007998,
0.751946,µm,Spine,6,2,1,100000003,610000008003,
0.813802,µm,Spine,7,3,1,100000004,610000008005,
0.813103,µm,Spine,7,3,1,100000002,610000008007,
0.807292,µm,Spine,7,2,1,100000001,610000008009,
0.934486,µm,Spine,13,3,1,100000001,610000008011,
1.21735,µm,Spine,4,1,1,100000002,610000008015,
0.762607,µm,Spine,10,5,1,100000002,610000008019,
1.19833,µm,Spine,6,2,1,100000001,610000008021,
1.19518,µm,Spine,4,4,1,100000001,610000008026,
1.08304,µm,Spine,2,2,1,100000002,610000008028,
1.12532,µm,Spine,7,2,1,100000001,610000008031,
0.97168,µm,Spine,3,1,1,100000000,610000008035,
1.13281,µm,Spine,0,1,1,100000000,610000008038,
0.840522,µm,Spine,6,3,1,100000002,610000008042,
1.0281,µm,Spine,10,5,1,100000001,610000008044,
0,µm,Spine,1,1,1,100000000,610000008048,
0.416667,µm,Spine,1,1,1,100000000,610000008056,
1.32847,µm,Spine,3,2,1,100000002,610000008058,
0,µm,Spine,0,1,1,100000002,610000008063,
0.693359,µm,Spine,3,1,1,100000002,610000008065,
0,µm,Spine,1,2,1,100000002,610000008069,
0,µm,Spine,1,2,1,100000002,610000008072,
0,µm,Spine,1,2,1,100000002,610000008074,
0,µm,Spine,1,1,1,100000000,610000008078,
1.45833,µm,Spine,6,3,1,100000002,610000008081,
2.07061,µm,Spine,0,1,1,100000001,610000008086,
0.977808,µm,Spine,4,2,1,100000001,610000008088,
0,µm,Spine,0,1,1,100000001,610000008090,
0,µm,Spine,1,2,1,100000002,610000008093,
0.622916,µm,Spine,5,3,1,100000001,610000008099,
0.908203,µm,Spine,10,5,1,100000001,610000008101,
0,µm,Spine,4,1,1,100000002,610000008103,
0.785208,µm,Spine,1,1,1,100000000,610000008107,
0,µm,Spine,5,1,1,100000003,610000008109,
0.996465,µm,Spine,1,2,1,100000002,610000008112,
1.37447,µm,Spine,4,3,1,100000001,610000008114,
0,µm,Spine,3,2,1,100000002,610000008122,
0.416667,µm,Spine,1,1,1,100000000,610000008125,
0.882083,µm,Spine,0,1,1,100000000,610000008127,
1.04167,µm,Spine,0,1,1,100000001,610000008130,
0,µm,Spine,1,1,1,100000000,610000008133,
0.805073,µm,Spine,0,1,1,100000004,610000008135,
0,µm,Spine,0,1,1,100000004,610000008141,
0,µm,Spine,2,2,1,100000001,610000008145,
0.976257,µm,Spine,12,5,1,100000003,610000008153,
0.894301,µm,Spine,1,1,1,100000000,610000008170,
0,µm,Spine,1,1,1,100000000,610000008173,
0,µm,Spine,1,2,1,100000002,610000008176,
0.755208,µm,Spine,0,1,1,100000000,610000008188,
1.03639,µm,Spine,3,2,1,100000001,610000008203,
0,µm,Spine,3,3,1,100000001,610000008206,
0,µm,Spine,1,1,1,100000000,610000008208,
0,µm,Spine,1,1,1,100000000,610000008223,
1.12513,µm,Spine,0,1,1,100000001,610000008234,
0,µm,Spine,0,1,1,100000001,610000008248,
0,µm,Spine,1,2,1,100000002,610000008252,
0,µm,Spine,2,1,1,100000001,610000008264,
0,µm,Spine,10,5,1,100000001,610000008271,
0,µm,Spine,3,2,1,100000000,610000008300,
0,µm,Spine,3,3,1,100000000,610000008301,
0,µm,Spine,7,3,1,100000000,610000008302,
0,µm,Spine,6,2,1,100000000,610000008303,
0,µm,Spine,4,3,1,100000000,610000008304,
0,µm,Spine,0,1,1,100000000,610000008305,
0,µm,Spine,6,3,1,100000000,610000008306,
0,µm,Spine,6,3,1,100000000,610000008307,
0,µm,Spine,6,3,1,100000000,610000008308,
0,µm,Spine,8,2,1,100000000,610000008309,
0,µm,Spine,4,2,1,100000000,610000008310,
0,µm,Spine,0,1,1,100000000,610000008311,
0,µm,Spine,3,4,1,100000000,610000008322,
0,µm,Spine,3,3,1,100000000,610000008323,
0,µm,Spine,1,2,1,100000000,610000008324,
0,µm,Spine,0,1,1,100000000,610000008325,
0,µm,Spine,0,1,1,100000000,610000008326,
0,µm,Spine,0,1,1,100000000,610000008327,
0,µm,Spine,3,2,1,100000000,610000008328,
0,µm,Spine,3,2,1,100000000,610000008329,
0,µm,Spine,2,2,1,100000000,610000008330,
0,µm,Spine,1,1,1,100000000,610000008331,
0,µm,Spine,1,1,1,100000000,610000008332,
0,µm,Spine,0,1,1,100000000,610000008333,
0,µm,Spine,13,3,1,100000001,610000008339,
0,µm,Spine,13,3,1,100000001,610000008340,
0,µm,Spine,13,2,1,100000001,610000008341,
0,µm,Spine,13,3,1,100000001,610000008342,
0,µm,Spine,12,3,1,100000001,610000008343,
0,µm,Spine,11,4,1,100000001,610000008344,
0,µm,Spine,8,3,1,100000001,610000008345,
0,µm,Spine,7,3,1,100000001,610000008346,
0,µm,Spine,7,3,1,100000001,610000008347,
0,µm,Spine,11,2,1,100000001,610000008348,
0,µm,Spine,10,3,1,100000001,610000008349,
0,µm,Spine,11,3,1,100000001,610000008350,
0,µm,Spine,11,3,1,100000001,610000008351,
0,µm,Spine,5,2,1,100000001,610000008352,
0,µm,Spine,4,2,1,100000001,610000008353,
0,µm,Spine,5,2,1,100000001,610000008354,
0,µm,Spine,5,2,1,100000001,610000008355,
0,µm,Spine,3,3,1,100000001,610000008356,
0,µm,Spine,3,3,1,100000001,610000008357,
0,µm,Spine,3,3,1,100000001,610000008358,
0,µm,Spine,3,3,1,100000001,610000008359,
0,µm,Spine,3,3,1,100000001,610000008360,
0,µm,Spine,5,2,1,100000001,610000008361,
0,µm,Spine,8,4,1,100000001,610000008362,
0,µm,Spine,8,3,1,100000001,610000008363,
0,µm,Spine,8,3,1,100000001,610000008364,
0,µm,Spine,7,3,1,100000001,610000008365,
0,µm,Spine,6,3,1,100000001,610000008366,
0,µm,Spine,6,4,1,100000001,610000008367,
0,µm,Spine,5,3,1,100000001,610000008368,
0,µm,Spine,3,2,1,100000001,610000008369,
0,µm,Spine,3,2,1,100000001,610000008370,
0,µm,Spine,2,2,1,100000001,610000008371,
0,µm,Spine,11,7,1,100000001,610000008372,
0,µm,Spine,10,7,1,100000001,610000008373,
0,µm,Spine,8,6,1,100000001,610000008374,
0,µm,Spine,5,4,1,100000001,610000008375,
0,µm,Spine,5,3,1,100000001,610000008376,
0,µm,Spine,4,3,1,100000001,610000008377,
0,µm,Spine,7,3,1,100000001,610000008378,
0,µm,Spine,5,2,1,100000001,610000008379,
0,µm,Spine,4,3,1,100000001,610000008380,
0,µm,Spine,2,3,1,100000001,610000008381,
0,µm,Spine,3,1,1,100000001,610000008382,
0,µm,Spine,3,1,1,100000001,610000008383,
0,µm,Spine,19,9,1,100000001,610000008384,
0,µm,Spine,18,8,1,100000001,610000008385,
0,µm,Spine,16,8,1,100000001,610000008386,
0,µm,Spine,15,8,1,100000001,610000008387,
0,µm,Spine,13,7,1,100000001,610000008388,
0,µm,Spine,13,7,1,100000001,610000008389,
0,µm,Spine,13,8,1,100000001,610000008390,
0,µm,Spine,12,6,1,100000001,610000008391,
0,µm,Spine,12,6,1,100000001,610000008392,
0,µm,Spine,12,6,1,100000001,610000008393,
0,µm,Spine,10,5,1,100000001,610000008394,
0,µm,Spine,9,3,1,100000001,610000008395,
0,µm,Spine,4,2,1,100000001,610000008396,
0,µm,Spine,4,3,1,100000001,610000008397,
0,µm,Spine,3,2,1,100000001,610000008398,
0,µm,Spine,2,2,1,100000001,610000008399,
0,µm,Spine,0,1,1,100000001,610000008400,
0,µm,Spine,0,1,1,100000001,610000008403,
0,µm,Spine,12,4,1,100000002,610000008404,
0,µm,Spine,2,1,1,100000002,610000008405,
0,µm,Spine,0,1,1,100000002,610000008406,
0,µm,Spine,0,1,1,100000002,610000008407,
0,µm,Spine,5,3,1,100000002,610000008408,
0,µm,Spine,7,3,1,100000002,610000008409,
0,µm,Spine,3,2,1,100000002,610000008410,
0,µm,Spine,2,2,1,100000002,610000008411,
0,µm,Spine,7,5,1,100000002,610000008414,
0,µm,Spine,6,5,1,100000002,610000008415,
0,µm,Spine,5,2,1,100000002,610000008416,
0,µm,Spine,9,4,1,100000002,610000008417,
0,µm,Spine,9,4,1,100000002,610000008418,
0,µm,Spine,9,5,1,100000002,610000008419,
0,µm,Spine,6,3,1,100000002,610000008420,
0,µm,Spine,6,3,1,100000002,610000008421,
0,µm,Spine,6,3,1,100000002,610000008422,
0,µm,Spine,3,2,1,100000002,610000008423,
0,µm,Spine,3,2,1,100000002,610000008424,
0,µm,Spine,11,3,1,100000002,610000008425,
0,µm,Spine,9,3,1,100000002,610000008426,
0,µm,Spine,9,3,1,100000002,610000008427,
0,µm,Spine,9,3,1,100000002,610000008428,
0,µm,Spine,8,4,1,100000002,610000008429,
0,µm,Spine,7,3,1,100000002,610000008430,
0,µm,Spine,7,3,1,100000002,610000008431,
0,µm,Spine,6,4,1,100000002,610000008432,
0,µm,Spine,3,3,1,100000002,610000008433,
0,µm,Spine,0,1,1,100000002,610000008434,
0,µm,Spine,3,4,1,100000002,610000008438,
0,µm,Spine,3,4,1,100000002,610000008439,
0,µm,Spine,1,2,1,100000002,610000008440,
0,µm,Spine,1,2,1,100000002,610000008441,
0,µm,Spine,1,2,1,100000002,610000008442,
0,µm,Spine,12,7,1,100000003,610000008445,
0,µm,Spine,12,5,1,100000003,610000008446,
0,µm,Spine,10,6,1,100000003,610000008447,
0,µm,Spine,9,6,1,100000003,610000008448,
0,µm,Spine,9,5,1,100000003,610000008449,
0,µm,Spine,5,4,1,100000003,610000008450,
0,µm,Spine,5,5,1,100000003,610000008451,
0,µm,Spine,10,4,1,100000003,610000008452,
0,µm,Spine,9,3,1,100000003,610000008453,
0,µm,Spine,18,4,1,100000003,610000008454,
0,µm,Spine,18,4,1,100000003,610000008455,
0,µm,Spine,15,3,1,100000003,610000008456,
0,µm,Spine,15,3,1,100000003,610000008457,
0,µm,Spine,14,3,1,100000003,610000008458,
0,µm,Spine,13,2,1,100000003,610000008459,
0,µm,Spine,12,3,1,100000003,610000008460,
0,µm,Spine,12,3,1,100000003,610000008461,
0,µm,Spine,12,3,1,100000003,610000008462,
0,µm,Spine,6,2,1,100000003,610000008463,
0,µm,Spine,6,4,1,100000003,610000008464,
0,µm,Spine,6,4,1,100000003,610000008465,
0,µm,Spine,5,3,1,100000003,610000008466,
0,µm,Spine,3,2,1,100000003,610000008467,
0,µm,Spine,4,3,1,100000003,610000008469,
0,µm,Spine,6,2,1,100000003,610000008470,
0,µm,Spine,4,1,1,100000003,610000008471,
0,µm,Spine,1,1,1,100000003,610000008472,
0,µm,Spine,1,1,1,100000004,610000008473,
0,µm,Spine,1,1,1,100000004,610000008474,
0,µm,Spine,2,2,1,100000004,610000008475,
0,µm,Spine,2,1,1,100000004,610000008476,
0,µm,Spine,0,1,1,100000004,610000008477,
0,µm,Spine,9,5,1,100000004,610000008478,
0,µm,Spine,8,4,1,100000004,610000008479,
0,µm,Spine,8,4,1,100000004,610000008480,
0,µm,Spine,7,3,1,100000004,610000008481,
0,µm,Spine,4,3,1,100000004,610000008482,
0,µm,Spine,3,2,1,100000004,610000008483,
0,µm,Spine,1,1,1,100000004,610000008484,
0,µm,Spine,0,1,1,100000004,610000008485,
0,µm,Spine,0,1,1,100000004,610000008486,
