
Spine Center Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
65.0129,,Spine,3,2,Image 1,2,1,100000002,610000006132,
33.9362,,Spine,3,13,Image 1,7,1,100000003,610000006143,
30.0705,,Spine,3,3,Image 1,3,1,100000002,610000006150,
52.3524,,Spine,3,1,Image 1,1,1,100000002,610000006156,
18.9258,,Spine,3,5,Image 1,2,1,100000002,610000006164,
32.5915,,Spine,3,5,Image 1,2,1,100000002,610000006171,
31.5198,,Spine,3,3,Image 1,4,1,100000001,610000006174,
43.9,,Spine,3,0,Image 1,1,1,100000001,610000006182,
42.2679,,Spine,3,14,Image 1,8,1,100000001,610000006193,
36.0349,,Spine,3,14,Image 1,8,1,100000001,610000006203,
24.9568,,Spine,3,10,Image 1,6,1,100000003,610000006211,
44.4097,,Spine,3,1,Image 1,1,1,100000002,610000006219,
34.6946,,Spine,3,1,Image 1,2,1,100000003,610000006225,
54.5596,,Spine,3,14,Image 1,8,1,100000001,610000006228,
34.3054,,Spine,3,12,Image 1,4,1,100000003,610000006235,
37.4907,,Spine,3,12,Image 1,4,1,100000003,610000006241,
42.993,,Spine,3,12,Image 1,4,1,100000003,610000006245,
35.9666,,Spine,3,0,Image 1,1,1,100000003,610000006259,
22.9976,,Spine,3,20,Image 1,10,1,100000001,610000006264,
40.5408,,Spine,3,20,Image 1,10,1,100000001,610000006266,
40.2772,,Spine,3,15,Image 1,7,1,100000001,610000006269,
31.1805,,Spine,3,17,Image 1,4,1,100000003,610000006274,
46.2232,,Spine,3,6,Image 1,4,1,100000003,610000006279,
23.7171,,Spine,3,3,Image 1,3,1,100000003,610000006283,
31.204,,Spine,3,13,Image 1,4,1,100000003,610000006286,
29.3762,,Spine,3,4,Image 1,4,1,100000003,610000006291,
27.0046,,Spine,3,0,Image 1,1,1,100000003,610000006301,
45.0377,,Spine,3,20,Image 1,8,1,100000001,610000006309,
47.8354,,Spine,3,2,Image 1,2,1,100000003,610000006312,
16.738,,Spine,3,17,Image 1,9,1,100000001,610000006316,
32.6837,,Spine,3,19,Image 1,6,1,100000003,610000006321,
15.9675,,Spine,3,0,Image 1,1,1,100000003,610000006326,
38.6368,,Spine,3,0,Image 1,1,1,100000001,610000006331,
57.8709,,Spine,3,22,Image 1,10,1,100000001,610000006335,
33.312,,Spine,3,6,Image 1,4,1,100000003,610000006342,
21.4534,,Spine,3,4,Image 1,4,1,100000003,610000006345,
11.2889,,Spine,3,0,Image 1,1,1,100000001,610000006350,
22.1757,,Spine,3,17,Image 1,4,1,100000003,610000006354,
12.017,,Spine,3,0,Image 1,1,1,100000003,610000006361,
21.6116,,Spine,3,0,Image 1,1,1,100000001,610000006369,
45.8278,,Spine,3,20,Image 1,8,1,100000001,610000006376,
45.0571,,Spine,3,0,Image 1,1,1,100000001,610000006381,
20.3762,,Spine,3,0,Image 1,1,1,100000003,610000006385,
57.6671,,Spine,3,22,Image 1,10,1,100000001,610000006388,
65.3428,,Spine,3,0,Image 1,1,1,100000001,610000006392,
13.4619,,Spine,3,20,Image 1,10,1,100000001,610000006397,
56.3723,,Spine,3,1,Image 1,1,1,100000003,610000006401,
20.6047,,Spine,3,0,Image 1,1,1,100000001,610000006407,
16.039,,Spine,3,0,Image 1,1,1,100000003,610000006410,
11.6869,,Spine,3,0,Image 1,1,1,100000001,610000006416,
19.3907,,Spine,3,0,Image 1,1,1,100000001,610000006420,
34.7659,,Spine,3,13,Image 1,4,1,100000003,610000006422,
21.1483,,Spine,3,0,Image 1,1,1,100000003,610000006426,
47.8974,,Spine,3,6,Image 1,4,1,100000003,610000006430,
13.537,,Spine,3,0,Image 1,1,1,100000001,610000006436,
18.2369,,Spine,3,4,Image 1,4,1,100000003,610000006441,
27.0678,,Spine,3,0,Image 1,1,1,100000002,610000006446,
28.1991,,Spine,3,9,Image 1,1,1,100000003,610000006449,
29.1849,,Spine,3,10,Image 1,7,1,100000003,610000006453,
29.8731,,Spine,3,0,Image 1,1,1,100000002,610000006457,
8.63134,,Spine,3,2,Image 1,2,1,100000002,610000006462,
23.3381,,Spine,3,8,Image 1,5,1,100000003,610000006464,
17.3979,,Spine,3,0,Image 1,1,1,100000003,610000006468,
19.1752,,Spine,3,2,Image 1,2,1,100000002,610000006472,
41.2391,,Spine,3,18,Image 1,7,1,100000001,610000006474,
23.3118,,Spine,3,2,Image 1,2,1,100000002,610000006480,
37.5924,,Spine,3,6,Image 1,4,1,100000003,610000006484,
14,,Spine,3,0,Image 1,1,1,100000001,610000006486,
31.1163,,Spine,3,2,Image 1,1,1,100000003,610000006488,
28.3901,,Spine,3,0,Image 1,1,1,100000001,610000006491,
51.0686,,Spine,3,0,Image 1,1,1,100000001,610000006496,
25.1545,,Spine,3,0,Image 1,1,1,100000001,610000006499,
18.5087,,Spine,3,0,Image 1,1,1,100000001,610000006506,
25.838,,Spine,3,2,Image 1,2,1,100000002,610000006511,
31.9305,,Spine,3,1,Image 1,1,1,100000002,610000006513,
24.2808,,Spine,3,0,Image 1,1,1,100000003,610000006516,
32.7855,,Spine,3,10,Image 1,6,1,100000003,610000006518,
25.0377,,Spine,3,2,Image 1,2,1,100000002,610000006521,
40.2109,,Spine,3,0,Image 1,1,1,100000002,610000006526,
22.095,,Spine,3,2,Image 1,1,1,100000003,610000006529,
14.4287,,Spine,3,15,Image 1,7,1,100000001,610000006532,
12.5,,Spine,3,0,Image 1,1,1,100000003,610000006535,
37.4721,,Spine,3,0,Image 1,1,1,100000002,610000006539,
15.2049,,Spine,3,19,Image 1,6,1,100000003,610000006542,
19.8494,,Spine,3,0,Image 1,1,1,100000001,610000006547,
31.5515,,Spine,3,0,Image 1,1,1,100000002,610000006550,
27.6043,,Spine,3,18,Image 1,11,1,100000001,610000006552,
29.6184,,Spine,3,0,Image 1,1,1,100000001,610000006555,
8.73053,,Spine,3,0,Image 1,1,1,100000003,610000006558,
24.097,,Spine,3,19,Image 1,6,1,100000003,610000006560,
25.385,,Spine,3,0,Image 1,1,1,100000001,610000006565,
12.9301,,Spine,3,0,Image 1,1,1,100000003,610000006570,
11.8415,,Spine,3,0,Image 1,1,1,100000003,610000006573,
72.2219,,Spine,3,0,Image 1,1,1,100000001,610000006575,
12.4822,,Spine,3,19,Image 1,6,1,100000003,610000006581,
27.6711,,Spine,3,1,Image 1,1,1,100000003,610000006584,
7.9599,,Spine,3,4,Image 1,3,1,100000003,610000006588,
24.2808,,Spine,3,14,Image 1,6,1,100000001,610000006591,
53.6739,,Spine,3,15,Image 1,4,1,100000003,610000006594,
13.2736,,Spine,3,15,Image 1,7,1,100000001,610000006597,
14.6135,,Spine,3,13,Image 1,7,1,100000003,610000006600,
8.5,,Spine,3,0,Image 1,1,1,100000003,610000006602,
12.794,,Spine,3,2,Image 1,2,1,100000002,610000006607,
39,,Spine,3,0,Image 1,1,1,100000001,610000006609,
11.7792,,Spine,3,0,Image 1,1,1,100000003,610000006613,
