
Spine Part Length Head
 ==================== 
Spine Part Length Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.520833,µm,Spine,Spine Part Length,8,5,1,100000003,610000006464,
0.422059,µm,Spine,Spine Part Length,0,1,1,100000003,610000006468,
0.325066,µm,Spine,Spine Part Length,2,2,1,100000002,610000006472,
0.208333,µm,Spine,Spine Part Length,18,7,1,100000001,610000006474,
0.692553,µm,Spine,Spine Part Length,2,2,1,100000002,610000006480,
0.3125,µm,Spine,Spine Part Length,6,4,1,100000003,610000006484,
0.234375,µm,Spine,Spine Part Length,0,1,1,100000001,610000006486,
0.303144,µm,Spine,Spine Part Length,2,1,1,100000003,610000006488,
0.3125,µm,Spine,Spine Part Length,0,1,1,100000001,610000006491,
0.505867,µm,Spine,Spine Part Length,0,1,1,100000001,610000006496,
0.331239,µm,Spine,Spine Part Length,0,1,1,100000001,610000006499,
0.606078,µm,Spine,Spine Part Length,0,1,1,100000001,610000006506,
0.612112,µm,Spine,Spine Part Length,2,2,1,100000002,610000006511,
0.270182,µm,Spine,Spine Part Length,1,1,1,100000002,610000006513,
0.54886,µm,Spine,Spine Part Length,0,1,1,100000003,610000006516,
0.326927,µm,Spine,Spine Part Length,10,6,1,100000003,610000006518,
0.208333,µm,Spine,Spine Part Length,2,2,1,100000002,610000006521,
0.687521,µm,Spine,Spine Part Length,0,1,1,100000002,610000006526,
0.537393,µm,Spine,Spine Part Length,2,1,1,100000003,610000006529,
0.625,µm,Spine,Spine Part Length,15,7,1,100000001,610000006532,
0.239497,µm,Spine,Spine Part Length,0,1,1,100000003,610000006535,
1.1131,µm,Spine,Spine Part Length,0,1,1,100000002,610000006539,
0.497717,µm,Spine,Spine Part Length,19,6,1,100000003,610000006542,
0.211404,µm,Spine,Spine Part Length,0,1,1,100000001,610000006547,
0.358073,µm,Spine,Spine Part Length,0,1,1,100000002,610000006550,
0.260417,µm,Spine,Spine Part Length,18,11,1,100000001,610000006552,
0.227419,µm,Spine,Spine Part Length,0,1,1,100000001,610000006555,
0.422059,µm,Spine,Spine Part Length,0,1,1,100000003,610000006558,
0.600527,µm,Spine,Spine Part Length,19,6,1,100000003,610000006560,
0.584767,µm,Spine,Spine Part Length,0,1,1,100000001,610000006565,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000003,610000006570,
0.431417,µm,Spine,Spine Part Length,0,1,1,100000003,610000006573,
0.384579,µm,Spine,Spine Part Length,0,1,1,100000001,610000006575,
0.909627,µm,Spine,Spine Part Length,19,6,1,100000003,610000006581,
0.54943,µm,Spine,Spine Part Length,1,1,1,100000003,610000006584,
0.720439,µm,Spine,Spine Part Length,4,3,1,100000003,610000006588,
0.238961,µm,Spine,Spine Part Length,14,6,1,100000001,610000006591,
0.250651,µm,Spine,Spine Part Length,15,4,1,100000003,610000006594,
0.236308,µm,Spine,Spine Part Length,15,7,1,100000001,610000006597,
0.376105,µm,Spine,Spine Part Length,13,7,1,100000003,610000006600,
0.643149,µm,Spine,Spine Part Length,0,1,1,100000003,610000006602,
0.251022,µm,Spine,Spine Part Length,2,2,1,100000002,610000006607,
0.234375,µm,Spine,Spine Part Length,0,1,1,100000001,610000006609,
0.656175,µm,Spine,Spine Part Length,0,1,1,100000003,610000006613,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006616,
0.472472,µm,Spine,Spine Part Length,0,1,1,100000001,610000006618,
0.787264,µm,Spine,Spine Part Length,0,1,1,100000003,610000006622,
0.208581,µm,Spine,Spine Part Length,0,1,1,100000001,610000006625,
0.299479,µm,Spine,Spine Part Length,7,6,1,100000003,610000006628,
0.980151,µm,Spine,Spine Part Length,0,1,1,100000001,610000006631,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006635,
0.350301,µm,Spine,Spine Part Length,6,4,1,100000003,610000006637,
0.441389,µm,Spine,Spine Part Length,1,1,1,100000003,610000006640,
0.470675,µm,Spine,Spine Part Length,6,4,1,100000003,610000006644,
0.404833,µm,Spine,Spine Part Length,0,1,1,100000001,610000006647,
0.357108,µm,Spine,Spine Part Length,1,2,1,100000001,610000006650,
0.76736,µm,Spine,Spine Part Length,2,2,1,100000002,610000006652,
1.09903,µm,Spine,Spine Part Length,0,1,1,100000003,610000006656,
0.208333,µm,Spine,Spine Part Length,8,6,1,100000003,610000006658,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006663,
0.43577,µm,Spine,Spine Part Length,6,4,1,100000001,610000006665,
0.62687,µm,Spine,Spine Part Length,0,1,1,100000002,610000006667,
0.416667,µm,Spine,Spine Part Length,6,5,1,100000003,610000006669,
0.252925,µm,Spine,Spine Part Length,6,4,1,100000003,610000006671,
0.208333,µm,Spine,Spine Part Length,5,3,1,100000003,610000006676,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006678,
0.272929,µm,Spine,Spine Part Length,1,2,1,100000001,610000006684,
0.488069,µm,Spine,Spine Part Length,2,2,1,100000002,610000006687,
0.300989,µm,Spine,Spine Part Length,2,2,1,100000002,610000006689,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006696,
0.536234,µm,Spine,Spine Part Length,1,1,1,100000002,610000006698,
0.497081,µm,Spine,Spine Part Length,4,4,1,100000003,610000006706,
0.704123,µm,Spine,Spine Part Length,1,1,1,100000003,610000006708,
0.62018,µm,Spine,Spine Part Length,2,2,1,100000002,610000006712,
0.625,µm,Spine,Spine Part Length,0,1,1,100000003,610000006714,
0.386408,µm,Spine,Spine Part Length,0,1,1,100000003,610000006716,
0.702371,µm,Spine,Spine Part Length,0,1,1,100000003,610000006722,
0.476124,µm,Spine,Spine Part Length,7,6,1,100000003,610000006726,
0.3125,µm,Spine,Spine Part Length,6,6,1,100000003,610000006729,
0.218099,µm,Spine,Spine Part Length,0,1,1,100000001,610000006741,
0.3125,µm,Spine,Spine Part Length,8,6,1,100000003,610000006743,
0.575206,µm,Spine,Spine Part Length,20,8,1,100000001,610000006746,
0.449042,µm,Spine,Spine Part Length,7,6,1,100000003,610000006750,
0.208333,µm,Spine,Spine Part Length,2,2,1,100000002,610000006754,
0.51411,µm,Spine,Spine Part Length,6,4,1,100000003,610000006759,
0.428601,µm,Spine,Spine Part Length,2,2,1,100000002,610000006775,
0.481771,µm,Spine,Spine Part Length,19,11,1,100000001,610000006812,
0.398763,µm,Spine,Spine Part Length,18,11,1,100000001,610000006813,
0.317463,µm,Spine,Spine Part Length,17,10,1,100000001,610000006814,
0.348664,µm,Spine,Spine Part Length,20,8,1,100000001,610000006815,
0.711123,µm,Spine,Spine Part Length,20,8,1,100000001,610000006816,
0.256809,µm,Spine,Spine Part Length,19,9,1,100000001,610000006817,
0.364583,µm,Spine,Spine Part Length,17,9,1,100000001,610000006818,
0.426653,µm,Spine,Spine Part Length,14,8,1,100000001,610000006819,
0.273438,µm,Spine,Spine Part Length,19,8,1,100000001,610000006820,
0.447877,µm,Spine,Spine Part Length,16,8,1,100000001,610000006821,
0.416667,µm,Spine,Spine Part Length,16,8,1,100000001,610000006822,
0.426764,µm,Spine,Spine Part Length,20,8,1,100000001,610000006823,
0.546875,µm,Spine,Spine Part Length,18,8,1,100000001,610000006824,
0.494792,µm,Spine,Spine Part Length,18,8,1,100000001,610000006825,
0.50822,µm,Spine,Spine Part Length,15,7,1,100000001,610000006826,
0.511972,µm,Spine,Spine Part Length,13,6,1,100000001,610000006827,
0.208333,µm,Spine,Spine Part Length,13,7,1,100000001,610000006828,
0.625,µm,Spine,Spine Part Length,12,5,1,100000001,610000006829,
0.463867,µm,Spine,Spine Part Length,9,4,1,100000001,610000006830,
0.285198,µm,Spine,Spine Part Length,9,5,1,100000001,610000006831,
0.507391,µm,Spine,Spine Part Length,0,1,1,100000001,610000006832,
0.532618,µm,Spine,Spine Part Length,0,1,1,100000001,610000006833,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006834,
0.333237,µm,Spine,Spine Part Length,1,1,1,100000001,610000006836,
0.385095,µm,Spine,Spine Part Length,0,1,1,100000001,610000006837,
0.317977,µm,Spine,Spine Part Length,0,1,1,100000001,610000006838,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006839,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006840,
0.640827,µm,Spine,Spine Part Length,1,1,1,100000001,610000006841,
0.443288,µm,Spine,Spine Part Length,0,1,1,100000001,610000006842,
0.637237,µm,Spine,Spine Part Length,0,1,1,100000001,610000006843,
0.416667,µm,Spine,Spine Part Length,0,1,1,100000001,610000006845,
0.444089,µm,Spine,Spine Part Length,0,1,1,100000001,610000006846,
0.626628,µm,Spine,Spine Part Length,1,1,1,100000001,610000006848,
0.386908,µm,Spine,Spine Part Length,2,3,1,100000002,610000006849,
0.266177,µm,Spine,Spine Part Length,1,2,1,100000002,610000006850,
0.415853,µm,Spine,Spine Part Length,1,2,1,100000002,610000006851,
0.459882,µm,Spine,Spine Part Length,7,4,1,100000002,610000006852,
0.29012,µm,Spine,Spine Part Length,4,2,1,100000002,610000006853,
0.328958,µm,Spine,Spine Part Length,9,4,1,100000002,610000006854,
0.737906,µm,Spine,Spine Part Length,0,1,1,100000002,610000006855,
0.350835,µm,Spine,Spine Part Length,3,2,1,100000002,610000006859,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000002,610000006861,
0.41301,µm,Spine,Spine Part Length,2,2,1,100000002,610000006862,
0.260417,µm,Spine,Spine Part Length,2,2,1,100000002,610000006864,
0.711961,µm,Spine,Spine Part Length,2,3,1,100000002,610000006865,
0.536646,µm,Spine,Spine Part Length,2,3,1,100000002,610000006866,
0.651042,µm,Spine,Spine Part Length,1,2,1,100000002,610000006867,
0.774804,µm,Spine,Spine Part Length,5,2,1,100000003,610000006869,
0.460024,µm,Spine,Spine Part Length,2,2,1,100000003,610000006870,
0.477333,µm,Spine,Spine Part Length,2,2,1,100000003,610000006871,
0.577075,µm,Spine,Spine Part Length,0,1,1,100000003,610000006872,
0.534177,µm,Spine,Spine Part Length,0,1,1,100000003,610000006873,
0.565674,µm,Spine,Spine Part Length,0,1,1,100000003,610000006874,
0.42188,µm,Spine,Spine Part Length,0,1,1,100000003,610000006875,
0.590629,µm,Spine,Spine Part Length,2,1,1,100000003,610000006876,
0.552897,µm,Spine,Spine Part Length,0,1,1,100000003,610000006878,
0.3125,µm,Spine,Spine Part Length,0,1,1,100000003,610000006879,
0.513775,µm,Spine,Spine Part Length,0,1,1,100000003,610000006880,
0.248617,µm,Spine,Spine Part Length,1,2,1,100000003,610000006882,
0.252279,µm,Spine,Spine Part Length,1,2,1,100000003,610000006883,
0.833333,µm,Spine,Spine Part Length,19,6,1,100000003,610000006884,
0.939357,µm,Spine,Spine Part Length,19,6,1,100000003,610000006885,
0.208333,µm,Spine,Spine Part Length,19,6,1,100000003,610000006886,
0.40782,µm,Spine,Spine Part Length,16,5,1,100000003,610000006887,
0.331773,µm,Spine,Spine Part Length,12,4,1,100000003,610000006888,
0.416667,µm,Spine,Spine Part Length,6,4,1,100000003,610000006889,
0.583811,µm,Spine,Spine Part Length,6,4,1,100000003,610000006890,
0.347494,µm,Spine,Spine Part Length,11,6,1,100000003,610000006891,
0.413235,µm,Spine,Spine Part Length,10,6,1,100000003,610000006892,
0.413312,µm,Spine,Spine Part Length,10,7,1,100000003,610000006893,
0.328776,µm,Spine,Spine Part Length,9,6,1,100000003,610000006894,
0.532439,µm,Spine,Spine Part Length,9,7,1,100000003,610000006895,
0.234375,µm,Spine,Spine Part Length,8,6,1,100000003,610000006896,
0.520833,µm,Spine,Spine Part Length,8,6,1,100000003,610000006897,
0.213623,µm,Spine,Spine Part Length,8,6,1,100000003,610000006898,
0.208333,µm,Spine,Spine Part Length,7,6,1,100000003,610000006899,
0.325521,µm,Spine,Spine Part Length,7,5,1,100000003,610000006900,
0.38859,µm,Spine,Spine Part Length,5,4,1,100000003,610000006901,
0.208333,µm,Spine,Spine Part Length,4,3,1,100000003,610000006902,
0.537581,µm,Spine,Spine Part Length,4,3,1,100000003,610000006903,
0.340094,µm,Spine,Spine Part Length,10,6,1,100000003,610000006904,
0.792873,µm,Spine,Spine Part Length,10,5,1,100000003,610000006905,
0.348579,µm,Spine,Spine Part Length,9,5,1,100000003,610000006906,
0.717448,µm,Spine,Spine Part Length,9,5,1,100000003,610000006907,
0.208333,µm,Spine,Spine Part Length,5,4,1,100000003,610000006908,
0.286601,µm,Spine,Spine Part Length,4,4,1,100000003,610000006909,
0.208333,µm,Spine,Spine Part Length,4,4,1,100000003,610000006910,
0.218197,µm,Spine,Spine Part Length,4,4,1,100000003,610000006911,
0.465728,µm,Spine,Spine Part Length,2,1,1,100000003,610000006912,
0.829405,µm,Spine,Spine Part Length,0,1,1,100000003,610000006913,
0.520833,µm,Spine,Spine Part Length,0,1,1,100000003,610000006914,
0.453077,µm,Spine,Spine Part Length,0,1,1,100000003,610000006919,
