
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
9.10352,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
9.67773,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
6.95508,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
6.41309,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
6.04022,µm,Soma,Soma BoundingBoxOO Length,1,100000004,800000004,
