
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,1/10µm,Segment,20,12,1,100000001,510000000015,
1.55984,1/10µm,Segment,19,11,1,100000001,510000000041,
0,1/10µm,Segment,18,10,1,100000001,510000000044,
0,1/10µm,Segment,17,10,1,100000001,510000000072,
0,1/10µm,Segment,16,9,1,100000001,510000000078,
0,1/10µm,Segment,15,9,1,100000001,510000000084,
4.4109,1/10µm,Segment,14,8,1,100000001,510000000114,
0,1/10µm,Segment,13,8,1,100000001,510000000117,
0,1/10µm,Segment,12,7,1,100000001,510000000119,
0,1/10µm,Segment,11,6,1,100000001,510000000121,
0,1/10µm,Segment,10,5,1,100000001,510000000124,
4.1213,1/10µm,Segment,9,4,1,100000001,510000000130,
0,1/10µm,Segment,8,4,1,100000001,510000000140,
0,1/10µm,Segment,7,4,1,100000001,510000000169,
2.69911,1/10µm,Segment,6,4,1,100000001,510000000178,
0,1/10µm,Segment,5,4,1,100000001,510000000180,
0,1/10µm,Segment,4,4,1,100000001,510000000188,
0.888131,1/10µm,Segment,3,4,1,100000001,510000000229,
0,1/10µm,Segment,2,3,1,100000001,510000000286,
0,1/10µm,Segment,1,2,1,100000001,510000000313,
4.3617,1/10µm,Segment,0,1,1,100000001,510000000348,
0,1/10µm,Segment,21,9,1,100000001,510000000391,
0,1/10µm,Segment,20,9,1,100000001,510000000401,
0,1/10µm,Segment,19,8,1,100000001,510000000414,
0,1/10µm,Segment,18,8,1,100000001,510000000416,
0,1/10µm,Segment,16,8,1,100000001,510000000421,
0,1/10µm,Segment,15,8,1,100000001,510000000424,
0,1/10µm,Segment,9,2,1,100000003,510000000455,
0,1/10µm,Segment,8,1,1,100000003,510000000464,
0,1/10µm,Segment,7,1,1,100000003,510000000466,
0,1/10µm,Segment,6,1,1,100000003,510000000470,
0,1/10µm,Segment,5,1,1,100000003,510000000479,
0,1/10µm,Segment,4,1,1,100000003,510000000507,
0,1/10µm,Segment,3,1,1,100000003,510000000522,
0,1/10µm,Segment,2,1,1,100000003,510000000529,
2.9871,1/10µm,Segment,1,1,1,100000003,510000000583,
6.59055,1/10µm,Segment,0,1,1,100000003,510000000599,
0,1/10µm,Segment,18,10,1,100000001,510000000647,
0,1/10µm,Segment,17,9,1,100000001,510000000679,
2.99321,1/10µm,Segment,16,8,1,100000001,510000000690,
4.57377,1/10µm,Segment,15,8,1,100000001,510000000699,
9.63538,1/10µm,Segment,13,6,1,100000001,510000000703,
0,1/10µm,Segment,12,6,1,100000001,510000000705,
0,1/10µm,Segment,11,5,1,100000001,510000000723,
0.734491,1/10µm,Segment,19,8,1,100000001,510000000775,
0,1/10µm,Segment,17,8,1,100000001,510000000780,
0,1/10µm,Segment,4,3,1,100000001,510000000830,
0,1/10µm,Segment,4,4,1,100000001,510000000843,
1.3738,1/10µm,Segment,9,5,1,100000001,510000000864,
0,1/10µm,Segment,4,3,1,100000001,510000000872,
0,1/10µm,Segment,3,3,1,100000001,510000000902,
0,1/10µm,Segment,2,2,1,100000001,510000000906,
0,1/10µm,Segment,20,11,1,100000001,510000000914,
1.28841,1/10µm,Segment,19,9,1,100000001,510000000939,
0,1/10µm,Segment,17,11,1,100000001,510000000953,
0,1/10µm,Segment,16,10,1,100000001,510000001003,
2.6465,1/10µm,Segment,17,10,1,100000001,510000001014,
0,1/10µm,Segment,4,3,1,100000001,510000001018,
0,1/10µm,Segment,3,2,1,100000001,510000001044,
0,1/10µm,Segment,19,10,1,100000001,510000001056,
13.4039,1/10µm,Segment,18,11,1,100000001,510000001058,
3.87641,1/10µm,Segment,19,6,1,100000003,510000001123,
0,1/10µm,Segment,18,6,1,100000003,510000001202,
0,1/10µm,Segment,17,5,1,100000003,510000001216,
0,1/10µm,Segment,16,4,1,100000003,510000001244,
2.60871,1/10µm,Segment,15,4,1,100000003,510000001252,
0,1/10µm,Segment,14,4,1,100000003,510000001266,
3.54658,1/10µm,Segment,13,4,1,100000003,510000001281,
11.1849,1/10µm,Segment,12,4,1,100000003,510000001295,
0,1/10µm,Segment,11,4,1,100000003,510000001331,
0,1/10µm,Segment,10,4,1,100000003,510000001380,
0,1/10µm,Segment,9,4,1,100000003,510000001383,
0,1/10µm,Segment,8,4,1,100000003,510000001389,
0,1/10µm,Segment,7,4,1,100000003,510000001392,
10.0275,1/10µm,Segment,6,4,1,100000003,510000001413,
5.91347,1/10µm,Segment,5,4,1,100000003,510000001416,
15.1148,1/10µm,Segment,4,3,1,100000003,510000001422,
0,1/10µm,Segment,3,3,1,100000003,510000001428,
0.727757,1/10µm,Segment,1,2,1,100000003,510000001466,
25.2034,1/10µm,Segment,0,1,1,100000003,510000001472,
0,1/10µm,Segment,19,7,1,100000003,510000001515,
0,1/10µm,Segment,16,9,1,100000001,510000001528,
0,1/10µm,Segment,22,11,1,100000001,510000001539,
0,1/10µm,Segment,21,10,1,100000001,510000001557,
1.35508,1/10µm,Segment,20,10,1,100000001,510000001637,
0,1/10µm,Segment,19,9,1,100000001,510000001647,
0,1/10µm,Segment,18,9,1,100000001,510000001654,
0,1/10µm,Segment,21,10,1,100000001,510000001662,
1.79591,1/10µm,Segment,22,10,1,100000001,510000001698,
0,1/10µm,Segment,18,9,1,100000001,510000001718,
0,1/10µm,Segment,17,9,1,100000001,510000001793,
0,1/10µm,Segment,21,11,1,100000001,510000001804,
0,1/10µm,Segment,18,10,1,100000001,510000001806,
1.07536,1/10µm,Segment,20,8,1,100000001,510000001837,
1.47246,1/10µm,Segment,18,7,1,100000001,510000001861,
0,1/10µm,Segment,17,7,1,100000001,510000001876,
0,1/10µm,Segment,16,7,1,100000001,510000001884,
4.85195,1/10µm,Segment,15,7,1,100000001,510000001900,
1.49767,1/10µm,Segment,18,8,1,100000001,510000001921,
0,1/10µm,Segment,17,8,1,100000001,510000001933,
0,1/10µm,Segment,21,7,1,100000001,510000001949,
0,1/10µm,Segment,20,7,1,100000001,510000001958,
0,1/10µm,Segment,21,8,1,100000001,510000001977,
0,1/10µm,Segment,19,9,1,100000001,510000001991,
0,1/10µm,Segment,21,9,1,100000001,510000001995,
0,1/10µm,Segment,20,9,1,100000001,510000002006,
0,1/10µm,Segment,19,8,1,100000001,510000002009,
0.879315,1/10µm,Segment,18,8,1,100000001,510000002050,
0,1/10µm,Segment,18,9,1,100000001,510000002053,
0,1/10µm,Segment,19,8,1,100000001,510000002072,
0,1/10µm,Segment,18,7,1,100000001,510000002076,
0,1/10µm,Segment,17,7,1,100000001,510000002093,
0,1/10µm,Segment,16,7,1,100000001,510000002102,
0,1/10µm,Segment,15,7,1,100000001,510000002108,
0,1/10µm,Segment,14,7,1,100000001,510000002111,
0,1/10µm,Segment,18,9,1,100000001,510000002116,
14.7745,1/10µm,Segment,20,8,1,100000001,510000002125,
0,1/10µm,Segment,19,10,1,100000001,510000002127,
0,1/10µm,Segment,17,9,1,100000001,510000002132,
5.73537,1/10µm,Segment,16,9,1,100000001,510000002141,
0,1/10µm,Segment,17,10,1,100000001,510000002144,
0,1/10µm,Segment,16,8,1,100000001,510000002151,
0,1/10µm,Segment,19,7,1,100000001,510000002153,
0,1/10µm,Segment,18,8,1,100000001,510000002157,
0,1/10µm,Segment,17,9,1,100000001,510000002160,
0,1/10µm,Segment,17,8,1,100000001,510000002169,
0,1/10µm,Segment,16,8,1,100000001,510000002181,
0,1/10µm,Segment,17,9,1,100000001,510000002183,
0,1/10µm,Segment,17,8,1,100000001,510000002185,
0,1/10µm,Segment,10,5,1,100000001,510000002206,
0,1/10µm,Segment,9,5,1,100000001,510000002218,
0,1/10µm,Segment,10,6,1,100000001,510000002220,
4.38952,1/10µm,Segment,14,6,1,100000001,510000002223,
2.39225,1/10µm,Segment,13,7,1,100000001,510000002231,
2.29142,1/10µm,Segment,12,5,1,100000001,510000002240,
0,1/10µm,Segment,15,8,1,100000001,510000002243,
0,1/10µm,Segment,12,6,1,100000001,510000002245,
0,1/10µm,Segment,10,4,1,100000001,510000002252,
0,1/10µm,Segment,8,5,1,100000001,510000002259,
0,1/10µm,Segment,8,6,1,100000001,510000002270,
0,1/10µm,Segment,7,6,1,100000001,510000002283,
0,1/10µm,Segment,6,5,1,100000001,510000002289,
0,1/10µm,Segment,8,7,1,100000001,510000002291,
0,1/10µm,Segment,7,5,1,100000001,510000002298,
0,1/10µm,Segment,7,5,1,100000001,510000002302,
