
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
11,,Segment,2,20,Image 1,12,1,100000001,510000000015,
27,,Segment,2,19,Image 1,11,1,100000001,510000000041,
4,,Segment,2,18,Image 1,10,1,100000001,510000000044,
29,,Segment,2,17,Image 1,10,1,100000001,510000000072,
7,,Segment,2,16,Image 1,9,1,100000001,510000000078,
7,,Segment,2,15,Image 1,9,1,100000001,510000000084,
31,,Segment,2,14,Image 1,8,1,100000001,510000000114,
4,,Segment,2,13,Image 1,8,1,100000001,510000000117,
3,,Segment,2,12,Image 1,7,1,100000001,510000000119,
3,,Segment,2,11,Image 1,6,1,100000001,510000000121,
4,,Segment,2,10,Image 1,5,1,100000001,510000000124,
7,,Segment,2,9,Image 1,4,1,100000001,510000000130,
11,,Segment,2,8,Image 1,4,1,100000001,510000000140,
30,,Segment,2,7,Image 1,4,1,100000001,510000000169,
10,,Segment,2,6,Image 1,4,1,100000001,510000000178,
3,,Segment,2,5,Image 1,4,1,100000001,510000000180,
9,,Segment,2,4,Image 1,4,1,100000001,510000000188,
42,,Segment,2,3,Image 1,4,1,100000001,510000000229,
58,,Segment,2,2,Image 1,3,1,100000001,510000000286,
28,,Segment,2,1,Image 1,2,1,100000001,510000000313,
23,,Segment,2,0,Image 1,1,1,100000001,510000000348,
42,,Segment,2,21,Image 1,9,1,100000001,510000000391,
11,,Segment,2,20,Image 1,9,1,100000001,510000000401,
14,,Segment,2,19,Image 1,8,1,100000001,510000000414,
3,,Segment,2,18,Image 1,8,1,100000001,510000000416,
5,,Segment,2,16,Image 1,8,1,100000001,510000000421,
4,,Segment,2,15,Image 1,8,1,100000001,510000000424,
32,,Segment,2,9,Image 1,2,1,100000003,510000000455,
10,,Segment,2,8,Image 1,1,1,100000003,510000000464,
3,,Segment,2,7,Image 1,1,1,100000003,510000000466,
5,,Segment,2,6,Image 1,1,1,100000003,510000000470,
10,,Segment,2,5,Image 1,1,1,100000003,510000000479,
29,,Segment,2,4,Image 1,1,1,100000003,510000000507,
16,,Segment,2,3,Image 1,1,1,100000003,510000000522,
8,,Segment,2,2,Image 1,1,1,100000003,510000000529,
55,,Segment,2,1,Image 1,1,1,100000003,510000000583,
