
Soma Intensity Mean Ch=4 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.00988018,,Soma,4,Image 1,1,100000000,800000000,
0.0092438,,Soma,4,Image 1,1,100000001,800000001,
0.00875561,,Soma,4,Image 1,1,100000002,800000002,
0.0103071,,Soma,4,Image 1,1,100000003,800000003,
0.00928113,,Soma,4,Image 1,1,100000004,800000004,
