
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
-1,,Spine,2,2,1,100000002,610000006132,
13,,Spine,13,7,1,100000003,610000006143,
3,,Spine,3,3,1,100000002,610000006150,
1,,Spine,1,1,1,100000002,610000006156,
5,,Spine,5,2,1,100000002,610000006164,
5,,Spine,5,2,1,100000002,610000006171,
3,,Spine,3,4,1,100000001,610000006174,
0,,Spine,0,1,1,100000001,610000006182,
14,,Spine,14,8,1,100000001,610000006193,
14,,Spine,14,8,1,100000001,610000006203,
10,,Spine,10,6,1,100000003,610000006211,
1,,Spine,1,1,1,100000002,610000006219,
1,,Spine,1,2,1,100000003,610000006225,
14,,Spine,14,8,1,100000001,610000006228,
12,,Spine,12,4,1,100000003,610000006235,
12,,Spine,12,4,1,100000003,610000006241,
12,,Spine,12,4,1,100000003,610000006245,
-1,,Spine,0,1,1,100000003,610000006259,
20,,Spine,20,10,1,100000001,610000006264,
20,,Spine,20,10,1,100000001,610000006266,
15,,Spine,15,7,1,100000001,610000006269,
17,,Spine,17,4,1,100000003,610000006274,
6,,Spine,6,4,1,100000003,610000006279,
3,,Spine,3,3,1,100000003,610000006283,
13,,Spine,13,4,1,100000003,610000006286,
4,,Spine,4,4,1,100000003,610000006291,
-1,,Spine,0,1,1,100000003,610000006301,
20,,Spine,20,8,1,100000001,610000006309,
2,,Spine,2,2,1,100000003,610000006312,
17,,Spine,17,9,1,100000001,610000006316,
19,,Spine,19,6,1,100000003,610000006321,
-1,,Spine,0,1,1,100000003,610000006326,
0,,Spine,0,1,1,100000001,610000006331,
22,,Spine,22,10,1,100000001,610000006335,
6,,Spine,6,4,1,100000003,610000006342,
4,,Spine,4,4,1,100000003,610000006345,
-1,,Spine,0,1,1,100000001,610000006350,
17,,Spine,17,4,1,100000003,610000006354,
-1,,Spine,0,1,1,100000003,610000006361,
-1,,Spine,0,1,1,100000001,610000006369,
20,,Spine,20,8,1,100000001,610000006376,
0,,Spine,0,1,1,100000001,610000006381,
-1,,Spine,0,1,1,100000003,610000006385,
22,,Spine,22,10,1,100000001,610000006388,
-1,,Spine,0,1,1,100000001,610000006392,
20,,Spine,20,10,1,100000001,610000006397,
1,,Spine,1,1,1,100000003,610000006401,
-1,,Spine,0,1,1,100000001,610000006407,
0,,Spine,0,1,1,100000003,610000006410,
-1,,Spine,0,1,1,100000001,610000006416,
0,,Spine,0,1,1,100000001,610000006420,
13,,Spine,13,4,1,100000003,610000006422,
-1,,Spine,0,1,1,100000003,610000006426,
6,,Spine,6,4,1,100000003,610000006430,
-1,,Spine,0,1,1,100000001,610000006436,
4,,Spine,4,4,1,100000003,610000006441,
0,,Spine,0,1,1,100000002,610000006446,
9,,Spine,9,1,1,100000003,610000006449,
10,,Spine,10,7,1,100000003,610000006453,
0,,Spine,0,1,1,100000002,610000006457,
-1,,Spine,2,2,1,100000002,610000006462,
8,,Spine,8,5,1,100000003,610000006464,
-1,,Spine,0,1,1,100000003,610000006468,
-1,,Spine,2,2,1,100000002,610000006472,
18,,Spine,18,7,1,100000001,610000006474,
-1,,Spine,2,2,1,100000002,610000006480,
6,,Spine,6,4,1,100000003,610000006484,
-1,,Spine,0,1,1,100000001,610000006486,
2,,Spine,2,1,1,100000003,610000006488,
0,,Spine,0,1,1,100000001,610000006491,
-1,,Spine,0,1,1,100000001,610000006496,
0,,Spine,0,1,1,100000001,610000006499,
-1,,Spine,0,1,1,100000001,610000006506,
-1,,Spine,2,2,1,100000002,610000006511,
1,,Spine,1,1,1,100000002,610000006513,
-1,,Spine,0,1,1,100000003,610000006516,
10,,Spine,10,6,1,100000003,610000006518,
-1,,Spine,2,2,1,100000002,610000006521,
0,,Spine,0,1,1,100000002,610000006526,
2,,Spine,2,1,1,100000003,610000006529,
15,,Spine,15,7,1,100000001,610000006532,
-1,,Spine,0,1,1,100000003,610000006535,
0,,Spine,0,1,1,100000002,610000006539,
19,,Spine,19,6,1,100000003,610000006542,
-1,,Spine,0,1,1,100000001,610000006547,
0,,Spine,0,1,1,100000002,610000006550,
18,,Spine,18,11,1,100000001,610000006552,
0,,Spine,0,1,1,100000001,610000006555,
-1,,Spine,0,1,1,100000003,610000006558,
19,,Spine,19,6,1,100000003,610000006560,
-1,,Spine,0,1,1,100000001,610000006565,
-1,,Spine,0,1,1,100000003,610000006570,
-1,,Spine,0,1,1,100000003,610000006573,
0,,Spine,0,1,1,100000001,610000006575,
19,,Spine,19,6,1,100000003,610000006581,
1,,Spine,1,1,1,100000003,610000006584,
4,,Spine,4,3,1,100000003,610000006588,
14,,Spine,14,6,1,100000001,610000006591,
15,,Spine,15,4,1,100000003,610000006594,
15,,Spine,15,7,1,100000001,610000006597,
13,,Spine,13,7,1,100000003,610000006600,
-1,,Spine,0,1,1,100000003,610000006602,
-1,,Spine,2,2,1,100000002,610000006607,
-1,,Spine,0,1,1,100000001,610000006609,
-1,,Spine,0,1,1,100000003,610000006613,
-1,,Spine,0,1,1,100000001,610000006616,
0,,Spine,0,1,1,100000001,610000006618,
-1,,Spine,0,1,1,100000003,610000006622,
-1,,Spine,0,1,1,100000001,610000006625,
7,,Spine,7,6,1,100000003,610000006628,
-1,,Spine,0,1,1,100000001,610000006631,
-1,,Spine,0,1,1,100000001,610000006635,
6,,Spine,6,4,1,100000003,610000006637,
1,,Spine,1,1,1,100000003,610000006640,
6,,Spine,6,4,1,100000003,610000006644,
0,,Spine,0,1,1,100000001,610000006647,
1,,Spine,1,2,1,100000001,610000006650,
-1,,Spine,2,2,1,100000002,610000006652,
0,,Spine,0,1,1,100000003,610000006656,
8,,Spine,8,6,1,100000003,610000006658,
-1,,Spine,0,1,1,100000001,610000006663,
6,,Spine,6,4,1,100000001,610000006665,
0,,Spine,0,1,1,100000002,610000006667,
6,,Spine,6,5,1,100000003,610000006669,
6,,Spine,6,4,1,100000003,610000006671,
5,,Spine,5,3,1,100000003,610000006676,
-1,,Spine,0,1,1,100000001,610000006678,
1,,Spine,1,2,1,100000001,610000006684,
2,,Spine,2,2,1,100000002,610000006687,
2,,Spine,2,2,1,100000002,610000006689,
-1,,Spine,0,1,1,100000001,610000006696,
1,,Spine,1,1,1,100000002,610000006698,
4,,Spine,4,4,1,100000003,610000006706,
1,,Spine,1,1,1,100000003,610000006708,
-1,,Spine,2,2,1,100000002,610000006712,
0,,Spine,0,1,1,100000003,610000006714,
0,,Spine,0,1,1,100000003,610000006716,
0,,Spine,0,1,1,100000003,610000006722,
7,,Spine,7,6,1,100000003,610000006726,
6,,Spine,6,6,1,100000003,610000006729,
0,,Spine,0,1,1,100000001,610000006741,
8,,Spine,8,6,1,100000003,610000006743,
20,,Spine,20,8,1,100000001,610000006746,
7,,Spine,7,6,1,100000003,610000006750,
-1,,Spine,2,2,1,100000002,610000006754,
6,,Spine,6,4,1,100000003,610000006759,
-1,,Spine,2,2,1,100000002,610000006775,
19,,Spine,19,11,1,100000001,610000006812,
18,,Spine,18,11,1,100000001,610000006813,
17,,Spine,17,10,1,100000001,610000006814,
20,,Spine,20,8,1,100000001,610000006815,
20,,Spine,20,8,1,100000001,610000006816,
19,,Spine,19,9,1,100000001,610000006817,
17,,Spine,17,9,1,100000001,610000006818,
14,,Spine,14,8,1,100000001,610000006819,
19,,Spine,19,8,1,100000001,610000006820,
16,,Spine,16,8,1,100000001,610000006821,
16,,Spine,16,8,1,100000001,610000006822,
20,,Spine,20,8,1,100000001,610000006823,
18,,Spine,18,8,1,100000001,610000006824,
18,,Spine,18,8,1,100000001,610000006825,
15,,Spine,15,7,1,100000001,610000006826,
13,,Spine,13,6,1,100000001,610000006827,
13,,Spine,13,7,1,100000001,610000006828,
12,,Spine,12,5,1,100000001,610000006829,
9,,Spine,9,4,1,100000001,610000006830,
9,,Spine,9,5,1,100000001,610000006831,
0,,Spine,0,1,1,100000001,610000006832,
0,,Spine,0,1,1,100000001,610000006833,
0,,Spine,0,1,1,100000001,610000006834,
1,,Spine,1,1,1,100000001,610000006836,
0,,Spine,0,1,1,100000001,610000006837,
0,,Spine,0,1,1,100000001,610000006838,
0,,Spine,0,1,1,100000001,610000006839,
0,,Spine,0,1,1,100000001,610000006840,
1,,Spine,1,1,1,100000001,610000006841,
0,,Spine,0,1,1,100000001,610000006842,
0,,Spine,0,1,1,100000001,610000006843,
0,,Spine,0,1,1,100000001,610000006845,
0,,Spine,0,1,1,100000001,610000006846,
1,,Spine,1,1,1,100000001,610000006848,
2,,Spine,2,3,1,100000002,610000006849,
1,,Spine,1,2,1,100000002,610000006850,
1,,Spine,1,2,1,100000002,610000006851,
7,,Spine,7,4,1,100000002,610000006852,
4,,Spine,4,2,1,100000002,610000006853,
9,,Spine,9,4,1,100000002,610000006854,
0,,Spine,0,1,1,100000002,610000006855,
3,,Spine,3,2,1,100000002,610000006859,
0,,Spine,0,1,1,100000002,610000006861,
2,,Spine,2,2,1,100000002,610000006862,
2,,Spine,2,2,1,100000002,610000006864,
2,,Spine,2,3,1,100000002,610000006865,
2,,Spine,2,3,1,100000002,610000006866,
1,,Spine,1,2,1,100000002,610000006867,
5,,Spine,5,2,1,100000003,610000006869,
2,,Spine,2,2,1,100000003,610000006870,
2,,Spine,2,2,1,100000003,610000006871,
0,,Spine,0,1,1,100000003,610000006872,
0,,Spine,0,1,1,100000003,610000006873,
0,,Spine,0,1,1,100000003,610000006874,
0,,Spine,0,1,1,100000003,610000006875,
2,,Spine,2,1,1,100000003,610000006876,
0,,Spine,0,1,1,100000003,610000006878,
0,,Spine,0,1,1,100000003,610000006879,
0,,Spine,0,1,1,100000003,610000006880,
1,,Spine,1,2,1,100000003,610000006882,
1,,Spine,1,2,1,100000003,610000006883,
19,,Spine,19,6,1,100000003,610000006884,
19,,Spine,19,6,1,100000003,610000006885,
19,,Spine,19,6,1,100000003,610000006886,
16,,Spine,16,5,1,100000003,610000006887,
12,,Spine,12,4,1,100000003,610000006888,
6,,Spine,6,4,1,100000003,610000006889,
6,,Spine,6,4,1,100000003,610000006890,
11,,Spine,11,6,1,100000003,610000006891,
10,,Spine,10,6,1,100000003,610000006892,
10,,Spine,10,7,1,100000003,610000006893,
9,,Spine,9,6,1,100000003,610000006894,
9,,Spine,9,7,1,100000003,610000006895,
8,,Spine,8,6,1,100000003,610000006896,
8,,Spine,8,6,1,100000003,610000006897,
8,,Spine,8,6,1,100000003,610000006898,
7,,Spine,7,6,1,100000003,610000006899,
7,,Spine,7,5,1,100000003,610000006900,
5,,Spine,5,4,1,100000003,610000006901,
4,,Spine,4,3,1,100000003,610000006902,
4,,Spine,4,3,1,100000003,610000006903,
10,,Spine,10,6,1,100000003,610000006904,
10,,Spine,10,5,1,100000003,610000006905,
9,,Spine,9,5,1,100000003,610000006906,
9,,Spine,9,5,1,100000003,610000006907,
5,,Spine,5,4,1,100000003,610000006908,
4,,Spine,4,4,1,100000003,610000006909,
4,,Spine,4,4,1,100000003,610000006910,
4,,Spine,4,4,1,100000003,610000006911,
2,,Spine,2,1,1,100000003,610000006912,
0,,Spine,0,1,1,100000003,610000006913,
0,,Spine,0,1,1,100000003,610000006914,
0,,Spine,0,1,1,100000003,610000006919,
