
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
5.67417,µm,Segment,20,12,1,100000001,510000000015,
6.41091,µm,Segment,19,11,1,100000001,510000000041,
1.18936,µm,Segment,18,10,1,100000001,510000000044,
7.65305,µm,Segment,17,10,1,100000001,510000000072,
1.95452,µm,Segment,16,9,1,100000001,510000000078,
1.86788,µm,Segment,15,9,1,100000001,510000000084,
9.06845,µm,Segment,14,8,1,100000001,510000000114,
1.01749,µm,Segment,13,8,1,100000001,510000000117,
0.870445,µm,Segment,12,7,1,100000001,510000000119,
1.08577,µm,Segment,11,6,1,100000001,510000000121,
1.86309,µm,Segment,10,5,1,100000001,510000000124,
2.42642,µm,Segment,9,4,1,100000001,510000000130,
3.18039,µm,Segment,8,4,1,100000001,510000000140,
6.19788,µm,Segment,7,4,1,100000001,510000000169,
3.70492,µm,Segment,6,4,1,100000001,510000000178,
0.881178,µm,Segment,5,4,1,100000001,510000000180,
2.92795,µm,Segment,4,4,1,100000001,510000000188,
11.2596,µm,Segment,3,4,1,100000001,510000000229,
13.6109,µm,Segment,2,3,1,100000001,510000000286,
6.63623,µm,Segment,1,2,1,100000001,510000000313,
6.87805,µm,Segment,0,1,1,100000001,510000000348,
11.5148,µm,Segment,21,9,1,100000001,510000000391,
2.32062,µm,Segment,20,9,1,100000001,510000000401,
4.92983,µm,Segment,19,8,1,100000001,510000000414,
1.10139,µm,Segment,18,8,1,100000001,510000000416,
2.80994,µm,Segment,16,8,1,100000001,510000000421,
1.69292,µm,Segment,15,8,1,100000001,510000000424,
8.53317,µm,Segment,9,2,1,100000003,510000000455,
3.3515,µm,Segment,8,1,1,100000003,510000000464,
0.854942,µm,Segment,7,1,1,100000003,510000000466,
1.45825,µm,Segment,6,1,1,100000003,510000000470,
2.89676,µm,Segment,5,1,1,100000003,510000000479,
8.30622,µm,Segment,4,1,1,100000003,510000000507,
6.08104,µm,Segment,3,1,1,100000003,510000000522,
2.27094,µm,Segment,2,1,1,100000003,510000000529,
13.3909,µm,Segment,1,1,1,100000003,510000000583,
4.55197,µm,Segment,0,1,1,100000003,510000000599,
8.06761,µm,Segment,18,10,1,100000001,510000000647,
7.30219,µm,Segment,17,9,1,100000001,510000000679,
3.3409,µm,Segment,16,8,1,100000001,510000000690,
2.18638,µm,Segment,15,8,1,100000001,510000000699,
1.03784,µm,Segment,13,6,1,100000001,510000000703,
0.435728,µm,Segment,12,6,1,100000001,510000000705,
5.01538,µm,Segment,11,5,1,100000001,510000000723,
13.6149,µm,Segment,19,8,1,100000001,510000000775,
2.66159,µm,Segment,17,8,1,100000001,510000000780,
13.0573,µm,Segment,4,3,1,100000001,510000000830,
6.36444,µm,Segment,4,4,1,100000001,510000000843,
7.27909,µm,Segment,9,5,1,100000001,510000000864,
