
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20016.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000006120,
20017.2,µm,Spine,Spine Terminal Pt Position,13,7,1,100000003,610000006143,
20013.9,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000006150,
20009.4,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000006156,
20024.6,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000006164,
20023.6,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000006171,
20062.9,µm,Spine,Spine Terminal Pt Position,3,4,1,100000001,610000006174,
20070.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000006182,
20053.4,µm,Spine,Spine Terminal Pt Position,14,8,1,100000001,610000006193,
20053.4,µm,Spine,Spine Terminal Pt Position,14,8,1,100000001,610000006203,
19997.6,µm,Spine,Spine Terminal Pt Position,10,6,1,100000003,610000006211,
20006.8,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000006219,
19998.1,µm,Spine,Spine Terminal Pt Position,1,2,1,100000003,610000006225,
20052.4,µm,Spine,Spine Terminal Pt Position,14,8,1,100000001,610000006228,
20020.6,µm,Spine,Spine Terminal Pt Position,12,4,1,100000003,610000006235,
20020.5,µm,Spine,Spine Terminal Pt Position,12,4,1,100000003,610000006241,
20021.3,µm,Spine,Spine Terminal Pt Position,12,4,1,100000003,610000006245,
19997.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000006247,
20039.1,µm,Spine,Spine Terminal Pt Position,20,10,1,100000001,610000006264,
20039.4,µm,Spine,Spine Terminal Pt Position,20,10,1,100000001,610000006266,
20065.6,µm,Spine,Spine Terminal Pt Position,15,7,1,100000001,610000006269,
20029.6,µm,Spine,Spine Terminal Pt Position,17,4,1,100000003,610000006274,
20003.4,µm,Spine,Spine Terminal Pt Position,6,4,1,100000003,610000006279,
19968.6,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000006283,
20026.7,µm,Spine,Spine Terminal Pt Position,13,4,1,100000003,610000006286,
19992.6,µm,Spine,Spine Terminal Pt Position,4,4,1,100000003,610000006291,
19996.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000006293,
20048.8,µm,Spine,Spine Terminal Pt Position,20,8,1,100000001,610000006309,
19980.2,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000006312,
20047.1,µm,Spine,Spine Terminal Pt Position,17,9,1,100000001,610000006316,
20047.1,µm,Spine,Spine Terminal Pt Position,19,6,1,100000003,610000006321,
19995.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000006323,
20072.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000006331,
20043.2,µm,Spine,Spine Terminal Pt Position,22,10,1,100000001,610000006335,
19996.9,µm,Spine,Spine Terminal Pt Position,6,4,1,100000003,610000006342,
19992.5,µm,Spine,Spine Terminal Pt Position,4,4,1,100000003,610000006345,
20076.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000006347,
20028.7,µm,Spine,Spine Terminal Pt Position,17,4,1,100000003,610000006354,
