
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,20,12,1,100000001,510000000015,
0,s,Segment,19,11,1,100000001,510000000041,
0,s,Segment,18,10,1,100000001,510000000044,
0,s,Segment,17,10,1,100000001,510000000072,
0,s,Segment,16,9,1,100000001,510000000078,
0,s,Segment,15,9,1,100000001,510000000084,
0,s,Segment,14,8,1,100000001,510000000114,
0,s,Segment,13,8,1,100000001,510000000117,
0,s,Segment,12,7,1,100000001,510000000119,
0,s,Segment,11,6,1,100000001,510000000121,
0,s,Segment,10,5,1,100000001,510000000124,
0,s,Segment,9,4,1,100000001,510000000130,
0,s,Segment,8,4,1,100000001,510000000140,
0,s,Segment,7,4,1,100000001,510000000169,
0,s,Segment,6,4,1,100000001,510000000178,
0,s,Segment,5,4,1,100000001,510000000180,
0,s,Segment,4,4,1,100000001,510000000188,
0,s,Segment,3,4,1,100000001,510000000229,
0,s,Segment,2,3,1,100000001,510000000286,
0,s,Segment,1,2,1,100000001,510000000313,
0,s,Segment,0,1,1,100000001,510000000348,
0,s,Segment,21,9,1,100000001,510000000391,
0,s,Segment,20,9,1,100000001,510000000401,
0,s,Segment,19,8,1,100000001,510000000414,
0,s,Segment,18,8,1,100000001,510000000416,
0,s,Segment,16,8,1,100000001,510000000421,
0,s,Segment,15,8,1,100000001,510000000424,
0,s,Segment,9,2,1,100000003,510000000455,
0,s,Segment,8,1,1,100000003,510000000464,
0,s,Segment,7,1,1,100000003,510000000466,
0,s,Segment,6,1,1,100000003,510000000470,
0,s,Segment,5,1,1,100000003,510000000479,
0,s,Segment,4,1,1,100000003,510000000507,
0,s,Segment,3,1,1,100000003,510000000522,
0,s,Segment,2,1,1,100000003,510000000529,
0,s,Segment,1,1,1,100000003,510000000583,
0,s,Segment,0,1,1,100000003,510000000599,
0,s,Segment,18,10,1,100000001,510000000647,
0,s,Segment,17,9,1,100000001,510000000679,
0,s,Segment,16,8,1,100000001,510000000690,
0,s,Segment,15,8,1,100000001,510000000699,
0,s,Segment,13,6,1,100000001,510000000703,
0,s,Segment,12,6,1,100000001,510000000705,
0,s,Segment,11,5,1,100000001,510000000723,
0,s,Segment,19,8,1,100000001,510000000775,
0,s,Segment,17,8,1,100000001,510000000780,
0,s,Segment,4,3,1,100000001,510000000830,
0,s,Segment,4,4,1,100000001,510000000843,
0,s,Segment,9,5,1,100000001,510000000864,
0,s,Segment,4,3,1,100000001,510000000872,
0,s,Segment,3,3,1,100000001,510000000902,
0,s,Segment,2,2,1,100000001,510000000906,
0,s,Segment,20,11,1,100000001,510000000914,
0,s,Segment,19,9,1,100000001,510000000939,
0,s,Segment,17,11,1,100000001,510000000953,
0,s,Segment,16,10,1,100000001,510000001003,
0,s,Segment,17,10,1,100000001,510000001014,
0,s,Segment,4,3,1,100000001,510000001018,
0,s,Segment,3,2,1,100000001,510000001044,
0,s,Segment,19,10,1,100000001,510000001056,
0,s,Segment,18,11,1,100000001,510000001058,
0,s,Segment,19,6,1,100000003,510000001123,
0,s,Segment,18,6,1,100000003,510000001202,
0,s,Segment,17,5,1,100000003,510000001216,
0,s,Segment,16,4,1,100000003,510000001244,
0,s,Segment,15,4,1,100000003,510000001252,
0,s,Segment,14,4,1,100000003,510000001266,
0,s,Segment,13,4,1,100000003,510000001281,
0,s,Segment,12,4,1,100000003,510000001295,
0,s,Segment,11,4,1,100000003,510000001331,
0,s,Segment,10,4,1,100000003,510000001380,
0,s,Segment,9,4,1,100000003,510000001383,
0,s,Segment,8,4,1,100000003,510000001389,
0,s,Segment,7,4,1,100000003,510000001392,
0,s,Segment,6,4,1,100000003,510000001413,
0,s,Segment,5,4,1,100000003,510000001416,
0,s,Segment,4,3,1,100000003,510000001422,
0,s,Segment,3,3,1,100000003,510000001428,
0,s,Segment,1,2,1,100000003,510000001466,
0,s,Segment,0,1,1,100000003,510000001472,
0,s,Segment,19,7,1,100000003,510000001515,
0,s,Segment,16,9,1,100000001,510000001528,
0,s,Segment,22,11,1,100000001,510000001539,
0,s,Segment,21,10,1,100000001,510000001557,
