
Soma Intensity Sum of Square Ch=3 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
2.09592e+08,,Soma,3,Image 1,1,100000000,800000000,
2.25875e+08,,Soma,3,Image 1,1,100000001,800000001,
1.90629e+08,,Soma,3,Image 1,1,100000002,800000002,
1.35167e+08,,Soma,3,Image 1,1,100000003,800000003,
9.45747e+07,,Soma,3,Image 1,1,100000004,800000004,
