
Segment Intensity Min Ch=1 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1,,Segment,1,20,Image 1,12,1,100000001,510000000015,
2,,Segment,1,19,Image 1,11,1,100000001,510000000041,
4,,Segment,1,18,Image 1,10,1,100000001,510000000044,
2,,Segment,1,17,Image 1,10,1,100000001,510000000072,
10,,Segment,1,16,Image 1,9,1,100000001,510000000078,
2,,Segment,1,15,Image 1,9,1,100000001,510000000084,
1,,Segment,1,14,Image 1,8,1,100000001,510000000114,
76,,Segment,1,13,Image 1,8,1,100000001,510000000117,
76,,Segment,1,12,Image 1,7,1,100000001,510000000119,
105,,Segment,1,11,Image 1,6,1,100000001,510000000121,
27,,Segment,1,10,Image 1,5,1,100000001,510000000124,
11,,Segment,1,9,Image 1,4,1,100000001,510000000130,
5,,Segment,1,8,Image 1,4,1,100000001,510000000140,
5,,Segment,1,7,Image 1,4,1,100000001,510000000169,
3,,Segment,1,6,Image 1,4,1,100000001,510000000178,
32,,Segment,1,5,Image 1,4,1,100000001,510000000180,
6,,Segment,1,4,Image 1,4,1,100000001,510000000188,
3,,Segment,1,3,Image 1,4,1,100000001,510000000229,
0,,Segment,1,2,Image 1,3,1,100000001,510000000286,
3,,Segment,1,1,Image 1,2,1,100000001,510000000313,
5,,Segment,1,0,Image 1,1,1,100000001,510000000348,
5,,Segment,1,21,Image 1,9,1,100000001,510000000391,
6,,Segment,1,20,Image 1,9,1,100000001,510000000401,
5,,Segment,1,19,Image 1,8,1,100000001,510000000414,
47,,Segment,1,18,Image 1,8,1,100000001,510000000416,
15,,Segment,1,16,Image 1,8,1,100000001,510000000421,
2,,Segment,1,15,Image 1,8,1,100000001,510000000424,
1,,Segment,1,9,Image 1,2,1,100000003,510000000455,
4,,Segment,1,8,Image 1,1,1,100000003,510000000464,
4,,Segment,1,7,Image 1,1,1,100000003,510000000466,
7,,Segment,1,6,Image 1,1,1,100000003,510000000470,
7,,Segment,1,5,Image 1,1,1,100000003,510000000479,
2,,Segment,1,4,Image 1,1,1,100000003,510000000507,
2,,Segment,1,3,Image 1,1,1,100000003,510000000522,
7,,Segment,1,2,Image 1,1,1,100000003,510000000529,
2,,Segment,1,1,Image 1,1,1,100000003,510000000583,
4,,Segment,1,0,Image 1,1,1,100000003,510000000599,
5,,Segment,1,18,Image 1,10,1,100000001,510000000647,
0,,Segment,1,17,Image 1,9,1,100000001,510000000679,
3,,Segment,1,16,Image 1,8,1,100000001,510000000690,
29,,Segment,1,15,Image 1,8,1,100000001,510000000699,
60,,Segment,1,13,Image 1,6,1,100000001,510000000703,
60,,Segment,1,12,Image 1,6,1,100000001,510000000705,
55,,Segment,1,11,Image 1,5,1,100000001,510000000723,
2,,Segment,1,19,Image 1,8,1,100000001,510000000775,
1,,Segment,1,17,Image 1,8,1,100000001,510000000780,
0,,Segment,1,4,Image 1,3,1,100000001,510000000830,
1,,Segment,1,4,Image 1,4,1,100000001,510000000843,
2,,Segment,1,9,Image 1,5,1,100000001,510000000864,
0,,Segment,1,4,Image 1,3,1,100000001,510000000872,
0,,Segment,1,3,Image 1,3,1,100000001,510000000902,
8,,Segment,1,2,Image 1,2,1,100000001,510000000906,
2,,Segment,1,20,Image 1,11,1,100000001,510000000914,
2,,Segment,1,19,Image 1,9,1,100000001,510000000939,
2,,Segment,1,17,Image 1,11,1,100000001,510000000953,
0,,Segment,1,16,Image 1,10,1,100000001,510000001003,
2,,Segment,1,17,Image 1,10,1,100000001,510000001014,
7,,Segment,1,4,Image 1,3,1,100000001,510000001018,
0,,Segment,1,3,Image 1,2,1,100000001,510000001044,
3,,Segment,1,19,Image 1,10,1,100000001,510000001056,
10,,Segment,1,18,Image 1,11,1,100000001,510000001058,
0,,Segment,1,19,Image 1,6,1,100000003,510000001123,
0,,Segment,1,18,Image 1,6,1,100000003,510000001202,
20,,Segment,1,17,Image 1,5,1,100000003,510000001216,
3,,Segment,1,16,Image 1,4,1,100000003,510000001244,
10,,Segment,1,15,Image 1,4,1,100000003,510000001252,
3,,Segment,1,14,Image 1,4,1,100000003,510000001266,
2,,Segment,1,13,Image 1,4,1,100000003,510000001281,
1,,Segment,1,12,Image 1,4,1,100000003,510000001295,
4,,Segment,1,11,Image 1,4,1,100000003,510000001331,
1,,Segment,1,10,Image 1,4,1,100000003,510000001380,
10,,Segment,1,9,Image 1,4,1,100000003,510000001383,
4,,Segment,1,8,Image 1,4,1,100000003,510000001389,
38,,Segment,1,7,Image 1,4,1,100000003,510000001392,
6,,Segment,1,6,Image 1,4,1,100000003,510000001413,
89,,Segment,1,5,Image 1,4,1,100000003,510000001416,
96,,Segment,1,4,Image 1,3,1,100000003,510000001422,
3,,Segment,1,3,Image 1,3,1,100000003,510000001428,
0,,Segment,1,1,Image 1,2,1,100000003,510000001466,
30,,Segment,1,0,Image 1,1,1,100000003,510000001472,
5,,Segment,1,19,Image 1,7,1,100000003,510000001515,
10,,Segment,1,16,Image 1,9,1,100000001,510000001528,
4,,Segment,1,22,Image 1,11,1,100000001,510000001539,
5,,Segment,1,21,Image 1,10,1,100000001,510000001557,
3,,Segment,1,20,Image 1,10,1,100000001,510000001637,
6,,Segment,1,19,Image 1,9,1,100000001,510000001647,
5,,Segment,1,18,Image 1,9,1,100000001,510000001654,
8,,Segment,1,21,Image 1,10,1,100000001,510000001662,
2,,Segment,1,22,Image 1,10,1,100000001,510000001698,
3,,Segment,1,18,Image 1,9,1,100000001,510000001718,
1,,Segment,1,17,Image 1,9,1,100000001,510000001793,
4,,Segment,1,21,Image 1,11,1,100000001,510000001804,
11,,Segment,1,18,Image 1,10,1,100000001,510000001806,
2,,Segment,1,20,Image 1,8,1,100000001,510000001837,
0,,Segment,1,18,Image 1,7,1,100000001,510000001861,
