
Segment Intensity Median Ch=2 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.000976562,,Segment,2,20,Image 1,12,1,100000001,510000000015,
0,,Segment,2,19,Image 1,11,1,100000001,510000000041,
0.000976562,,Segment,2,18,Image 1,10,1,100000001,510000000044,
0.000976562,,Segment,2,17,Image 1,10,1,100000001,510000000072,
0,,Segment,2,16,Image 1,9,1,100000001,510000000078,
0.000976562,,Segment,2,15,Image 1,9,1,100000001,510000000084,
0.00195312,,Segment,2,14,Image 1,8,1,100000001,510000000114,
0.000976562,,Segment,2,13,Image 1,8,1,100000001,510000000117,
0,,Segment,2,12,Image 1,7,1,100000001,510000000119,
0,,Segment,2,11,Image 1,6,1,100000001,510000000121,
0.000976562,,Segment,2,10,Image 1,5,1,100000001,510000000124,
0.000976562,,Segment,2,9,Image 1,4,1,100000001,510000000130,
0,,Segment,2,8,Image 1,4,1,100000001,510000000140,
0.000976562,,Segment,2,7,Image 1,4,1,100000001,510000000169,
0.000976562,,Segment,2,6,Image 1,4,1,100000001,510000000178,
0,,Segment,2,5,Image 1,4,1,100000001,510000000180,
0.000976562,,Segment,2,4,Image 1,4,1,100000001,510000000188,
0.000976562,,Segment,2,3,Image 1,4,1,100000001,510000000229,
0.000976562,,Segment,2,2,Image 1,3,1,100000001,510000000286,
0.000976562,,Segment,2,1,Image 1,2,1,100000001,510000000313,
0.000976562,,Segment,2,0,Image 1,1,1,100000001,510000000348,
0.000976562,,Segment,2,21,Image 1,9,1,100000001,510000000391,
0.00195312,,Segment,2,20,Image 1,9,1,100000001,510000000401,
0.000976562,,Segment,2,19,Image 1,8,1,100000001,510000000414,
0.000976562,,Segment,2,18,Image 1,8,1,100000001,510000000416,
0.000976562,,Segment,2,16,Image 1,8,1,100000001,510000000421,
0.000976562,,Segment,2,15,Image 1,8,1,100000001,510000000424,
0.000976562,,Segment,2,9,Image 1,2,1,100000003,510000000455,
0.000976562,,Segment,2,8,Image 1,1,1,100000003,510000000464,
0,,Segment,2,7,Image 1,1,1,100000003,510000000466,
0,,Segment,2,6,Image 1,1,1,100000003,510000000470,
0.00195312,,Segment,2,5,Image 1,1,1,100000003,510000000479,
0.000976562,,Segment,2,4,Image 1,1,1,100000003,510000000507,
0.000976562,,Segment,2,3,Image 1,1,1,100000003,510000000522,
0.000976562,,Segment,2,2,Image 1,1,1,100000003,510000000529,
0.000976562,,Segment,2,1,Image 1,1,1,100000003,510000000583,
0.000976562,,Segment,2,0,Image 1,1,1,100000003,510000000599,
0.00195312,,Segment,2,18,Image 1,10,1,100000001,510000000647,
0.000976562,,Segment,2,17,Image 1,9,1,100000001,510000000679,
0.000976562,,Segment,2,16,Image 1,8,1,100000001,510000000690,
0.000976562,,Segment,2,15,Image 1,8,1,100000001,510000000699,
0.000976562,,Segment,2,13,Image 1,6,1,100000001,510000000703,
0.000976562,,Segment,2,12,Image 1,6,1,100000001,510000000705,
0.000976562,,Segment,2,11,Image 1,5,1,100000001,510000000723,
0.000976562,,Segment,2,19,Image 1,8,1,100000001,510000000775,
0.000976562,,Segment,2,17,Image 1,8,1,100000001,510000000780,
0.000976562,,Segment,2,4,Image 1,3,1,100000001,510000000830,
0.000976562,,Segment,2,4,Image 1,4,1,100000001,510000000843,
0.000976562,,Segment,2,9,Image 1,5,1,100000001,510000000864,
0.000976562,,Segment,2,4,Image 1,3,1,100000001,510000000872,
0.000976562,,Segment,2,3,Image 1,3,1,100000001,510000000902,
0.000976562,,Segment,2,2,Image 1,2,1,100000001,510000000906,
0.000976562,,Segment,2,20,Image 1,11,1,100000001,510000000914,
0.000976562,,Segment,2,19,Image 1,9,1,100000001,510000000939,
0,,Segment,2,17,Image 1,11,1,100000001,510000000953,
0.000976562,,Segment,2,16,Image 1,10,1,100000001,510000001003,
0.000976562,,Segment,2,17,Image 1,10,1,100000001,510000001014,
0.000976562,,Segment,2,4,Image 1,3,1,100000001,510000001018,
0.000976562,,Segment,2,3,Image 1,2,1,100000001,510000001044,
0.000976562,,Segment,2,19,Image 1,10,1,100000001,510000001056,
0.000976562,,Segment,2,18,Image 1,11,1,100000001,510000001058,
0.000976562,,Segment,2,19,Image 1,6,1,100000003,510000001123,
0.000976562,,Segment,2,18,Image 1,6,1,100000003,510000001202,
0,,Segment,2,17,Image 1,5,1,100000003,510000001216,
0.000976562,,Segment,2,16,Image 1,4,1,100000003,510000001244,
0.000976562,,Segment,2,15,Image 1,4,1,100000003,510000001252,
0.000976562,,Segment,2,14,Image 1,4,1,100000003,510000001266,
0.000976562,,Segment,2,13,Image 1,4,1,100000003,510000001281,
0.000976562,,Segment,2,12,Image 1,4,1,100000003,510000001295,
0.000976562,,Segment,2,11,Image 1,4,1,100000003,510000001331,
0.00195312,,Segment,2,10,Image 1,4,1,100000003,510000001380,
0.000976562,,Segment,2,9,Image 1,4,1,100000003,510000001383,
0.000976562,,Segment,2,8,Image 1,4,1,100000003,510000001389,
0.000976562,,Segment,2,7,Image 1,4,1,100000003,510000001392,
0.000976562,,Segment,2,6,Image 1,4,1,100000003,510000001413,
0,,Segment,2,5,Image 1,4,1,100000003,510000001416,
0,,Segment,2,4,Image 1,3,1,100000003,510000001422,
0,,Segment,2,3,Image 1,3,1,100000003,510000001428,
0.000976562,,Segment,2,1,Image 1,2,1,100000003,510000001466,
0,,Segment,2,0,Image 1,1,1,100000003,510000001472,
0.00195312,,Segment,2,19,Image 1,7,1,100000003,510000001515,
0.000976562,,Segment,2,16,Image 1,9,1,100000001,510000001528,
0.000976562,,Segment,2,22,Image 1,11,1,100000001,510000001539,
0.000976562,,Segment,2,21,Image 1,10,1,100000001,510000001557,
0.000976562,,Segment,2,20,Image 1,10,1,100000001,510000001637,
0.000976562,,Segment,2,19,Image 1,9,1,100000001,510000001647,
0.000976562,,Segment,2,18,Image 1,9,1,100000001,510000001654,
0.000976562,,Segment,2,21,Image 1,10,1,100000001,510000001662,
0.000976562,,Segment,2,22,Image 1,10,1,100000001,510000001698,
0.000976562,,Segment,2,18,Image 1,9,1,100000001,510000001718,
0.000976562,,Segment,2,17,Image 1,9,1,100000001,510000001793,
0.000976562,,Segment,2,21,Image 1,11,1,100000001,510000001804,
0.000976562,,Segment,2,18,Image 1,10,1,100000001,510000001806,
0.000976562,,Segment,2,20,Image 1,8,1,100000001,510000001837,
0.00195312,,Segment,2,18,Image 1,7,1,100000001,510000001861,
0.000976562,,Segment,2,17,Image 1,7,1,100000001,510000001876,
0.000976562,,Segment,2,16,Image 1,7,1,100000001,510000001884,
0.000976562,,Segment,2,15,Image 1,7,1,100000001,510000001900,
0.00195312,,Segment,2,18,Image 1,8,1,100000001,510000001921,
0.00195312,,Segment,2,17,Image 1,8,1,100000001,510000001933,
0.000976562,,Segment,2,21,Image 1,7,1,100000001,510000001949,
0.000976562,,Segment,2,20,Image 1,7,1,100000001,510000001958,
0.000976562,,Segment,2,21,Image 1,8,1,100000001,510000001977,
0.000976562,,Segment,2,19,Image 1,9,1,100000001,510000001991,
0,,Segment,2,21,Image 1,9,1,100000001,510000001995,
0.000976562,,Segment,2,20,Image 1,9,1,100000001,510000002006,
0.000976562,,Segment,2,19,Image 1,8,1,100000001,510000002009,
0.000976562,,Segment,2,18,Image 1,8,1,100000001,510000002050,
0.00195312,,Segment,2,18,Image 1,9,1,100000001,510000002053,
0.000976562,,Segment,2,19,Image 1,8,1,100000001,510000002072,
0.000976562,,Segment,2,18,Image 1,7,1,100000001,510000002076,
0.000976562,,Segment,2,17,Image 1,7,1,100000001,510000002093,
0.000976562,,Segment,2,16,Image 1,7,1,100000001,510000002102,
0.000976562,,Segment,2,15,Image 1,7,1,100000001,510000002108,
0,,Segment,2,14,Image 1,7,1,100000001,510000002111,
0.000976562,,Segment,2,18,Image 1,9,1,100000001,510000002116,
0.000976562,,Segment,2,20,Image 1,8,1,100000001,510000002125,
0.000976562,,Segment,2,19,Image 1,10,1,100000001,510000002127,
0,,Segment,2,17,Image 1,9,1,100000001,510000002132,
0.000976562,,Segment,2,16,Image 1,9,1,100000001,510000002141,
0,,Segment,2,17,Image 1,10,1,100000001,510000002144,
0.000976562,,Segment,2,16,Image 1,8,1,100000001,510000002151,
0,,Segment,2,19,Image 1,7,1,100000001,510000002153,
0,,Segment,2,18,Image 1,8,1,100000001,510000002157,
0,,Segment,2,17,Image 1,9,1,100000001,510000002160,
0,,Segment,2,17,Image 1,8,1,100000001,510000002169,
0.000976562,,Segment,2,16,Image 1,8,1,100000001,510000002181,
0,,Segment,2,17,Image 1,9,1,100000001,510000002183,
0.000976562,,Segment,2,17,Image 1,8,1,100000001,510000002185,
0.000976562,,Segment,2,10,Image 1,5,1,100000001,510000002206,
0.000976562,,Segment,2,9,Image 1,5,1,100000001,510000002218,
0.000976562,,Segment,2,10,Image 1,6,1,100000001,510000002220,
0,,Segment,2,14,Image 1,6,1,100000001,510000002223,
0.000976562,,Segment,2,13,Image 1,7,1,100000001,510000002231,
0.000976562,,Segment,2,12,Image 1,5,1,100000001,510000002240,
0,,Segment,2,15,Image 1,8,1,100000001,510000002243,
0.000976562,,Segment,2,12,Image 1,6,1,100000001,510000002245,
0.000976562,,Segment,2,10,Image 1,4,1,100000001,510000002252,
0,,Segment,2,8,Image 1,5,1,100000001,510000002259,
0,,Segment,2,8,Image 1,6,1,100000001,510000002270,
0,,Segment,2,7,Image 1,6,1,100000001,510000002283,
0.000976562,,Segment,2,6,Image 1,5,1,100000001,510000002289,
0,,Segment,2,8,Image 1,7,1,100000001,510000002291,
0.000976562,,Segment,2,7,Image 1,5,1,100000001,510000002298,
0.000976562,,Segment,2,7,Image 1,5,1,100000001,510000002302,
0.000976562,,Segment,2,5,Image 1,5,1,100000001,510000002308,
0,,Segment,2,4,Image 1,5,1,100000001,510000002311,
0.000976562,,Segment,2,7,Image 1,2,1,100000003,510000002319,
0.000976562,,Segment,2,6,Image 1,4,1,100000003,510000002349,
0.000976562,,Segment,2,5,Image 1,3,1,100000003,510000002396,
0.000976562,,Segment,2,4,Image 1,2,1,100000003,510000002413,
0.000976562,,Segment,2,3,Image 1,2,1,100000003,510000002418,
0.000976562,,Segment,2,9,Image 1,6,1,100000003,510000002504,
0.000976562,,Segment,2,8,Image 1,5,1,100000003,510000002520,
0.000976562,,Segment,2,7,Image 1,5,1,100000003,510000002524,
0.000976562,,Segment,2,6,Image 1,5,1,100000003,510000002547,
0,,Segment,2,4,Image 1,4,1,100000003,510000002567,
0.000976562,,Segment,2,1,Image 1,2,1,100000001,510000002582,
0.00195312,,Segment,2,0,Image 1,1,1,100000001,510000002662,
0.000976562,,Segment,2,0,Image 1,1,1,100000001,510000002784,
0.000976562,,Segment,2,15,Image 1,5,1,100000003,510000002835,
0.000976562,,Segment,2,14,Image 1,8,1,100000003,510000002853,
0.000976562,,Segment,2,13,Image 1,7,1,100000003,510000002873,
0.000976562,,Segment,2,11,Image 1,6,1,100000003,510000002882,
0.000976562,,Segment,2,10,Image 1,5,1,100000003,510000002890,
0.00195312,,Segment,2,2,Image 1,3,1,100000002,510000002928,
0.000976562,,Segment,2,1,Image 1,2,1,100000002,510000002949,
0.000976562,,Segment,2,0,Image 1,1,1,100000002,510000002956,
0.000976562,,Segment,2,12,Image 1,8,1,100000003,510000002981,
0.000976562,,Segment,2,11,Image 1,7,1,100000003,510000002991,
0.000976562,,Segment,2,10,Image 1,6,1,100000003,510000003018,
0.000976562,,Segment,2,9,Image 1,6,1,100000003,510000003027,
0.000976562,,Segment,2,8,Image 1,6,1,100000003,510000003048,
0,,Segment,2,7,Image 1,5,1,100000003,510000003050,
0.000976562,,Segment,2,10,Image 1,6,1,100000003,510000003071,
0.000976562,,Segment,2,9,Image 1,5,1,100000003,510000003076,
0.000976562,,Segment,2,1,Image 1,1,1,100000001,510000003102,
0,,Segment,2,3,Image 1,3,1,100000001,510000003134,
0,,Segment,2,2,Image 1,2,1,100000001,510000003140,
0.000976562,,Segment,2,1,Image 1,2,1,100000001,510000003165,
0.000976562,,Segment,2,0,Image 1,1,1,100000001,510000003190,
0.000976562,,Segment,2,5,Image 1,3,1,100000002,510000003215,
0.000976562,,Segment,2,4,Image 1,2,1,100000002,510000003251,
0,,Segment,2,3,Image 1,2,1,100000002,510000003253,
0.000976562,,Segment,2,2,Image 1,2,1,100000002,510000003287,
0.000976562,,Segment,2,1,Image 1,1,1,100000002,510000003299,
0.000976562,,Segment,2,0,Image 1,1,1,100000002,510000003320,
0.000976562,,Segment,2,12,Image 1,6,1,100000003,510000003324,
0.00195312,,Segment,2,11,Image 1,6,1,100000003,510000003339,
0.000976562,,Segment,2,12,Image 1,7,1,100000003,510000003342,
0,,Segment,2,14,Image 1,8,1,100000003,510000003347,
0.000976562,,Segment,2,13,Image 1,7,1,100000003,510000003350,
0.000976562,,Segment,2,12,Image 1,7,1,100000003,510000003372,
0,,Segment,2,14,Image 1,7,1,100000003,510000003375,
0.000976562,,Segment,2,13,Image 1,8,1,100000003,510000003384,
0,,Segment,2,3,Image 1,3,1,100000001,510000003387,
0.000976562,,Segment,2,2,Image 1,3,1,100000001,510000003406,
0,,Segment,2,3,Image 1,4,1,100000001,510000003408,
0.000976562,,Segment,2,5,Image 1,2,1,100000003,510000003416,
0.000976562,,Segment,2,0,Image 1,1,1,100000002,510000003472,
0.000976562,,Segment,2,3,Image 1,3,1,100000003,510000003484,
0.00195312,,Segment,2,2,Image 1,2,1,100000003,510000003526,
0.000976562,,Segment,2,6,Image 1,4,1,100000002,510000003528,
0.000976562,,Segment,2,5,Image 1,3,1,100000002,510000003535,
0.000976562,,Segment,2,4,Image 1,3,1,100000002,510000003541,
0.000976562,,Segment,2,3,Image 1,3,1,100000002,510000003609,
0.000976562,,Segment,2,4,Image 1,4,1,100000002,510000003620,
0,,Segment,2,6,Image 1,3,1,100000003,510000003622,
0.000976562,,Segment,2,7,Image 1,4,1,100000003,510000003641,
0.000976562,,Segment,2,6,Image 1,3,1,100000003,510000003658,
0.000976562,,Segment,2,5,Image 1,2,1,100000003,510000003670,
0.000976562,,Segment,2,7,Image 1,3,1,100000003,510000003674,
0.000976562,,Segment,2,1,Image 1,2,1,100000002,510000003691,
0.000976562,,Segment,2,2,Image 1,2,1,100000002,510000003712,
0.000976562,,Segment,2,1,Image 1,2,1,100000002,510000003758,
0.000976562,,Segment,2,0,Image 1,1,1,100000002,510000003773,
0.000976562,,Segment,2,3,Image 1,3,1,100000002,510000003801,
0.000976562,,Segment,2,2,Image 1,2,1,100000002,510000003805,
0,,Segment,2,1,Image 1,2,1,100000002,510000003810,
0,,Segment,2,0,Image 1,1,1,100000002,510000003829,
0.000976562,,Segment,2,2,Image 1,3,1,100000002,510000003842,
0,,Segment,2,2,Image 1,3,1,100000002,510000003849,
0.000976562,,Segment,2,9,Image 1,3,1,100000002,510000003862,
0.000976562,,Segment,2,8,Image 1,3,1,100000002,510000003879,
0.000976562,,Segment,2,7,Image 1,2,1,100000002,510000003896,
0.000976562,,Segment,2,6,Image 1,2,1,100000002,510000003920,
0.000976562,,Segment,2,5,Image 1,1,1,100000002,510000003924,
0.000976562,,Segment,2,4,Image 1,1,1,100000002,510000003927,
0.000976562,,Segment,2,3,Image 1,1,1,100000002,510000003933,
0.000976562,,Segment,2,2,Image 1,1,1,100000002,510000003946,
0.000976562,,Segment,2,2,Image 1,2,1,100000003,510000003964,
0.000976562,,Segment,2,1,Image 1,1,1,100000003,510000003971,
0.000976562,,Segment,2,0,Image 1,1,1,100000003,510000003979,
0.000976562,,Segment,2,2,Image 1,3,1,100000002,510000003988,
0.000976562,,Segment,2,1,Image 1,2,1,100000002,510000003997,
0.000976562,,Segment,2,0,Image 1,1,1,100000002,510000004015,
0.000976562,,Segment,2,1,Image 1,2,1,100000003,510000004066,
0.000976562,,Segment,2,0,Image 1,1,1,100000003,510000004089,
0,,Segment,2,2,Image 1,2,1,100000002,510000004096,
0.000976562,,Segment,2,2,Image 1,1,1,100000002,510000004100,
0.00195312,,Segment,2,19,Image 1,6,1,100000003,510000004106,
0.000976562,,Segment,2,18,Image 1,5,1,100000003,510000004112,
0,,Segment,2,19,Image 1,7,1,100000003,510000004114,
0.000976562,,Segment,2,4,Image 1,2,1,100000002,510000004127,
0.000976562,,Segment,2,10,Image 1,7,1,100000003,510000004144,
0.000976562,,Segment,2,17,Image 1,4,1,100000003,510000004156,
0.000976562,,Segment,2,16,Image 1,5,1,100000003,510000004173,
0.000976562,,Segment,2,14,Image 1,7,1,100000003,510000004200,
0.000976562,,Segment,2,14,Image 1,5,1,100000003,510000004206,
0.000976562,,Segment,2,13,Image 1,5,1,100000003,510000004213,
0.000976562,,Segment,2,12,Image 1,5,1,100000003,510000004221,
0.000976562,,Segment,2,11,Image 1,5,1,100000003,510000004235,
0.000976562,,Segment,2,6,Image 1,2,1,100000002,510000004239,
0.000976562,,Segment,2,5,Image 1,2,1,100000002,510000004263,
0.000976562,,Segment,2,7,Image 1,4,1,100000002,510000004270,
0.000976562,,Segment,2,7,Image 1,3,1,100000002,510000004273,
0.000976562,,Segment,2,5,Image 1,3,1,100000003,510000004281,
0.000976562,,Segment,2,4,Image 1,3,1,100000002,510000004303,
0.000976562,,Segment,2,3,Image 1,3,1,100000002,510000004319,
0,,Segment,2,2,Image 1,2,1,100000002,510000004325,
0.000976562,,Segment,2,10,Image 1,5,1,100000003,510000004357,
0.000976562,,Segment,2,13,Image 1,6,1,100000003,510000004362,
0,,Segment,2,12,Image 1,7,1,100000003,510000004366,
0.000976562,,Segment,2,10,Image 1,6,1,100000003,510000004384,
0.000976562,,Segment,2,6,Image 1,4,1,100000003,510000004397,
0,,Segment,2,5,Image 1,4,1,100000003,510000004402,
0.000976562,,Segment,2,8,Image 1,6,1,100000003,510000004418,
0.000976562,,Segment,2,10,Image 1,6,1,100000003,510000004423,
0.00195312,,Segment,2,9,Image 1,5,1,100000003,510000004431,
0.000976562,,Segment,2,8,Image 1,5,1,100000003,510000004438,
0.000976562,,Segment,2,9,Image 1,6,1,100000003,510000004451,
0.000976562,,Segment,2,10,Image 1,5,1,100000003,510000004454,
0.000976562,,Segment,2,10,Image 1,5,1,100000003,510000004458,
0,,Segment,2,7,Image 1,6,1,100000003,510000004466,
0.000976562,,Segment,2,7,Image 1,5,1,100000003,510000004473,
0,,Segment,2,9,Image 1,7,1,100000003,510000004477,
0.000976562,,Segment,2,6,Image 1,6,1,100000003,510000004498,
0.000976562,,Segment,2,8,Image 1,5,1,100000003,510000004503,
