
Spine Center Intensity Max Ch=4 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,2,Image 1,2,1,100000002,610000006132,
0,,Spine,4,13,Image 1,7,1,100000003,610000006143,
0,,Spine,4,3,Image 1,3,1,100000002,610000006150,
0,,Spine,4,1,Image 1,1,1,100000002,610000006156,
0,,Spine,4,5,Image 1,2,1,100000002,610000006164,
0,,Spine,4,5,Image 1,2,1,100000002,610000006171,
0,,Spine,4,3,Image 1,4,1,100000001,610000006174,
0,,Spine,4,0,Image 1,1,1,100000001,610000006182,
1,,Spine,4,14,Image 1,8,1,100000001,610000006193,
1,,Spine,4,14,Image 1,8,1,100000001,610000006203,
0,,Spine,4,10,Image 1,6,1,100000003,610000006211,
0,,Spine,4,1,Image 1,1,1,100000002,610000006219,
0,,Spine,4,1,Image 1,2,1,100000003,610000006225,
0,,Spine,4,14,Image 1,8,1,100000001,610000006228,
0,,Spine,4,12,Image 1,4,1,100000003,610000006235,
0,,Spine,4,12,Image 1,4,1,100000003,610000006241,
0,,Spine,4,12,Image 1,4,1,100000003,610000006245,
0,,Spine,4,0,Image 1,1,1,100000003,610000006259,
0,,Spine,4,20,Image 1,10,1,100000001,610000006264,
0,,Spine,4,20,Image 1,10,1,100000001,610000006266,
0,,Spine,4,15,Image 1,7,1,100000001,610000006269,
0,,Spine,4,17,Image 1,4,1,100000003,610000006274,
0,,Spine,4,6,Image 1,4,1,100000003,610000006279,
0,,Spine,4,3,Image 1,3,1,100000003,610000006283,
0,,Spine,4,13,Image 1,4,1,100000003,610000006286,
0,,Spine,4,4,Image 1,4,1,100000003,610000006291,
0,,Spine,4,0,Image 1,1,1,100000003,610000006301,
0,,Spine,4,20,Image 1,8,1,100000001,610000006309,
0,,Spine,4,2,Image 1,2,1,100000003,610000006312,
0,,Spine,4,17,Image 1,9,1,100000001,610000006316,
0,,Spine,4,19,Image 1,6,1,100000003,610000006321,
1,,Spine,4,0,Image 1,1,1,100000003,610000006326,
0,,Spine,4,0,Image 1,1,1,100000001,610000006331,
0,,Spine,4,22,Image 1,10,1,100000001,610000006335,
0,,Spine,4,6,Image 1,4,1,100000003,610000006342,
0,,Spine,4,4,Image 1,4,1,100000003,610000006345,
0,,Spine,4,0,Image 1,1,1,100000001,610000006350,
1,,Spine,4,17,Image 1,4,1,100000003,610000006354,
0,,Spine,4,0,Image 1,1,1,100000003,610000006361,
0,,Spine,4,0,Image 1,1,1,100000001,610000006369,
0,,Spine,4,20,Image 1,8,1,100000001,610000006376,
