
Filament Position
 ==================== 
Filament Position X,Filament Position Y,Filament Position Z,Unit,Category,Collection,Time,ID,
401.094,19995.1,1446.21,µm,Filament,Filament Position,1,100000000,
389.277,20063.2,1453.65,µm,Filament,Filament Position,1,100000001,
449.418,20012.1,1456.35,µm,Filament,Filament Position,1,100000002,
393.226,19999.9,1454.78,µm,Filament,Filament Position,1,100000003,
401.46,20061.1,1464.21,µm,Filament,Filament Position,1,100000004,
