
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,20,12,1,100000001,510000000015,
1,,Segment,19,11,1,100000001,510000000041,
0,,Segment,18,10,1,100000001,510000000044,
0,,Segment,17,10,1,100000001,510000000072,
0,,Segment,16,9,1,100000001,510000000078,
0,,Segment,15,9,1,100000001,510000000084,
4,,Segment,14,8,1,100000001,510000000114,
0,,Segment,13,8,1,100000001,510000000117,
0,,Segment,12,7,1,100000001,510000000119,
0,,Segment,11,6,1,100000001,510000000121,
0,,Segment,10,5,1,100000001,510000000124,
1,,Segment,9,4,1,100000001,510000000130,
0,,Segment,8,4,1,100000001,510000000140,
0,,Segment,7,4,1,100000001,510000000169,
1,,Segment,6,4,1,100000001,510000000178,
0,,Segment,5,4,1,100000001,510000000180,
0,,Segment,4,4,1,100000001,510000000188,
1,,Segment,3,4,1,100000001,510000000229,
0,,Segment,2,3,1,100000001,510000000286,
0,,Segment,1,2,1,100000001,510000000313,
3,,Segment,0,1,1,100000001,510000000348,
0,,Segment,21,9,1,100000001,510000000391,
0,,Segment,20,9,1,100000001,510000000401,
0,,Segment,19,8,1,100000001,510000000414,
0,,Segment,18,8,1,100000001,510000000416,
0,,Segment,16,8,1,100000001,510000000421,
0,,Segment,15,8,1,100000001,510000000424,
0,,Segment,9,2,1,100000003,510000000455,
0,,Segment,8,1,1,100000003,510000000464,
0,,Segment,7,1,1,100000003,510000000466,
0,,Segment,6,1,1,100000003,510000000470,
0,,Segment,5,1,1,100000003,510000000479,
0,,Segment,4,1,1,100000003,510000000507,
0,,Segment,3,1,1,100000003,510000000522,
0,,Segment,2,1,1,100000003,510000000529,
4,,Segment,1,1,1,100000003,510000000583,
3,,Segment,0,1,1,100000003,510000000599,
0,,Segment,18,10,1,100000001,510000000647,
0,,Segment,17,9,1,100000001,510000000679,
1,,Segment,16,8,1,100000001,510000000690,
1,,Segment,15,8,1,100000001,510000000699,
1,,Segment,13,6,1,100000001,510000000703,
0,,Segment,12,6,1,100000001,510000000705,
0,,Segment,11,5,1,100000001,510000000723,
1,,Segment,19,8,1,100000001,510000000775,
0,,Segment,17,8,1,100000001,510000000780,
0,,Segment,4,3,1,100000001,510000000830,
0,,Segment,4,4,1,100000001,510000000843,
1,,Segment,9,5,1,100000001,510000000864,
0,,Segment,4,3,1,100000001,510000000872,
0,,Segment,3,3,1,100000001,510000000902,
0,,Segment,2,2,1,100000001,510000000906,
0,,Segment,20,11,1,100000001,510000000914,
1,,Segment,19,9,1,100000001,510000000939,
0,,Segment,17,11,1,100000001,510000000953,
0,,Segment,16,10,1,100000001,510000001003,
1,,Segment,17,10,1,100000001,510000001014,
0,,Segment,4,3,1,100000001,510000001018,
0,,Segment,3,2,1,100000001,510000001044,
0,,Segment,19,10,1,100000001,510000001056,
2,,Segment,18,11,1,100000001,510000001058,
6,,Segment,19,6,1,100000003,510000001123,
0,,Segment,18,6,1,100000003,510000001202,
0,,Segment,17,5,1,100000003,510000001216,
0,,Segment,16,4,1,100000003,510000001244,
1,,Segment,15,4,1,100000003,510000001252,
0,,Segment,14,4,1,100000003,510000001266,
2,,Segment,13,4,1,100000003,510000001281,
4,,Segment,12,4,1,100000003,510000001295,
0,,Segment,11,4,1,100000003,510000001331,
0,,Segment,10,4,1,100000003,510000001380,
0,,Segment,9,4,1,100000003,510000001383,
0,,Segment,8,4,1,100000003,510000001389,
0,,Segment,7,4,1,100000003,510000001392,
9,,Segment,6,4,1,100000003,510000001413,
1,,Segment,5,4,1,100000003,510000001416,
4,,Segment,4,3,1,100000003,510000001422,
0,,Segment,3,3,1,100000003,510000001428,
1,,Segment,1,2,1,100000003,510000001466,
1,,Segment,0,1,1,100000003,510000001472,
0,,Segment,19,7,1,100000003,510000001515,
0,,Segment,16,9,1,100000001,510000001528,
0,,Segment,22,11,1,100000001,510000001539,
0,,Segment,21,10,1,100000001,510000001557,
3,,Segment,20,10,1,100000001,510000001637,
0,,Segment,19,9,1,100000001,510000001647,
0,,Segment,18,9,1,100000001,510000001654,
0,,Segment,21,10,1,100000001,510000001662,
2,,Segment,22,10,1,100000001,510000001698,
0,,Segment,18,9,1,100000001,510000001718,
0,,Segment,17,9,1,100000001,510000001793,
0,,Segment,21,11,1,100000001,510000001804,
0,,Segment,18,10,1,100000001,510000001806,
1,,Segment,20,8,1,100000001,510000001837,
1,,Segment,18,7,1,100000001,510000001861,
0,,Segment,17,7,1,100000001,510000001876,
0,,Segment,16,7,1,100000001,510000001884,
3,,Segment,15,7,1,100000001,510000001900,
1,,Segment,18,8,1,100000001,510000001921,
0,,Segment,17,8,1,100000001,510000001933,
0,,Segment,21,7,1,100000001,510000001949,
0,,Segment,20,7,1,100000001,510000001958,
0,,Segment,21,8,1,100000001,510000001977,
0,,Segment,19,9,1,100000001,510000001991,
0,,Segment,21,9,1,100000001,510000001995,
0,,Segment,20,9,1,100000001,510000002006,
0,,Segment,19,8,1,100000001,510000002009,
1,,Segment,18,8,1,100000001,510000002050,
0,,Segment,18,9,1,100000001,510000002053,
0,,Segment,19,8,1,100000001,510000002072,
0,,Segment,18,7,1,100000001,510000002076,
0,,Segment,17,7,1,100000001,510000002093,
0,,Segment,16,7,1,100000001,510000002102,
0,,Segment,15,7,1,100000001,510000002108,
0,,Segment,14,7,1,100000001,510000002111,
0,,Segment,18,9,1,100000001,510000002116,
5,,Segment,20,8,1,100000001,510000002125,
0,,Segment,19,10,1,100000001,510000002127,
0,,Segment,17,9,1,100000001,510000002132,
2,,Segment,16,9,1,100000001,510000002141,
0,,Segment,17,10,1,100000001,510000002144,
0,,Segment,16,8,1,100000001,510000002151,
0,,Segment,19,7,1,100000001,510000002153,
0,,Segment,18,8,1,100000001,510000002157,
0,,Segment,17,9,1,100000001,510000002160,
0,,Segment,17,8,1,100000001,510000002169,
0,,Segment,16,8,1,100000001,510000002181,
0,,Segment,17,9,1,100000001,510000002183,
0,,Segment,17,8,1,100000001,510000002185,
0,,Segment,10,5,1,100000001,510000002206,
0,,Segment,9,5,1,100000001,510000002218,
0,,Segment,10,6,1,100000001,510000002220,
1,,Segment,14,6,1,100000001,510000002223,
1,,Segment,13,7,1,100000001,510000002231,
1,,Segment,12,5,1,100000001,510000002240,
0,,Segment,15,8,1,100000001,510000002243,
0,,Segment,12,6,1,100000001,510000002245,
0,,Segment,10,4,1,100000001,510000002252,
0,,Segment,8,5,1,100000001,510000002259,
0,,Segment,8,6,1,100000001,510000002270,
0,,Segment,7,6,1,100000001,510000002283,
0,,Segment,6,5,1,100000001,510000002289,
0,,Segment,8,7,1,100000001,510000002291,
0,,Segment,7,5,1,100000001,510000002298,
0,,Segment,7,5,1,100000001,510000002302,
0,,Segment,5,5,1,100000001,510000002308,
0,,Segment,4,5,1,100000001,510000002311,
0,,Segment,7,2,1,100000003,510000002319,
0,,Segment,6,4,1,100000003,510000002349,
0,,Segment,5,3,1,100000003,510000002396,
0,,Segment,4,2,1,100000003,510000002413,
0,,Segment,3,2,1,100000003,510000002418,
0,,Segment,9,6,1,100000003,510000002504,
1,,Segment,8,5,1,100000003,510000002520,
0,,Segment,7,5,1,100000003,510000002524,
1,,Segment,6,5,1,100000003,510000002547,
7,,Segment,4,4,1,100000003,510000002567,
0,,Segment,1,2,1,100000001,510000002582,
2,,Segment,0,1,1,100000001,510000002662,
3,,Segment,0,1,1,100000001,510000002784,
0,,Segment,15,5,1,100000003,510000002835,
0,,Segment,14,8,1,100000003,510000002853,
2,,Segment,13,7,1,100000003,510000002873,
0,,Segment,11,6,1,100000003,510000002882,
0,,Segment,10,5,1,100000003,510000002890,
1,,Segment,2,3,1,100000002,510000002928,
2,,Segment,1,2,1,100000002,510000002949,
0,,Segment,0,1,1,100000002,510000002956,
0,,Segment,12,8,1,100000003,510000002981,
0,,Segment,11,7,1,100000003,510000002991,
3,,Segment,10,6,1,100000003,510000003018,
1,,Segment,9,6,1,100000003,510000003027,
5,,Segment,8,6,1,100000003,510000003048,
0,,Segment,7,5,1,100000003,510000003050,
1,,Segment,10,6,1,100000003,510000003071,
2,,Segment,9,5,1,100000003,510000003076,
0,,Segment,1,1,1,100000001,510000003102,
0,,Segment,3,3,1,100000001,510000003134,
0,,Segment,2,2,1,100000001,510000003140,
0,,Segment,1,2,1,100000001,510000003165,
6,,Segment,0,1,1,100000001,510000003190,
0,,Segment,5,3,1,100000002,510000003215,
1,,Segment,4,2,1,100000002,510000003251,
0,,Segment,3,2,1,100000002,510000003253,
0,,Segment,2,2,1,100000002,510000003287,
1,,Segment,1,1,1,100000002,510000003299,
0,,Segment,0,1,1,100000002,510000003320,
0,,Segment,12,6,1,100000003,510000003324,
1,,Segment,11,6,1,100000003,510000003339,
0,,Segment,12,7,1,100000003,510000003342,
0,,Segment,14,8,1,100000003,510000003347,
0,,Segment,13,7,1,100000003,510000003350,
0,,Segment,12,7,1,100000003,510000003372,
0,,Segment,14,7,1,100000003,510000003375,
0,,Segment,13,8,1,100000003,510000003384,
0,,Segment,3,3,1,100000001,510000003387,
0,,Segment,2,3,1,100000001,510000003406,
0,,Segment,3,4,1,100000001,510000003408,
0,,Segment,5,2,1,100000003,510000003416,
1,,Segment,0,1,1,100000002,510000003472,
1,,Segment,3,3,1,100000003,510000003484,
3,,Segment,2,2,1,100000003,510000003526,
0,,Segment,6,4,1,100000002,510000003528,
0,,Segment,5,3,1,100000002,510000003535,
0,,Segment,4,3,1,100000002,510000003541,
0,,Segment,3,3,1,100000002,510000003609,
0,,Segment,4,4,1,100000002,510000003620,
0,,Segment,6,3,1,100000003,510000003622,
0,,Segment,7,4,1,100000003,510000003641,
0,,Segment,6,3,1,100000003,510000003658,
1,,Segment,5,2,1,100000003,510000003670,
0,,Segment,7,3,1,100000003,510000003674,
0,,Segment,1,2,1,100000002,510000003691,
1,,Segment,2,2,1,100000002,510000003712,
0,,Segment,1,2,1,100000002,510000003758,
0,,Segment,0,1,1,100000002,510000003773,
1,,Segment,3,3,1,100000002,510000003801,
0,,Segment,2,2,1,100000002,510000003805,
0,,Segment,1,2,1,100000002,510000003810,
0,,Segment,0,1,1,100000002,510000003829,
0,,Segment,2,3,1,100000002,510000003842,
0,,Segment,2,3,1,100000002,510000003849,
0,,Segment,9,3,1,100000002,510000003862,
0,,Segment,8,3,1,100000002,510000003879,
0,,Segment,7,2,1,100000002,510000003896,
0,,Segment,6,2,1,100000002,510000003920,
0,,Segment,5,1,1,100000002,510000003924,
0,,Segment,4,1,1,100000002,510000003927,
0,,Segment,3,1,1,100000002,510000003933,
0,,Segment,2,1,1,100000002,510000003946,
0,,Segment,2,2,1,100000003,510000003964,
0,,Segment,1,1,1,100000003,510000003971,
0,,Segment,0,1,1,100000003,510000003979,
0,,Segment,2,3,1,100000002,510000003988,
0,,Segment,1,2,1,100000002,510000003997,
0,,Segment,0,1,1,100000002,510000004015,
2,,Segment,1,2,1,100000003,510000004066,
0,,Segment,0,1,1,100000003,510000004089,
0,,Segment,2,2,1,100000002,510000004096,
0,,Segment,2,1,1,100000002,510000004100,
1,,Segment,19,6,1,100000003,510000004106,
0,,Segment,18,5,1,100000003,510000004112,
0,,Segment,19,7,1,100000003,510000004114,
0,,Segment,4,2,1,100000002,510000004127,
2,,Segment,10,7,1,100000003,510000004144,
2,,Segment,17,4,1,100000003,510000004156,
1,,Segment,16,5,1,100000003,510000004173,
0,,Segment,14,7,1,100000003,510000004200,
0,,Segment,14,5,1,100000003,510000004206,
0,,Segment,13,5,1,100000003,510000004213,
0,,Segment,12,5,1,100000003,510000004221,
0,,Segment,11,5,1,100000003,510000004235,
0,,Segment,6,2,1,100000002,510000004239,
2,,Segment,5,2,1,100000002,510000004263,
1,,Segment,7,4,1,100000002,510000004270,
0,,Segment,7,3,1,100000002,510000004273,
0,,Segment,5,3,1,100000003,510000004281,
0,,Segment,4,3,1,100000002,510000004303,
0,,Segment,3,3,1,100000002,510000004319,
0,,Segment,2,2,1,100000002,510000004325,
1,,Segment,10,5,1,100000003,510000004357,
0,,Segment,13,6,1,100000003,510000004362,
0,,Segment,12,7,1,100000003,510000004366,
0,,Segment,10,6,1,100000003,510000004384,
1,,Segment,6,4,1,100000003,510000004397,
1,,Segment,5,4,1,100000003,510000004402,
0,,Segment,8,6,1,100000003,510000004418,
0,,Segment,10,6,1,100000003,510000004423,
0,,Segment,9,5,1,100000003,510000004431,
0,,Segment,8,5,1,100000003,510000004438,
0,,Segment,9,6,1,100000003,510000004451,
0,,Segment,10,5,1,100000003,510000004454,
0,,Segment,10,5,1,100000003,510000004458,
0,,Segment,7,6,1,100000003,510000004466,
0,,Segment,7,5,1,100000003,510000004473,
1,,Segment,9,7,1,100000003,510000004477,
1,,Segment,6,6,1,100000003,510000004498,
0,,Segment,8,5,1,100000003,510000004503,
4,,Segment,7,6,1,100000003,510000004517,
0,,Segment,3,2,1,100000003,510000004525,
0,,Segment,2,3,1,100000003,510000004529,
0,,Segment,5,2,1,100000002,510000004552,
1,,Segment,9,4,1,100000002,510000004559,
0,,Segment,8,2,1,100000002,510000004569,
0,,Segment,8,3,1,100000002,510000004580,
0,,Segment,3,3,1,100000002,510000004584,
1,,Segment,2,2,1,100000002,510000004598,
1,,Segment,1,2,1,100000002,510000004623,
0,,Segment,0,1,1,100000002,510000004630,
0,,Segment,3,2,1,100000002,510000004633,
2,,Segment,2,3,1,100000002,510000004660,
0,,Segment,3,2,1,100000002,510000004713,
2,,Segment,2,2,1,100000002,510000004775,
0,,Segment,1,1,1,100000002,510000004781,
0,,Segment,0,1,1,100000002,510000004803,
1,,Segment,3,2,1,100000002,510000004829,
0,,Segment,2,2,1,100000003,510000004875,
0,,Segment,1,1,1,100000003,510000004880,
0,,Segment,8,2,1,100000003,510000004908,
0,,Segment,3,2,1,100000001,510000004944,
2,,Segment,2,1,1,100000003,510000005037,
0,,Segment,4,4,1,100000001,510000005048,
0,,Segment,3,3,1,100000001,510000005084,
0,,Segment,2,2,1,100000001,510000005088,
0,,Segment,1,2,1,100000001,510000005098,
5,,Segment,0,1,1,100000001,510000005122,
0,,Segment,6,1,1,100000002,510000005126,
0,,Segment,3,2,1,100000002,510000005128,
0,,Segment,6,2,1,100000003,510000005161,
0,,Segment,3,2,1,100000003,510000005163,
1,,Segment,9,1,1,100000003,510000005166,
0,,Segment,4,3,1,100000001,510000005168,
0,,Segment,6,2,1,100000003,510000005175,
0,,Segment,3,3,1,100000002,510000005184,
0,,Segment,4,3,1,100000003,510000005199,
0,,Segment,1,1,1,100000001,510000005207,
0,,Segment,4,2,1,100000003,510000005214,
0,,Segment,3,2,1,100000001,510000005216,
2,,Segment,2,1,1,100000003,510000005286,
0,,Segment,1,2,1,100000002,510000005297,
1,,Segment,1,1,1,100000001,510000005348,
0,,Segment,2,1,1,100000002,510000005350,
0,,Segment,2,3,1,100000001,510000005356,
0,,Segment,2,2,1,100000002,510000005361,
0,,Segment,2,1,1,100000003,510000005400,
0,,Segment,1,1,1,100000003,510000005411,
0,,Segment,1,2,1,100000003,510000005422,
1,,Segment,1,1,1,100000001,510000005425,
1,,Segment,1,1,1,100000002,510000005460,
4,,Segment,0,1,1,100000003,510000005476,
0,,Segment,1,2,1,100000003,510000005486,
1,,Segment,1,1,1,100000001,510000005515,
0,,Segment,0,1,1,100000001,510000005538,
0,,Segment,2,2,1,100000003,510000005550,
2,,Segment,1,2,1,100000001,510000005561,
1,,Segment,0,1,1,100000001,510000005584,
0,,Segment,0,1,1,100000003,510000005602,
0,,Segment,0,1,1,100000003,510000005611,
0,,Segment,0,1,1,100000002,510000005619,
2,,Segment,1,1,1,100000002,510000005621,
0,,Segment,1,1,1,100000002,510000005627,
0,,Segment,0,1,1,100000001,510000005643,
2,,Segment,0,1,1,100000003,510000005661,
0,,Segment,17,8,1,100000001,510000005664,
0,,Segment,21,10,1,100000001,510000005665,
0,,Segment,14,9,1,100000001,510000005666,
0,,Segment,13,7,1,100000001,510000005667,
0,,Segment,14,8,1,100000001,510000005668,
1,,Segment,14,7,1,100000001,510000005669,
0,,Segment,18,9,1,100000001,510000005670,
0,,Segment,18,8,1,100000001,510000005671,
0,,Segment,19,7,1,100000001,510000005672,
0,,Segment,3,3,1,100000001,510000005673,
0,,Segment,4,4,1,100000001,510000005674,
0,,Segment,4,2,1,100000001,510000005675,
0,,Segment,6,3,1,100000002,510000005679,
0,,Segment,6,3,1,100000002,510000005680,
0,,Segment,5,4,1,100000002,510000005681,
0,,Segment,7,3,1,100000002,510000005682,
0,,Segment,1,1,1,100000002,510000005683,
0,,Segment,3,2,1,100000002,510000005685,
0,,Segment,1,1,1,100000002,510000005686,
0,,Segment,2,2,1,100000003,510000005688,
0,,Segment,18,6,1,100000003,510000005689,
0,,Segment,12,6,1,100000003,510000005690,
0,,Segment,11,5,1,100000003,510000005691,
0,,Segment,9,5,1,100000003,510000005692,
1,,Segment,6,5,1,100000003,510000005693,
0,,Segment,5,5,1,100000003,510000005694,
0,,Segment,6,5,1,100000003,510000005695,
