
Spine Terminal Pt Time Index
 ==================== 
Spine Terminal Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,,,1,,610000006120,
1,,Spine,13,7,1,100000003,610000006143,
1,,Spine,3,3,1,100000002,610000006150,
1,,Spine,1,1,1,100000002,610000006156,
1,,Spine,5,2,1,100000002,610000006164,
1,,Spine,5,2,1,100000002,610000006171,
1,,Spine,3,4,1,100000001,610000006174,
1,,Spine,0,1,1,100000001,610000006182,
1,,Spine,14,8,1,100000001,610000006193,
1,,Spine,14,8,1,100000001,610000006203,
1,,Spine,10,6,1,100000003,610000006211,
1,,Spine,1,1,1,100000002,610000006219,
1,,Spine,1,2,1,100000003,610000006225,
1,,Spine,14,8,1,100000001,610000006228,
1,,Spine,12,4,1,100000003,610000006235,
1,,Spine,12,4,1,100000003,610000006241,
1,,Spine,12,4,1,100000003,610000006245,
1,,Spine,,,1,,610000006247,
1,,Spine,20,10,1,100000001,610000006264,
1,,Spine,20,10,1,100000001,610000006266,
1,,Spine,15,7,1,100000001,610000006269,
1,,Spine,17,4,1,100000003,610000006274,
1,,Spine,6,4,1,100000003,610000006279,
1,,Spine,3,3,1,100000003,610000006283,
1,,Spine,13,4,1,100000003,610000006286,
1,,Spine,4,4,1,100000003,610000006291,
1,,Spine,,,1,,610000006293,
1,,Spine,20,8,1,100000001,610000006309,
1,,Spine,2,2,1,100000003,610000006312,
1,,Spine,17,9,1,100000001,610000006316,
1,,Spine,19,6,1,100000003,610000006321,
1,,Spine,,,1,,610000006323,
1,,Spine,0,1,1,100000001,610000006331,
1,,Spine,22,10,1,100000001,610000006335,
1,,Spine,6,4,1,100000003,610000006342,
1,,Spine,4,4,1,100000003,610000006345,
1,,Spine,,,1,,610000006347,
1,,Spine,17,4,1,100000003,610000006354,
1,,Spine,,,1,,610000006356,
1,,Spine,,,1,,610000006364,
1,,Spine,20,8,1,100000001,610000006376,
1,,Spine,0,1,1,100000001,610000006381,
1,,Spine,,,1,,610000006383,
1,,Spine,22,10,1,100000001,610000006388,
1,,Spine,,,1,,610000006390,
1,,Spine,20,10,1,100000001,610000006397,
1,,Spine,1,1,1,100000003,610000006401,
1,,Spine,0,1,1,100000003,610000006410,
1,,Spine,,,1,,610000006412,
1,,Spine,0,1,1,100000001,610000006420,
1,,Spine,13,4,1,100000003,610000006422,
1,,Spine,6,4,1,100000003,610000006430,
1,,Spine,,,1,,610000006432,
1,,Spine,4,4,1,100000003,610000006441,
1,,Spine,9,1,1,100000003,610000006449,
