
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
74.1347,°,Segment,20,12,1,100000001,510000000015,
16.2247,°,Segment,19,11,1,100000001,510000000041,
53.9411,°,Segment,18,10,1,100000001,510000000044,
29.4029,°,Segment,17,10,1,100000001,510000000072,
18.7475,°,Segment,16,9,1,100000001,510000000078,
60.6029,°,Segment,15,9,1,100000001,510000000084,
21.0375,°,Segment,14,8,1,100000001,510000000114,
48.7363,°,Segment,13,8,1,100000001,510000000117,
39.7496,°,Segment,12,7,1,100000001,510000000119,
29.5802,°,Segment,11,6,1,100000001,510000000121,
27.4682,°,Segment,10,5,1,100000001,510000000124,
23.9597,°,Segment,9,4,1,100000001,510000000130,
38.9687,°,Segment,8,4,1,100000001,510000000140,
44.6316,°,Segment,7,4,1,100000001,510000000169,
57.676,°,Segment,6,4,1,100000001,510000000178,
27.7629,°,Segment,5,4,1,100000001,510000000180,
29.7296,°,Segment,4,4,1,100000001,510000000188,
64.0063,°,Segment,3,4,1,100000001,510000000229,
7.73949,°,Segment,2,3,1,100000001,510000000286,
41.6246,°,Segment,1,2,1,100000001,510000000313,
0,°,Segment,0,1,1,100000001,510000000348,
44.5195,°,Segment,21,9,1,100000001,510000000391,
45.4031,°,Segment,20,9,1,100000001,510000000401,
9.33265,°,Segment,19,8,1,100000001,510000000414,
13.6699,°,Segment,18,8,1,100000001,510000000416,
41.6498,°,Segment,16,8,1,100000001,510000000421,
44.6163,°,Segment,15,8,1,100000001,510000000424,
59.0339,°,Segment,9,2,1,100000003,510000000455,
38.9654,°,Segment,8,1,1,100000003,510000000464,
45.5534,°,Segment,7,1,1,100000003,510000000466,
3.4288,°,Segment,6,1,1,100000003,510000000470,
44.5417,°,Segment,5,1,1,100000003,510000000479,
8.54569,°,Segment,4,1,1,100000003,510000000507,
36.6633,°,Segment,3,1,1,100000003,510000000522,
7.48724,°,Segment,2,1,1,100000003,510000000529,
32.7022,°,Segment,1,1,1,100000003,510000000583,
0,°,Segment,0,1,1,100000003,510000000599,
109.757,°,Segment,18,10,1,100000001,510000000647,
38.3348,°,Segment,17,9,1,100000001,510000000679,
26.1597,°,Segment,16,8,1,100000001,510000000690,
48.12,°,Segment,15,8,1,100000001,510000000699,
18.2804,°,Segment,13,6,1,100000001,510000000703,
21.4659,°,Segment,12,6,1,100000001,510000000705,
94.7169,°,Segment,11,5,1,100000001,510000000723,
20.7048,°,Segment,19,8,1,100000001,510000000775,
70.3964,°,Segment,17,8,1,100000001,510000000780,
61.2187,°,Segment,4,3,1,100000001,510000000830,
27.8145,°,Segment,4,4,1,100000001,510000000843,
105.585,°,Segment,9,5,1,100000001,510000000864,
57.3343,°,Segment,4,3,1,100000001,510000000872,
54.364,°,Segment,3,3,1,100000001,510000000902,
78.9334,°,Segment,2,2,1,100000001,510000000906,
27.2722,°,Segment,20,11,1,100000001,510000000914,
36.7856,°,Segment,19,9,1,100000001,510000000939,
63.8204,°,Segment,17,11,1,100000001,510000000953,
16.6651,°,Segment,16,10,1,100000001,510000001003,
114.303,°,Segment,17,10,1,100000001,510000001014,
60.6681,°,Segment,4,3,1,100000001,510000001018,
34.321,°,Segment,3,2,1,100000001,510000001044,
57.2321,°,Segment,19,10,1,100000001,510000001056,
68.4,°,Segment,18,11,1,100000001,510000001058,
114.96,°,Segment,19,6,1,100000003,510000001123,
21.212,°,Segment,18,6,1,100000003,510000001202,
105.543,°,Segment,17,5,1,100000003,510000001216,
43.443,°,Segment,16,4,1,100000003,510000001244,
70.0261,°,Segment,15,4,1,100000003,510000001252,
10.6272,°,Segment,14,4,1,100000003,510000001266,
28.2382,°,Segment,13,4,1,100000003,510000001281,
37.198,°,Segment,12,4,1,100000003,510000001295,
45.9147,°,Segment,11,4,1,100000003,510000001331,
6.57128,°,Segment,10,4,1,100000003,510000001380,
29.9335,°,Segment,9,4,1,100000003,510000001383,
18.3536,°,Segment,8,4,1,100000003,510000001389,
9.20517,°,Segment,7,4,1,100000003,510000001392,
45.8442,°,Segment,6,4,1,100000003,510000001413,
6.20178,°,Segment,5,4,1,100000003,510000001416,
80.1987,°,Segment,4,3,1,100000003,510000001422,
21.8899,°,Segment,3,3,1,100000003,510000001428,
64.416,°,Segment,1,2,1,100000003,510000001466,
0,°,Segment,0,1,1,100000003,510000001472,
89.0542,°,Segment,19,7,1,100000003,510000001515,
71.7741,°,Segment,16,9,1,100000001,510000001528,
94.526,°,Segment,22,11,1,100000001,510000001539,
85.4026,°,Segment,21,10,1,100000001,510000001557,
38.7026,°,Segment,20,10,1,100000001,510000001637,
23.4165,°,Segment,19,9,1,100000001,510000001647,
67.6869,°,Segment,18,9,1,100000001,510000001654,
85.1104,°,Segment,21,10,1,100000001,510000001662,
59.776,°,Segment,22,10,1,100000001,510000001698,
40.1611,°,Segment,18,9,1,100000001,510000001718,
17.032,°,Segment,17,9,1,100000001,510000001793,
79.5888,°,Segment,21,11,1,100000001,510000001804,
70.6471,°,Segment,18,10,1,100000001,510000001806,
33.2326,°,Segment,20,8,1,100000001,510000001837,
48.1639,°,Segment,18,7,1,100000001,510000001861,
9.49442,°,Segment,17,7,1,100000001,510000001876,
13.005,°,Segment,16,7,1,100000001,510000001884,
34.9932,°,Segment,15,7,1,100000001,510000001900,
113.835,°,Segment,18,8,1,100000001,510000001921,
75.2429,°,Segment,17,8,1,100000001,510000001933,
31.4426,°,Segment,21,7,1,100000001,510000001949,
56.5585,°,Segment,20,7,1,100000001,510000001958,
55.7387,°,Segment,21,8,1,100000001,510000001977,
72.8213,°,Segment,19,9,1,100000001,510000001991,
40.2007,°,Segment,21,9,1,100000001,510000001995,
49.5056,°,Segment,20,9,1,100000001,510000002006,
82.7258,°,Segment,19,8,1,100000001,510000002009,
38.5449,°,Segment,18,8,1,100000001,510000002050,
16.9961,°,Segment,18,9,1,100000001,510000002053,
38.9392,°,Segment,19,8,1,100000001,510000002072,
41.6876,°,Segment,18,7,1,100000001,510000002076,
34.3399,°,Segment,17,7,1,100000001,510000002093,
25.7416,°,Segment,16,7,1,100000001,510000002102,
31.1231,°,Segment,15,7,1,100000001,510000002108,
44.9366,°,Segment,14,7,1,100000001,510000002111,
57.4945,°,Segment,18,9,1,100000001,510000002116,
80.3291,°,Segment,20,8,1,100000001,510000002125,
43.3288,°,Segment,19,10,1,100000001,510000002127,
53.5887,°,Segment,17,9,1,100000001,510000002132,
67.3185,°,Segment,16,9,1,100000001,510000002141,
22.6399,°,Segment,17,10,1,100000001,510000002144,
100.926,°,Segment,16,8,1,100000001,510000002151,
76.8115,°,Segment,19,7,1,100000001,510000002153,
80.9475,°,Segment,18,8,1,100000001,510000002157,
105.115,°,Segment,17,9,1,100000001,510000002160,
28.0781,°,Segment,17,8,1,100000001,510000002169,
48.8109,°,Segment,16,8,1,100000001,510000002181,
95.3247,°,Segment,17,9,1,100000001,510000002183,
100.096,°,Segment,17,8,1,100000001,510000002185,
27.3169,°,Segment,10,5,1,100000001,510000002206,
141.109,°,Segment,9,5,1,100000001,510000002218,
