
Segment Intensity Median Ch=2 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
18.0625,,Segment,2,12,Image 1,6,1,100000000,510000000044,
27.0625,,Segment,2,11,Image 1,6,1,100000000,510000000053,
54.0625,,Segment,2,10,Image 1,5,1,100000000,510000000068,
37.0625,,Segment,2,9,Image 1,5,1,100000000,510000000074,
18.0625,,Segment,2,8,Image 1,5,1,100000000,510000000079,
30.125,,Segment,2,7,Image 1,5,1,100000000,510000000120,
54.125,,Segment,2,6,Image 1,4,1,100000000,510000000155,
48.125,,Segment,2,5,Image 1,3,1,100000000,510000000183,
65.125,,Segment,2,4,Image 1,3,1,100000000,510000000191,
31.875,,Segment,2,3,Image 1,3,1,100000000,510000000252,
27.0625,,Segment,2,2,Image 1,2,1,100000000,510000000258,
41.0625,,Segment,2,1,Image 1,1,1,100000000,510000000266,
58.0625,,Segment,2,0,Image 1,1,1,100000000,510000000268,
22.125,,Segment,2,12,Image 1,7,1,100000000,510000000294,
47.0625,,Segment,2,11,Image 1,5,1,100000000,510000000299,
12.0625,,Segment,2,9,Image 1,6,1,100000000,510000000304,
25.0625,,Segment,2,6,Image 1,3,1,100000003,510000000328,
47.125,,Segment,2,5,Image 1,3,1,100000003,510000000345,
51.0625,,Segment,2,4,Image 1,3,1,100000003,510000000364,
51.0625,,Segment,2,3,Image 1,3,1,100000003,510000000375,
62.125,,Segment,2,2,Image 1,2,1,100000003,510000000403,
83.125,,Segment,2,0,Image 1,1,1,100000003,510000000413,
20.0625,,Segment,2,7,Image 1,5,1,100000003,510000000437,
21.0625,,Segment,2,6,Image 1,4,1,100000003,510000000439,
29.0625,,Segment,2,7,Image 1,4,1,100000003,510000000449,
67.125,,Segment,2,7,Image 1,5,1,100000003,510000000456,
56.125,,Segment,2,6,Image 1,5,1,100000003,510000000461,
49.0625,,Segment,2,5,Image 1,4,1,100000003,510000000476,
61.5625,,Segment,2,7,Image 1,6,1,100000003,510000000478,
46.125,,Segment,2,6,Image 1,4,1,100000003,510000000481,
