
Spine Number of Voxel Ch=4 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
95,,Spine,4,17,Image 1,3,1,100000002,610000006403,
67,,Spine,4,13,Image 1,1,1,100000002,610000006406,
98,,Spine,4,4,Image 1,3,1,100000003,610000006410,
89,,Spine,4,7,Image 1,4,1,100000002,610000006415,
44,,Spine,4,9,Image 1,3,1,100000002,610000006420,
130,,Spine,4,4,Image 1,3,1,100000000,610000006424,
75,,Spine,4,15,Image 1,4,1,100000000,610000006427,
122,,Spine,4,3,Image 1,2,1,100000001,610000006430,
108,,Spine,4,24,Image 1,5,1,100000000,610000006438,
95,,Spine,4,7,Image 1,5,1,100000001,610000006441,
97,,Spine,4,7,Image 1,2,1,100000002,610000006444,
156,,Spine,4,23,Image 1,4,1,100000000,610000006447,
54,,Spine,4,9,Image 1,5,1,100000000,610000006450,
160,,Spine,4,8,Image 1,2,1,100000001,610000006454,
67,,Spine,4,3,Image 1,2,1,100000002,610000006456,
64,,Spine,4,5,Image 1,1,1,100000001,610000006459,
293,,Spine,4,13,Image 1,2,1,100000002,610000006462,
76,,Spine,4,7,Image 1,6,1,100000001,610000006464,
140,,Spine,4,4,Image 1,3,1,100000001,610000006467,
63,,Spine,4,7,Image 1,5,1,100000000,610000006471,
77,,Spine,4,3,Image 1,2,1,100000002,610000006473,
65,,Spine,4,12,Image 1,2,1,100000002,610000006477,
48,,Spine,4,0,Image 1,1,1,100000002,610000006481,
202,,Spine,4,2,Image 1,2,1,100000003,610000006487,
195,,Spine,4,2,Image 1,2,1,100000003,610000006490,
405,,Spine,4,6,Image 1,4,1,100000001,610000006495,
399,,Spine,4,6,Image 1,4,1,100000001,610000006500,
191,,Spine,4,0,Image 1,1,1,100000000,610000006507,
176,,Spine,4,0,Image 1,1,1,100000000,610000006514,
233,,Spine,4,4,Image 1,2,1,100000001,610000006516,
146,,Spine,4,8,Image 1,3,1,100000001,610000006519,
443,,Spine,4,0,Image 1,1,1,100000000,610000006526,
101,,Spine,4,12,Image 1,2,1,100000002,610000006528,
197,,Spine,4,9,Image 1,5,1,100000002,610000006531,
66,,Spine,4,5,Image 1,2,1,100000002,610000006533,
161,,Spine,4,1,Image 1,1,1,100000002,610000006537,
95,,Spine,4,8,Image 1,1,1,100000000,610000006540,
73,,Spine,4,9,Image 1,2,1,100000001,610000006544,
139,,Spine,4,0,Image 1,1,1,100000003,610000006548,
34,,Spine,4,0,Image 1,1,1,100000002,610000006552,
366,,Spine,4,4,Image 1,2,1,100000003,610000006556,
128,,Spine,4,12,Image 1,2,1,100000000,610000006560,
65,,Spine,4,21,Image 1,4,1,100000000,610000006563,
82,,Spine,4,8,Image 1,3,1,100000002,610000006566,
142,,Spine,4,8,Image 1,1,1,100000002,610000006570,
183,,Spine,4,0,Image 1,1,1,100000002,610000006573,
143,,Spine,4,0,Image 1,1,1,100000002,610000006577,
72,,Spine,4,12,Image 1,2,1,100000000,610000006579,
152,,Spine,4,0,Image 1,1,1,100000003,610000006586,
382,,Spine,4,0,Image 1,1,1,100000000,610000006589,
65,,Spine,4,5,Image 1,2,1,100000000,610000006591,
102,,Spine,4,3,Image 1,2,1,100000001,610000006593,
855,,Spine,4,0,Image 1,1,1,100000003,610000006596,
68,,Spine,4,2,Image 1,2,1,100000002,610000006598,
118,,Spine,4,5,Image 1,2,1,100000001,610000006600,
186,,Spine,4,15,Image 1,1,1,100000000,610000006602,
151,,Spine,4,4,Image 1,3,1,100000002,610000006605,
100,,Spine,4,12,Image 1,2,1,100000002,610000006608,
70,,Spine,4,1,Image 1,2,1,100000002,610000006612,
83,,Spine,4,24,Image 1,5,1,100000000,610000006615,
145,,Spine,4,0,Image 1,1,1,100000003,610000006617,
138,,Spine,4,0,Image 1,1,1,100000000,610000006622,
135,,Spine,4,1,Image 1,1,1,100000001,610000006627,
70,,Spine,4,2,Image 1,2,1,100000002,610000006629,
340,,Spine,4,0,Image 1,1,1,100000000,610000006632,
46,,Spine,4,9,Image 1,2,1,100000000,610000006635,
73,,Spine,4,24,Image 1,4,1,100000000,610000006639,
71,,Spine,4,14,Image 1,3,1,100000000,610000006641,
141,,Spine,4,8,Image 1,1,1,100000001,610000006644,
107,,Spine,4,12,Image 1,2,1,100000000,610000006646,
205,,Spine,4,5,Image 1,2,1,100000001,610000006650,
80,,Spine,4,7,Image 1,4,1,100000002,610000006652,
124,,Spine,4,0,Image 1,1,1,100000001,610000006657,
116,,Spine,4,6,Image 1,2,1,100000000,610000006659,
77,,Spine,4,24,Image 1,5,1,100000000,610000006661,
96,,Spine,4,2,Image 1,2,1,100000002,610000006663,
404,,Spine,4,2,Image 1,2,1,100000002,610000006665,
101,,Spine,4,7,Image 1,5,1,100000000,610000006668,
1088,,Spine,4,0,Image 1,1,1,100000002,610000006673,
91,,Spine,4,14,Image 1,7,1,100000001,610000006675,
69,,Spine,4,4,Image 1,3,1,100000001,610000006677,
307,,Spine,4,0,Image 1,1,1,100000002,610000006683,
56,,Spine,4,12,Image 1,2,1,100000002,610000006685,
139,,Spine,4,11,Image 1,6,1,100000001,610000006687,
84,,Spine,4,4,Image 1,1,1,100000002,610000006690,
145,,Spine,4,6,Image 1,4,1,100000001,610000006694,
99,,Spine,4,10,Image 1,2,1,100000002,610000006699,
16,,Spine,4,0,Image 1,1,1,100000002,610000006701,
78,,Spine,4,13,Image 1,1,1,100000000,610000006706,
118,,Spine,4,8,Image 1,1,1,100000002,610000006708,
261,,Spine,4,0,Image 1,1,1,100000002,610000006714,
114,,Spine,4,0,Image 1,1,1,100000002,610000006716,
110,,Spine,4,22,Image 1,5,1,100000000,610000006718,
223,,Spine,4,8,Image 1,2,1,100000002,610000006721,
120,,Spine,4,8,Image 1,1,1,100000002,610000006723,
143,,Spine,4,0,Image 1,1,1,100000003,610000006725,
69,,Spine,4,1,Image 1,2,1,100000002,610000006727,
329,,Spine,4,0,Image 1,1,1,100000002,610000006730,
157,,Spine,4,7,Image 1,5,1,100000000,610000006732,
91,,Spine,4,13,Image 1,1,1,100000002,610000006736,
14,,Spine,4,0,Image 1,1,1,100000002,610000006742,
184,,Spine,4,0,Image 1,1,1,100000000,610000006744,
375,,Spine,4,15,Image 1,1,1,100000002,610000006746,
85,,Spine,4,5,Image 1,4,1,100000003,610000006750,
92,,Spine,4,0,Image 1,1,1,100000002,610000006752,
226,,Spine,4,2,Image 1,2,1,100000001,610000006755,
213,,Spine,4,0,Image 1,1,1,100000002,610000006758,
265,,Spine,4,9,Image 1,4,1,100000001,610000006762,
76,,Spine,4,0,Image 1,1,1,100000002,610000006764,
221,,Spine,4,0,Image 1,1,1,100000000,610000006766,
45,,Spine,4,2,Image 1,2,1,100000001,610000006768,
160,,Spine,4,12,Image 1,1,1,100000002,610000006772,
126,,Spine,4,9,Image 1,4,1,100000001,610000006774,
122,,Spine,4,0,Image 1,1,1,100000003,610000006776,
139,,Spine,4,0,Image 1,1,1,100000000,610000006778,
33,,Spine,4,0,Image 1,1,1,100000002,610000006782,
257,,Spine,4,5,Image 1,2,1,100000002,610000006789,
123,,Spine,4,0,Image 1,1,1,100000000,610000006791,
143,,Spine,4,24,Image 1,2,1,100000000,610000006797,
70,,Spine,4,0,Image 1,1,1,100000003,610000006804,
74,,Spine,4,0,Image 1,1,1,100000003,610000006808,
54,,Spine,4,0,Image 1,1,1,100000002,610000006810,
242,,Spine,4,10,Image 1,4,1,100000001,610000006814,
16,,Spine,4,2,Image 1,2,1,100000001,610000006816,
562,,Spine,4,0,Image 1,1,1,100000002,610000006825,
259,,Spine,4,0,Image 1,1,1,100000002,610000006828,
109,,Spine,4,0,Image 1,1,1,100000003,610000006833,
239,,Spine,4,0,Image 1,1,1,100000000,610000006838,
99,,Spine,4,2,Image 1,2,1,100000001,610000006840,
160,,Spine,4,4,Image 1,1,1,100000002,610000006842,
337,,Spine,4,0,Image 1,1,1,100000002,610000006844,
197,,Spine,4,8,Image 1,2,1,100000001,610000006850,
114,,Spine,4,8,Image 1,2,1,100000001,610000006853,
145,,Spine,4,2,Image 1,2,1,100000003,610000006855,
112,,Spine,4,11,Image 1,6,1,100000001,610000006859,
30,,Spine,4,2,Image 1,2,1,100000001,610000006871,
140,,Spine,4,4,Image 1,3,1,100000001,610000006880,
196,,Spine,4,0,Image 1,1,1,100000003,610000006888,
127,,Spine,4,24,Image 1,2,1,100000000,610000006895,
236,,Spine,4,4,Image 1,2,1,100000003,610000006914,
66,,Spine,4,12,Image 1,6,1,100000000,610000006947,
92,,Spine,4,10,Image 1,5,1,100000000,610000006948,
44,,Spine,4,9,Image 1,6,1,100000000,610000006949,
94,,Spine,4,9,Image 1,6,1,100000000,610000006950,
53,,Spine,4,9,Image 1,6,1,100000000,610000006951,
361,,Spine,4,7,Image 1,4,1,100000000,610000006952,
84,,Spine,4,7,Image 1,5,1,100000000,610000006953,
82,,Spine,4,7,Image 1,5,1,100000000,610000006954,
75,,Spine,4,6,Image 1,4,1,100000000,610000006955,
44,,Spine,4,6,Image 1,5,1,100000000,610000006956,
191,,Spine,4,3,Image 1,3,1,100000000,610000006957,
119,,Spine,4,3,Image 1,3,1,100000000,610000006958,
95,,Spine,4,1,Image 1,1,1,100000000,610000006959,
118,,Spine,4,1,Image 1,2,1,100000000,610000006961,
179,,Spine,4,1,Image 1,2,1,100000000,610000006962,
95,,Spine,4,0,Image 1,1,1,100000000,610000006964,
34,,Spine,4,24,Image 1,5,1,100000000,610000006966,
33,,Spine,4,25,Image 1,5,1,100000000,610000006967,
63,,Spine,4,23,Image 1,4,1,100000000,610000006968,
69,,Spine,4,23,Image 1,4,1,100000000,610000006969,
72,,Spine,4,23,Image 1,4,1,100000000,610000006970,
63,,Spine,4,22,Image 1,5,1,100000000,610000006971,
90,,Spine,4,22,Image 1,5,1,100000000,610000006972,
108,,Spine,4,21,Image 1,4,1,100000000,610000006973,
65,,Spine,4,21,Image 1,4,1,100000000,610000006974,
24,,Spine,4,20,Image 1,5,1,100000000,610000006975,
114,,Spine,4,18,Image 1,4,1,100000000,610000006976,
48,,Spine,4,18,Image 1,5,1,100000000,610000006977,
54,,Spine,4,18,Image 1,4,1,100000000,610000006978,
101,,Spine,4,16,Image 1,2,1,100000000,610000006979,
51,,Spine,4,15,Image 1,3,1,100000000,610000006980,
60,,Spine,4,25,Image 1,3,1,100000000,610000006981,
92,,Spine,4,23,Image 1,3,1,100000000,610000006982,
112,,Spine,4,20,Image 1,1,1,100000000,610000006983,
46,,Spine,4,19,Image 1,2,1,100000000,610000006984,
59,,Spine,4,14,Image 1,1,1,100000000,610000006985,
84,,Spine,4,13,Image 1,1,1,100000000,610000006986,
133,,Spine,4,13,Image 1,1,1,100000000,610000006987,
150,,Spine,4,12,Image 1,1,1,100000000,610000006988,
65,,Spine,4,10,Image 1,2,1,100000000,610000006989,
55,,Spine,4,8,Image 1,2,1,100000000,610000006990,
107,,Spine,4,6,Image 1,1,1,100000000,610000006991,
116,,Spine,4,6,Image 1,1,1,100000000,610000006992,
110,,Spine,4,6,Image 1,1,1,100000000,610000006993,
47,,Spine,4,5,Image 1,2,1,100000000,610000006994,
84,,Spine,4,7,Image 1,2,1,100000000,610000006995,
91,,Spine,4,7,Image 1,2,1,100000000,610000006996,
150,,Spine,4,8,Image 1,2,1,100000001,610000006998,
114,,Spine,4,6,Image 1,2,1,100000001,610000006999,
85,,Spine,4,4,Image 1,2,1,100000001,610000007000,
55,,Spine,4,7,Image 1,2,1,100000001,610000007001,
33,,Spine,4,7,Image 1,3,1,100000001,610000007002,
54,,Spine,4,6,Image 1,3,1,100000001,610000007003,
56,,Spine,4,12,Image 1,6,1,100000001,610000007004,
63,,Spine,4,12,Image 1,6,1,100000001,610000007005,
175,,Spine,4,6,Image 1,4,1,100000001,610000007006,
126,,Spine,4,6,Image 1,4,1,100000001,610000007007,
99,,Spine,4,6,Image 1,4,1,100000001,610000007008,
71,,Spine,4,8,Image 1,5,1,100000001,610000007009,
54,,Spine,4,6,Image 1,4,1,100000001,610000007010,
101,,Spine,4,4,Image 1,3,1,100000001,610000007011,
136,,Spine,4,4,Image 1,3,1,100000001,610000007012,
78,,Spine,4,11,Image 1,6,1,100000001,610000007013,
145,,Spine,4,10,Image 1,4,1,100000001,610000007014,
76,,Spine,4,9,Image 1,3,1,100000001,610000007015,
216,,Spine,4,6,Image 1,2,1,100000001,610000007016,
168,,Spine,4,3,Image 1,2,1,100000001,610000007017,
169,,Spine,4,3,Image 1,2,1,100000001,610000007018,
65,,Spine,4,5,Image 1,3,1,100000001,610000007019,
84,,Spine,4,2,Image 1,2,1,100000001,610000007021,
90,,Spine,4,2,Image 1,2,1,100000001,610000007022,
140,,Spine,4,8,Image 1,1,1,100000001,610000007023,
160,,Spine,4,7,Image 1,1,1,100000001,610000007024,
169,,Spine,4,2,Image 1,2,1,100000001,610000007025,
78,,Spine,4,2,Image 1,2,1,100000001,610000007026,
86,,Spine,4,7,Image 1,4,1,100000002,610000007027,
150,,Spine,4,8,Image 1,5,1,100000002,610000007028,
102,,Spine,4,6,Image 1,3,1,100000002,610000007029,
129,,Spine,4,4,Image 1,2,1,100000002,610000007030,
275,,Spine,4,4,Image 1,2,1,100000002,610000007031,
59,,Spine,4,3,Image 1,3,1,100000002,610000007032,
95,,Spine,4,1,Image 1,1,1,100000002,610000007033,
190,,Spine,4,1,Image 1,1,1,100000002,610000007034,
136,,Spine,4,0,Image 1,1,1,100000002,610000007035,
274,,Spine,4,0,Image 1,1,1,100000002,610000007036,
68,,Spine,4,6,Image 1,4,1,100000002,610000007037,
130,,Spine,4,11,Image 1,3,1,100000002,610000007038,
100,,Spine,4,9,Image 1,2,1,100000002,610000007039,
95,,Spine,4,1,Image 1,1,1,100000002,610000007040,
117,,Spine,4,1,Image 1,1,1,100000002,610000007041,
121,,Spine,4,0,Image 1,1,1,100000002,610000007042,
244,,Spine,4,0,Image 1,1,1,100000002,610000007043,
81,,Spine,4,13,Image 1,2,1,100000002,610000007044,
118,,Spine,4,12,Image 1,1,1,100000002,610000007045,
138,,Spine,4,17,Image 1,2,1,100000002,610000007046,
56,,Spine,4,17,Image 1,3,1,100000002,610000007047,
76,,Spine,4,16,Image 1,3,1,100000002,610000007048,
32,,Spine,4,12,Image 1,2,1,100000002,610000007049,
53,,Spine,4,14,Image 1,3,1,100000002,610000007050,
93,,Spine,4,13,Image 1,2,1,100000002,610000007051,
82,,Spine,4,15,Image 1,4,1,100000002,610000007052,
57,,Spine,4,10,Image 1,2,1,100000002,610000007053,
51,,Spine,4,9,Image 1,3,1,100000002,610000007054,
124,,Spine,4,9,Image 1,3,1,100000002,610000007055,
241,,Spine,4,8,Image 1,2,1,100000002,610000007056,
164,,Spine,4,7,Image 1,2,1,100000002,610000007057,
70,,Spine,4,4,Image 1,1,1,100000002,610000007058,
69,,Spine,4,3,Image 1,2,1,100000002,610000007059,
76,,Spine,4,13,Image 1,5,1,100000002,610000007066,
80,,Spine,4,10,Image 1,2,1,100000002,610000007067,
135,,Spine,4,6,Image 1,2,1,100000002,610000007068,
86,,Spine,4,4,Image 1,2,1,100000002,610000007069,
67,,Spine,4,2,Image 1,3,1,100000002,610000007070,
85,,Spine,4,1,Image 1,2,1,100000002,610000007071,
49,,Spine,4,13,Image 1,4,1,100000002,610000007072,
80,,Spine,4,11,Image 1,3,1,100000002,610000007073,
96,,Spine,4,10,Image 1,2,1,100000002,610000007074,
59,,Spine,4,10,Image 1,2,1,100000002,610000007075,
47,,Spine,4,11,Image 1,2,1,100000002,610000007076,
80,,Spine,4,13,Image 1,1,1,100000002,610000007077,
46,,Spine,4,12,Image 1,2,1,100000002,610000007078,
104,,Spine,4,8,Image 1,1,1,100000002,610000007079,
45,,Spine,4,6,Image 1,3,1,100000002,610000007080,
71,,Spine,4,1,Image 1,1,1,100000002,610000007081,
53,,Spine,4,2,Image 1,2,1,100000002,610000007082,
168,,Spine,4,1,Image 1,1,1,100000002,610000007083,
78,,Spine,4,0,Image 1,1,1,100000002,610000007084,
118,,Spine,4,0,Image 1,1,1,100000002,610000007085,
93,,Spine,4,0,Image 1,1,1,100000002,610000007093,
143,,Spine,4,7,Image 1,5,1,100000003,610000007094,
86,,Spine,4,7,Image 1,5,1,100000003,610000007095,
69,,Spine,4,7,Image 1,4,1,100000003,610000007096,
79,,Spine,4,9,Image 1,4,1,100000003,610000007097,
66,,Spine,4,7,Image 1,6,1,100000003,610000007098,
85,,Spine,4,6,Image 1,6,1,100000003,610000007099,
89,,Spine,4,2,Image 1,3,1,100000003,610000007100,
33,,Spine,4,0,Image 1,1,1,100000003,610000007101,
