
Spine Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.23495,,Spine,1,17,Image 1,3,1,100000002,610000006403,
1.20184,,Spine,1,13,Image 1,1,1,100000002,610000006406,
1.18138,,Spine,1,4,Image 1,3,1,100000003,610000006410,
3.48814,,Spine,1,7,Image 1,4,1,100000002,610000006415,
1.43596,,Spine,1,9,Image 1,3,1,100000002,610000006420,
6.58887,,Spine,1,4,Image 1,3,1,100000000,610000006424,
1.00894,,Spine,1,15,Image 1,4,1,100000000,610000006427,
18.7428,,Spine,1,3,Image 1,2,1,100000001,610000006430,
1.2721,,Spine,1,24,Image 1,5,1,100000000,610000006438,
1.27129,,Spine,1,7,Image 1,5,1,100000001,610000006441,
1.82221,,Spine,1,7,Image 1,2,1,100000002,610000006444,
2.54312,,Spine,1,23,Image 1,4,1,100000000,610000006447,
2.21457,,Spine,1,9,Image 1,5,1,100000000,610000006450,
1.16053,,Spine,1,8,Image 1,2,1,100000001,610000006454,
1.79601,,Spine,1,3,Image 1,2,1,100000002,610000006456,
1.06388,,Spine,1,5,Image 1,1,1,100000001,610000006459,
0.87852,,Spine,1,13,Image 1,2,1,100000002,610000006462,
1.40802,,Spine,1,7,Image 1,6,1,100000001,610000006464,
1.34002,,Spine,1,4,Image 1,3,1,100000001,610000006467,
2.53124,,Spine,1,7,Image 1,5,1,100000000,610000006471,
1.77737,,Spine,1,3,Image 1,2,1,100000002,610000006473,
1.61839,,Spine,1,12,Image 1,2,1,100000002,610000006477,
1.32926,,Spine,1,0,Image 1,1,1,100000002,610000006481,
1.30938,,Spine,1,2,Image 1,2,1,100000003,610000006487,
1.28302,,Spine,1,2,Image 1,2,1,100000003,610000006490,
1.31349,,Spine,1,6,Image 1,4,1,100000001,610000006495,
1.34119,,Spine,1,6,Image 1,4,1,100000001,610000006500,
0.867879,,Spine,1,0,Image 1,1,1,100000000,610000006507,
0.822412,,Spine,1,0,Image 1,1,1,100000000,610000006514,
100.2,,Spine,1,4,Image 1,2,1,100000001,610000006516,
