
Spine Intensity Min Ch=2 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2,,Spine,2,17,Image 1,3,1,100000002,610000006403,
1,,Spine,2,13,Image 1,1,1,100000002,610000006406,
7,,Spine,2,4,Image 1,3,1,100000003,610000006410,
3,,Spine,2,7,Image 1,4,1,100000002,610000006415,
9,,Spine,2,9,Image 1,3,1,100000002,610000006420,
5,,Spine,2,4,Image 1,3,1,100000000,610000006424,
2,,Spine,2,15,Image 1,4,1,100000000,610000006427,
3,,Spine,2,3,Image 1,2,1,100000001,610000006430,
5,,Spine,2,24,Image 1,5,1,100000000,610000006438,
2,,Spine,2,7,Image 1,5,1,100000001,610000006441,
5,,Spine,2,7,Image 1,2,1,100000002,610000006444,
9,,Spine,2,23,Image 1,4,1,100000000,610000006447,
2,,Spine,2,9,Image 1,5,1,100000000,610000006450,
5,,Spine,2,8,Image 1,2,1,100000001,610000006454,
4,,Spine,2,3,Image 1,2,1,100000002,610000006456,
5,,Spine,2,5,Image 1,1,1,100000001,610000006459,
2,,Spine,2,13,Image 1,2,1,100000002,610000006462,
5,,Spine,2,7,Image 1,6,1,100000001,610000006464,
4,,Spine,2,4,Image 1,3,1,100000001,610000006467,
4,,Spine,2,7,Image 1,5,1,100000000,610000006471,
4,,Spine,2,3,Image 1,2,1,100000002,610000006473,
9,,Spine,2,12,Image 1,2,1,100000002,610000006477,
19,,Spine,2,0,Image 1,1,1,100000002,610000006481,
9,,Spine,2,2,Image 1,2,1,100000003,610000006487,
6,,Spine,2,2,Image 1,2,1,100000003,610000006490,
0,,Spine,2,6,Image 1,4,1,100000001,610000006495,
0,,Spine,2,6,Image 1,4,1,100000001,610000006500,
23,,Spine,2,0,Image 1,1,1,100000000,610000006507,
21,,Spine,2,0,Image 1,1,1,100000000,610000006514,
2,,Spine,2,4,Image 1,2,1,100000001,610000006516,
3,,Spine,2,8,Image 1,3,1,100000001,610000006519,
12,,Spine,2,0,Image 1,1,1,100000000,610000006526,
6,,Spine,2,12,Image 1,2,1,100000002,610000006528,
10,,Spine,2,9,Image 1,5,1,100000002,610000006531,
4,,Spine,2,5,Image 1,2,1,100000002,610000006533,
11,,Spine,2,1,Image 1,1,1,100000002,610000006537,
13,,Spine,2,8,Image 1,1,1,100000000,610000006540,
5,,Spine,2,9,Image 1,2,1,100000001,610000006544,
19,,Spine,2,0,Image 1,1,1,100000003,610000006548,
20,,Spine,2,0,Image 1,1,1,100000002,610000006552,
6,,Spine,2,4,Image 1,2,1,100000003,610000006556,
5,,Spine,2,12,Image 1,2,1,100000000,610000006560,
16,,Spine,2,21,Image 1,4,1,100000000,610000006563,
6,,Spine,2,8,Image 1,3,1,100000002,610000006566,
7,,Spine,2,8,Image 1,1,1,100000002,610000006570,
1,,Spine,2,0,Image 1,1,1,100000002,610000006573,
13,,Spine,2,0,Image 1,1,1,100000002,610000006577,
7,,Spine,2,12,Image 1,2,1,100000000,610000006579,
16,,Spine,2,0,Image 1,1,1,100000003,610000006586,
16,,Spine,2,0,Image 1,1,1,100000000,610000006589,
8,,Spine,2,5,Image 1,2,1,100000000,610000006591,
4,,Spine,2,3,Image 1,2,1,100000001,610000006593,
4,,Spine,2,0,Image 1,1,1,100000003,610000006596,
8,,Spine,2,2,Image 1,2,1,100000002,610000006598,
1,,Spine,2,5,Image 1,2,1,100000001,610000006600,
9,,Spine,2,15,Image 1,1,1,100000000,610000006602,
12,,Spine,2,4,Image 1,3,1,100000002,610000006605,
10,,Spine,2,12,Image 1,2,1,100000002,610000006608,
13,,Spine,2,1,Image 1,2,1,100000002,610000006612,
18,,Spine,2,24,Image 1,5,1,100000000,610000006615,
2,,Spine,2,0,Image 1,1,1,100000003,610000006617,
30,,Spine,2,0,Image 1,1,1,100000000,610000006622,
9,,Spine,2,1,Image 1,1,1,100000001,610000006627,
6,,Spine,2,2,Image 1,2,1,100000002,610000006629,
11,,Spine,2,0,Image 1,1,1,100000000,610000006632,
9,,Spine,2,9,Image 1,2,1,100000000,610000006635,
12,,Spine,2,24,Image 1,4,1,100000000,610000006639,
14,,Spine,2,14,Image 1,3,1,100000000,610000006641,
19,,Spine,2,8,Image 1,1,1,100000001,610000006644,
13,,Spine,2,12,Image 1,2,1,100000000,610000006646,
17,,Spine,2,5,Image 1,2,1,100000001,610000006650,
12,,Spine,2,7,Image 1,4,1,100000002,610000006652,
11,,Spine,2,0,Image 1,1,1,100000001,610000006657,
2,,Spine,2,6,Image 1,2,1,100000000,610000006659,
7,,Spine,2,24,Image 1,5,1,100000000,610000006661,
26,,Spine,2,2,Image 1,2,1,100000002,610000006663,
2,,Spine,2,2,Image 1,2,1,100000002,610000006665,
5,,Spine,2,7,Image 1,5,1,100000000,610000006668,
18,,Spine,2,0,Image 1,1,1,100000002,610000006673,
5,,Spine,2,14,Image 1,7,1,100000001,610000006675,
15,,Spine,2,4,Image 1,3,1,100000001,610000006677,
8,,Spine,2,0,Image 1,1,1,100000002,610000006683,
13,,Spine,2,12,Image 1,2,1,100000002,610000006685,
7,,Spine,2,11,Image 1,6,1,100000001,610000006687,
9,,Spine,2,4,Image 1,1,1,100000002,610000006690,
14,,Spine,2,6,Image 1,4,1,100000001,610000006694,
8,,Spine,2,10,Image 1,2,1,100000002,610000006699,
51,,Spine,2,0,Image 1,1,1,100000002,610000006701,
2,,Spine,2,13,Image 1,1,1,100000000,610000006706,
15,,Spine,2,8,Image 1,1,1,100000002,610000006708,
27,,Spine,2,0,Image 1,1,1,100000002,610000006714,
10,,Spine,2,0,Image 1,1,1,100000002,610000006716,
11,,Spine,2,22,Image 1,5,1,100000000,610000006718,
3,,Spine,2,8,Image 1,2,1,100000002,610000006721,
13,,Spine,2,8,Image 1,1,1,100000002,610000006723,
6,,Spine,2,0,Image 1,1,1,100000003,610000006725,
7,,Spine,2,1,Image 1,2,1,100000002,610000006727,
30,,Spine,2,0,Image 1,1,1,100000002,610000006730,
8,,Spine,2,7,Image 1,5,1,100000000,610000006732,
15,,Spine,2,13,Image 1,1,1,100000002,610000006736,
28,,Spine,2,0,Image 1,1,1,100000002,610000006742,
12,,Spine,2,0,Image 1,1,1,100000000,610000006744,
3,,Spine,2,15,Image 1,1,1,100000002,610000006746,
12,,Spine,2,5,Image 1,4,1,100000003,610000006750,
29,,Spine,2,0,Image 1,1,1,100000002,610000006752,
5,,Spine,2,2,Image 1,2,1,100000001,610000006755,
29,,Spine,2,0,Image 1,1,1,100000002,610000006758,
6,,Spine,2,9,Image 1,4,1,100000001,610000006762,
18,,Spine,2,0,Image 1,1,1,100000002,610000006764,
12,,Spine,2,0,Image 1,1,1,100000000,610000006766,
53,,Spine,2,2,Image 1,2,1,100000001,610000006768,
15,,Spine,2,12,Image 1,1,1,100000002,610000006772,
5,,Spine,2,9,Image 1,4,1,100000001,610000006774,
16,,Spine,2,0,Image 1,1,1,100000003,610000006776,
12,,Spine,2,0,Image 1,1,1,100000000,610000006778,
39,,Spine,2,0,Image 1,1,1,100000002,610000006782,
11,,Spine,2,5,Image 1,2,1,100000002,610000006789,
8,,Spine,2,0,Image 1,1,1,100000000,610000006791,
13,,Spine,2,24,Image 1,2,1,100000000,610000006797,
34,,Spine,2,0,Image 1,1,1,100000003,610000006804,
28,,Spine,2,0,Image 1,1,1,100000003,610000006808,
23,,Spine,2,0,Image 1,1,1,100000002,610000006810,
8,,Spine,2,10,Image 1,4,1,100000001,610000006814,
77,,Spine,2,2,Image 1,2,1,100000001,610000006816,
19,,Spine,2,0,Image 1,1,1,100000002,610000006825,
13,,Spine,2,0,Image 1,1,1,100000002,610000006828,
40,,Spine,2,0,Image 1,1,1,100000003,610000006833,
7,,Spine,2,0,Image 1,1,1,100000000,610000006838,
30,,Spine,2,2,Image 1,2,1,100000001,610000006840,
20,,Spine,2,4,Image 1,1,1,100000002,610000006842,
30,,Spine,2,0,Image 1,1,1,100000002,610000006844,
13,,Spine,2,8,Image 1,2,1,100000001,610000006850,
9,,Spine,2,8,Image 1,2,1,100000001,610000006853,
30,,Spine,2,2,Image 1,2,1,100000003,610000006855,
3,,Spine,2,11,Image 1,6,1,100000001,610000006859,
41,,Spine,2,2,Image 1,2,1,100000001,610000006871,
11,,Spine,2,4,Image 1,3,1,100000001,610000006880,
11,,Spine,2,0,Image 1,1,1,100000003,610000006888,
21,,Spine,2,24,Image 1,2,1,100000000,610000006895,
23,,Spine,2,4,Image 1,2,1,100000003,610000006914,
2,,Spine,2,12,Image 1,6,1,100000000,610000006947,
