
Spine Center Number of Voxel Ch=4 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
8,,Spine,4,17,Image 1,3,1,100000002,610000006403,
4,,Spine,4,13,Image 1,1,1,100000002,610000006406,
5,,Spine,4,4,Image 1,3,1,100000003,610000006410,
6,,Spine,4,7,Image 1,4,1,100000002,610000006415,
3,,Spine,4,9,Image 1,3,1,100000002,610000006420,
5,,Spine,4,4,Image 1,3,1,100000000,610000006424,
4,,Spine,4,15,Image 1,4,1,100000000,610000006427,
4,,Spine,4,3,Image 1,2,1,100000001,610000006430,
8,,Spine,4,24,Image 1,5,1,100000000,610000006438,
4,,Spine,4,7,Image 1,5,1,100000001,610000006441,
4,,Spine,4,7,Image 1,2,1,100000002,610000006444,
4,,Spine,4,23,Image 1,4,1,100000000,610000006447,
4,,Spine,4,9,Image 1,5,1,100000000,610000006450,
4,,Spine,4,8,Image 1,2,1,100000001,610000006454,
3,,Spine,4,3,Image 1,2,1,100000002,610000006456,
4,,Spine,4,5,Image 1,1,1,100000001,610000006459,
4,,Spine,4,13,Image 1,2,1,100000002,610000006462,
3,,Spine,4,7,Image 1,6,1,100000001,610000006464,
4,,Spine,4,4,Image 1,3,1,100000001,610000006467,
4,,Spine,4,7,Image 1,5,1,100000000,610000006471,
3,,Spine,4,3,Image 1,2,1,100000002,610000006473,
4,,Spine,4,12,Image 1,2,1,100000002,610000006477,
5,,Spine,4,0,Image 1,1,1,100000002,610000006481,
7,,Spine,4,2,Image 1,2,1,100000003,610000006487,
4,,Spine,4,2,Image 1,2,1,100000003,610000006490,
6,,Spine,4,6,Image 1,4,1,100000001,610000006495,
6,,Spine,4,6,Image 1,4,1,100000001,610000006500,
7,,Spine,4,0,Image 1,1,1,100000000,610000006507,
7,,Spine,4,0,Image 1,1,1,100000000,610000006514,
3,,Spine,4,4,Image 1,2,1,100000001,610000006516,
4,,Spine,4,8,Image 1,3,1,100000001,610000006519,
7,,Spine,4,0,Image 1,1,1,100000000,610000006526,
3,,Spine,4,12,Image 1,2,1,100000002,610000006528,
4,,Spine,4,9,Image 1,5,1,100000002,610000006531,
3,,Spine,4,5,Image 1,2,1,100000002,610000006533,
5,,Spine,4,1,Image 1,1,1,100000002,610000006537,
4,,Spine,4,8,Image 1,1,1,100000000,610000006540,
4,,Spine,4,9,Image 1,2,1,100000001,610000006544,
5,,Spine,4,0,Image 1,1,1,100000003,610000006548,
4,,Spine,4,0,Image 1,1,1,100000002,610000006552,
5,,Spine,4,4,Image 1,2,1,100000003,610000006556,
4,,Spine,4,12,Image 1,2,1,100000000,610000006560,
4,,Spine,4,21,Image 1,4,1,100000000,610000006563,
3,,Spine,4,8,Image 1,3,1,100000002,610000006566,
5,,Spine,4,8,Image 1,1,1,100000002,610000006570,
4,,Spine,4,0,Image 1,1,1,100000002,610000006573,
5,,Spine,4,0,Image 1,1,1,100000002,610000006577,
3,,Spine,4,12,Image 1,2,1,100000000,610000006579,
6,,Spine,4,0,Image 1,1,1,100000003,610000006586,
3,,Spine,4,0,Image 1,1,1,100000000,610000006589,
3,,Spine,4,5,Image 1,2,1,100000000,610000006591,
3,,Spine,4,3,Image 1,2,1,100000001,610000006593,
3,,Spine,4,0,Image 1,1,1,100000003,610000006596,
3,,Spine,4,2,Image 1,2,1,100000002,610000006598,
3,,Spine,4,5,Image 1,2,1,100000001,610000006600,
3,,Spine,4,15,Image 1,1,1,100000000,610000006602,
4,,Spine,4,4,Image 1,3,1,100000002,610000006605,
4,,Spine,4,12,Image 1,2,1,100000002,610000006608,
3,,Spine,4,1,Image 1,2,1,100000002,610000006612,
4,,Spine,4,24,Image 1,5,1,100000000,610000006615,
2,,Spine,4,0,Image 1,1,1,100000003,610000006617,
5,,Spine,4,0,Image 1,1,1,100000000,610000006622,
5,,Spine,4,1,Image 1,1,1,100000001,610000006627,
3,,Spine,4,2,Image 1,2,1,100000002,610000006629,
4,,Spine,4,0,Image 1,1,1,100000000,610000006632,
3,,Spine,4,9,Image 1,2,1,100000000,610000006635,
3,,Spine,4,24,Image 1,4,1,100000000,610000006639,
3,,Spine,4,14,Image 1,3,1,100000000,610000006641,
4,,Spine,4,8,Image 1,1,1,100000001,610000006644,
3,,Spine,4,12,Image 1,2,1,100000000,610000006646,
5,,Spine,4,5,Image 1,2,1,100000001,610000006650,
3,,Spine,4,7,Image 1,4,1,100000002,610000006652,
4,,Spine,4,0,Image 1,1,1,100000001,610000006657,
3,,Spine,4,6,Image 1,2,1,100000000,610000006659,
3,,Spine,4,24,Image 1,5,1,100000000,610000006661,
3,,Spine,4,2,Image 1,2,1,100000002,610000006663,
3,,Spine,4,2,Image 1,2,1,100000002,610000006665,
3,,Spine,4,7,Image 1,5,1,100000000,610000006668,
4,,Spine,4,0,Image 1,1,1,100000002,610000006673,
3,,Spine,4,14,Image 1,7,1,100000001,610000006675,
3,,Spine,4,4,Image 1,3,1,100000001,610000006677,
3,,Spine,4,0,Image 1,1,1,100000002,610000006683,
3,,Spine,4,12,Image 1,2,1,100000002,610000006685,
3,,Spine,4,11,Image 1,6,1,100000001,610000006687,
3,,Spine,4,4,Image 1,1,1,100000002,610000006690,
4,,Spine,4,6,Image 1,4,1,100000001,610000006694,
4,,Spine,4,10,Image 1,2,1,100000002,610000006699,
2,,Spine,4,0,Image 1,1,1,100000002,610000006701,
3,,Spine,4,13,Image 1,1,1,100000000,610000006706,
3,,Spine,4,8,Image 1,1,1,100000002,610000006708,
3,,Spine,4,0,Image 1,1,1,100000002,610000006714,
3,,Spine,4,0,Image 1,1,1,100000002,610000006716,
3,,Spine,4,22,Image 1,5,1,100000000,610000006718,
3,,Spine,4,8,Image 1,2,1,100000002,610000006721,
3,,Spine,4,8,Image 1,1,1,100000002,610000006723,
3,,Spine,4,0,Image 1,1,1,100000003,610000006725,
3,,Spine,4,1,Image 1,2,1,100000002,610000006727,
3,,Spine,4,0,Image 1,1,1,100000002,610000006730,
3,,Spine,4,7,Image 1,5,1,100000000,610000006732,
3,,Spine,4,13,Image 1,1,1,100000002,610000006736,
2,,Spine,4,0,Image 1,1,1,100000002,610000006742,
2,,Spine,4,0,Image 1,1,1,100000000,610000006744,
3,,Spine,4,15,Image 1,1,1,100000002,610000006746,
3,,Spine,4,5,Image 1,4,1,100000003,610000006750,
2,,Spine,4,0,Image 1,1,1,100000002,610000006752,
3,,Spine,4,2,Image 1,2,1,100000001,610000006755,
3,,Spine,4,0,Image 1,1,1,100000002,610000006758,
3,,Spine,4,9,Image 1,4,1,100000001,610000006762,
2,,Spine,4,0,Image 1,1,1,100000002,610000006764,
2,,Spine,4,0,Image 1,1,1,100000000,610000006766,
1,,Spine,4,2,Image 1,2,1,100000001,610000006768,
