
Spine Center Intensity Mean Ch=2 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
19.875,,Spine,2,17,Image 1,3,1,100000002,610000006403,
38.25,,Spine,2,13,Image 1,1,1,100000002,610000006406,
27,,Spine,2,4,Image 1,3,1,100000003,610000006410,
22,,Spine,2,7,Image 1,4,1,100000002,610000006415,
52.6667,,Spine,2,9,Image 1,3,1,100000002,610000006420,
40.4,,Spine,2,4,Image 1,3,1,100000000,610000006424,
35.5,,Spine,2,15,Image 1,4,1,100000000,610000006427,
57.25,,Spine,2,3,Image 1,2,1,100000001,610000006430,
42.125,,Spine,2,24,Image 1,5,1,100000000,610000006438,
25.5,,Spine,2,7,Image 1,5,1,100000001,610000006441,
23.75,,Spine,2,7,Image 1,2,1,100000002,610000006444,
70.5,,Spine,2,23,Image 1,4,1,100000000,610000006447,
12,,Spine,2,9,Image 1,5,1,100000000,610000006450,
18.25,,Spine,2,8,Image 1,2,1,100000001,610000006454,
32.6667,,Spine,2,3,Image 1,2,1,100000002,610000006456,
53.25,,Spine,2,5,Image 1,1,1,100000001,610000006459,
47.25,,Spine,2,13,Image 1,2,1,100000002,610000006462,
69.3333,,Spine,2,7,Image 1,6,1,100000001,610000006464,
59,,Spine,2,4,Image 1,3,1,100000001,610000006467,
43.25,,Spine,2,7,Image 1,5,1,100000000,610000006471,
26,,Spine,2,3,Image 1,2,1,100000002,610000006473,
78.25,,Spine,2,12,Image 1,2,1,100000002,610000006477,
87.4,,Spine,2,0,Image 1,1,1,100000002,610000006481,
98.2857,,Spine,2,2,Image 1,2,1,100000003,610000006487,
57,,Spine,2,2,Image 1,2,1,100000003,610000006490,
78,,Spine,2,6,Image 1,4,1,100000001,610000006495,
87,,Spine,2,6,Image 1,4,1,100000001,610000006500,
73,,Spine,2,0,Image 1,1,1,100000000,610000006507,
79.8571,,Spine,2,0,Image 1,1,1,100000000,610000006514,
69,,Spine,2,4,Image 1,2,1,100000001,610000006516,
48,,Spine,2,8,Image 1,3,1,100000001,610000006519,
93.1429,,Spine,2,0,Image 1,1,1,100000000,610000006526,
40.3333,,Spine,2,12,Image 1,2,1,100000002,610000006528,
71.5,,Spine,2,9,Image 1,5,1,100000002,610000006531,
54,,Spine,2,5,Image 1,2,1,100000002,610000006533,
99.2,,Spine,2,1,Image 1,1,1,100000002,610000006537,
63,,Spine,2,8,Image 1,1,1,100000000,610000006540,
24.25,,Spine,2,9,Image 1,2,1,100000001,610000006544,
68,,Spine,2,0,Image 1,1,1,100000003,610000006548,
66.25,,Spine,2,0,Image 1,1,1,100000002,610000006552,
72.2,,Spine,2,4,Image 1,2,1,100000003,610000006556,
63.75,,Spine,2,12,Image 1,2,1,100000000,610000006560,
35.25,,Spine,2,21,Image 1,4,1,100000000,610000006563,
42.3333,,Spine,2,8,Image 1,3,1,100000002,610000006566,
67,,Spine,2,8,Image 1,1,1,100000002,610000006570,
68.5,,Spine,2,0,Image 1,1,1,100000002,610000006573,
48.4,,Spine,2,0,Image 1,1,1,100000002,610000006577,
22,,Spine,2,12,Image 1,2,1,100000000,610000006579,
93.5,,Spine,2,0,Image 1,1,1,100000003,610000006586,
60.6667,,Spine,2,0,Image 1,1,1,100000000,610000006589,
55,,Spine,2,5,Image 1,2,1,100000000,610000006591,
55.3333,,Spine,2,3,Image 1,2,1,100000001,610000006593,
40.6667,,Spine,2,0,Image 1,1,1,100000003,610000006596,
37.3333,,Spine,2,2,Image 1,2,1,100000002,610000006598,
43,,Spine,2,5,Image 1,2,1,100000001,610000006600,
87.3333,,Spine,2,15,Image 1,1,1,100000000,610000006602,
94.25,,Spine,2,4,Image 1,3,1,100000002,610000006605,
76.75,,Spine,2,12,Image 1,2,1,100000002,610000006608,
42.6667,,Spine,2,1,Image 1,2,1,100000002,610000006612,
58,,Spine,2,24,Image 1,5,1,100000000,610000006615,
24,,Spine,2,0,Image 1,1,1,100000003,610000006617,
80,,Spine,2,0,Image 1,1,1,100000000,610000006622,
93,,Spine,2,1,Image 1,1,1,100000001,610000006627,
69,,Spine,2,2,Image 1,2,1,100000002,610000006629,
70.25,,Spine,2,0,Image 1,1,1,100000000,610000006632,
48.6667,,Spine,2,9,Image 1,2,1,100000000,610000006635,
65.3333,,Spine,2,24,Image 1,4,1,100000000,610000006639,
50.3333,,Spine,2,14,Image 1,3,1,100000000,610000006641,
83.5,,Spine,2,8,Image 1,1,1,100000001,610000006644,
74.6667,,Spine,2,12,Image 1,2,1,100000000,610000006646,
64.2,,Spine,2,5,Image 1,2,1,100000001,610000006650,
63,,Spine,2,7,Image 1,4,1,100000002,610000006652,
63,,Spine,2,0,Image 1,1,1,100000001,610000006657,
60.6667,,Spine,2,6,Image 1,2,1,100000000,610000006659,
32.6667,,Spine,2,24,Image 1,5,1,100000000,610000006661,
74,,Spine,2,2,Image 1,2,1,100000002,610000006663,
60.3333,,Spine,2,2,Image 1,2,1,100000002,610000006665,
37,,Spine,2,7,Image 1,5,1,100000000,610000006668,
96.75,,Spine,2,0,Image 1,1,1,100000002,610000006673,
68.3333,,Spine,2,14,Image 1,7,1,100000001,610000006675,
55.3333,,Spine,2,4,Image 1,3,1,100000001,610000006677,
46,,Spine,2,0,Image 1,1,1,100000002,610000006683,
76.6667,,Spine,2,12,Image 1,2,1,100000002,610000006685,
76,,Spine,2,11,Image 1,6,1,100000001,610000006687,
25,,Spine,2,4,Image 1,1,1,100000002,610000006690,
77.75,,Spine,2,6,Image 1,4,1,100000001,610000006694,
68.5,,Spine,2,10,Image 1,2,1,100000002,610000006699,
117,,Spine,2,0,Image 1,1,1,100000002,610000006701,
35,,Spine,2,13,Image 1,1,1,100000000,610000006706,
48,,Spine,2,8,Image 1,1,1,100000002,610000006708,
96,,Spine,2,0,Image 1,1,1,100000002,610000006714,
121,,Spine,2,0,Image 1,1,1,100000002,610000006716,
67,,Spine,2,22,Image 1,5,1,100000000,610000006718,
79.6667,,Spine,2,8,Image 1,2,1,100000002,610000006721,
71.6667,,Spine,2,8,Image 1,1,1,100000002,610000006723,
78,,Spine,2,0,Image 1,1,1,100000003,610000006725,
62.6667,,Spine,2,1,Image 1,2,1,100000002,610000006727,
118.333,,Spine,2,0,Image 1,1,1,100000002,610000006730,
72.3333,,Spine,2,7,Image 1,5,1,100000000,610000006732,
57.6667,,Spine,2,13,Image 1,1,1,100000002,610000006736,
78,,Spine,2,0,Image 1,1,1,100000002,610000006742,
71,,Spine,2,0,Image 1,1,1,100000000,610000006744,
75.3333,,Spine,2,15,Image 1,1,1,100000002,610000006746,
92,,Spine,2,5,Image 1,4,1,100000003,610000006750,
75,,Spine,2,0,Image 1,1,1,100000002,610000006752,
100.333,,Spine,2,2,Image 1,2,1,100000001,610000006755,
108.667,,Spine,2,0,Image 1,1,1,100000002,610000006758,
72.3333,,Spine,2,9,Image 1,4,1,100000001,610000006762,
79,,Spine,2,0,Image 1,1,1,100000002,610000006764,
59.5,,Spine,2,0,Image 1,1,1,100000000,610000006766,
131,,Spine,2,2,Image 1,2,1,100000001,610000006768,
96.3333,,Spine,2,12,Image 1,1,1,100000002,610000006772,
79.6667,,Spine,2,9,Image 1,4,1,100000001,610000006774,
107.5,,Spine,2,0,Image 1,1,1,100000003,610000006776,
99.5,,Spine,2,0,Image 1,1,1,100000000,610000006778,
77,,Spine,2,0,Image 1,1,1,100000002,610000006782,
108,,Spine,2,5,Image 1,2,1,100000002,610000006789,
89.5,,Spine,2,0,Image 1,1,1,100000000,610000006791,
93.2,,Spine,2,24,Image 1,2,1,100000000,610000006797,
