
Spine Branchings
 ==================== 
Spine Branchings,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Spine,17,3,1,100000002,610000006403,
0,,Spine,13,1,1,100000002,610000006406,
0,,Spine,4,3,1,100000003,610000006410,
0,,Spine,7,4,1,100000002,610000006415,
0,,Spine,9,3,1,100000002,610000006420,
0,,Spine,4,3,1,100000000,610000006424,
0,,Spine,15,4,1,100000000,610000006427,
0,,Spine,3,2,1,100000001,610000006430,
0,,Spine,24,5,1,100000000,610000006438,
0,,Spine,7,5,1,100000001,610000006441,
0,,Spine,7,2,1,100000002,610000006444,
0,,Spine,23,4,1,100000000,610000006447,
0,,Spine,9,5,1,100000000,610000006450,
0,,Spine,8,2,1,100000001,610000006454,
0,,Spine,3,2,1,100000002,610000006456,
0,,Spine,5,1,1,100000001,610000006459,
0,,Spine,13,2,1,100000002,610000006462,
0,,Spine,7,6,1,100000001,610000006464,
0,,Spine,4,3,1,100000001,610000006467,
0,,Spine,7,5,1,100000000,610000006471,
0,,Spine,3,2,1,100000002,610000006473,
0,,Spine,12,2,1,100000002,610000006477,
0,,Spine,0,1,1,100000002,610000006481,
0,,Spine,2,2,1,100000003,610000006487,
0,,Spine,2,2,1,100000003,610000006490,
0,,Spine,6,4,1,100000001,610000006495,
0,,Spine,6,4,1,100000001,610000006500,
0,,Spine,0,1,1,100000000,610000006507,
0,,Spine,0,1,1,100000000,610000006514,
0,,Spine,4,2,1,100000001,610000006516,
0,,Spine,8,3,1,100000001,610000006519,
0,,Spine,0,1,1,100000000,610000006526,
0,,Spine,12,2,1,100000002,610000006528,
0,,Spine,9,5,1,100000002,610000006531,
0,,Spine,5,2,1,100000002,610000006533,
0,,Spine,1,1,1,100000002,610000006537,
0,,Spine,8,1,1,100000000,610000006540,
0,,Spine,9,2,1,100000001,610000006544,
0,,Spine,0,1,1,100000003,610000006548,
0,,Spine,0,1,1,100000002,610000006552,
0,,Spine,4,2,1,100000003,610000006556,
0,,Spine,12,2,1,100000000,610000006560,
0,,Spine,21,4,1,100000000,610000006563,
0,,Spine,8,3,1,100000002,610000006566,
0,,Spine,8,1,1,100000002,610000006570,
0,,Spine,0,1,1,100000002,610000006573,
0,,Spine,0,1,1,100000002,610000006577,
0,,Spine,12,2,1,100000000,610000006579,
0,,Spine,0,1,1,100000003,610000006586,
0,,Spine,0,1,1,100000000,610000006589,
0,,Spine,5,2,1,100000000,610000006591,
