
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.244131,0.198278,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006481,
0.324279,0.333607,0.359017,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006507,
0.324279,0.333607,0.359017,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006514,
0.434218,0.570893,0.475578,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006526,
0.444711,0.190594,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006548,
0.208901,0.20167,0.193027,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006552,
0.463407,0.1625,0.369669,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006573,
0.38534,0.26579,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006577,
0.396163,0.390762,0.325,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006586,
0.418311,0.660118,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006589,
0.442734,0.881524,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006596,
0.488027,0.488027,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006617,
0.359017,0.333607,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006622,
0.521975,0.373242,0.442749,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006632,
0.387308,0.203125,0.24375,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006657,
0.683643,0.910046,0.858051,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006673,
0.303418,0.623901,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006683,
0.189957,0.169364,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006701,
0.477953,0.555733,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006714,
0.360864,0.236675,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006716,
0.317383,0.446381,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006725,
0.614771,0.423291,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006730,
0.177754,0.168112,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006742,
0.462066,0.422489,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006744,
0.382129,0.337957,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006752,
0.350543,0.555733,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006758,
0.35166,0.334522,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006764,
0.533424,0.533424,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006766,
0.454521,0.454521,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006776,
0.422489,0.422489,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006778,
0.272383,0.272383,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006782,
0.446634,0.350868,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006791,
0.271328,0.21981,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006804,
0.344108,0.344108,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006808,
0.311359,0.311359,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006810,
0.689117,0.729464,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006825,
0.555733,0.555733,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006828,
0.251075,0.429136,0.32962,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006833,
0.492751,0.329681,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006838,
0.623925,0.623925,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006844,
0.526067,0.526067,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000006888,
0.343749,0.229103,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006964,
0.361785,0.361785,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007035,
0.574267,0.347812,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007036,
0.378308,0.261336,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007042,
0.49509,0.451437,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007043,
0.320908,0.320908,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007084,
0.382219,0.336443,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007085,
0.371763,0.24375,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007093,
0.232318,0.229542,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007101,
0.384098,0.254842,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000006537,
0.379312,0.221956,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006627,
0.396422,0.1625,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006959,
0.384098,0.294531,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007033,
0.400059,0.325,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007034,
0.371986,0.275975,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007040,
0.401274,0.335345,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007041,
0.317817,0.254914,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007081,
0.40625,0.40625,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007083,
0.318034,0.229785,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000006612,
0.325,0.184082,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000006727,
0.404382,0.314891,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000006961,
0.430289,0.364479,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000006962,
0.325,0.272451,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000007071,
0.365836,0.193599,0.257672,µm,Spine,Spine Part Max Diameter,10,2,1,100000002,610000006699,
0.269044,0.260725,0,µm,Spine,Spine Part Max Diameter,10,2,1,100000000,610000006989,
0.27601,0.258984,0,µm,Spine,Spine Part Max Diameter,10,2,1,100000002,610000007053,
0.32905,0.32905,0,µm,Spine,Spine Part Max Diameter,10,2,1,100000002,610000007067,
0.325,0.319005,0,µm,Spine,Spine Part Max Diameter,10,2,1,100000002,610000007074,
0.316648,0.229404,0,µm,Spine,Spine Part Max Diameter,10,2,1,100000002,610000007075,
0.506832,0.32058,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000006814,
0.431453,0.431453,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000007014,
0.378211,0.182812,0,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000006948,
0.303383,0.165965,0,µm,Spine,Spine Part Max Diameter,11,2,1,100000002,610000007076,
0.444527,0.299609,0,µm,Spine,Spine Part Max Diameter,11,3,1,100000002,610000007038,
0.320371,0.305957,0,µm,Spine,Spine Part Max Diameter,11,3,1,100000002,610000007073,
0.397568,0.196056,0,µm,Spine,Spine Part Max Diameter,11,6,1,100000001,610000006687,
0.413455,0.182572,0,µm,Spine,Spine Part Max Diameter,11,6,1,100000001,610000006859,
0.316543,0.270079,0,µm,Spine,Spine Part Max Diameter,11,6,1,100000001,610000007013,
0.396,0.307555,0,µm,Spine,Spine Part Max Diameter,12,1,1,100000002,610000006772,
0.425477,0.325,0,µm,Spine,Spine Part Max Diameter,12,1,1,100000000,610000006988,
0.396,0.316536,0,µm,Spine,Spine Part Max Diameter,12,1,1,100000002,610000007045,
0.27736,0.207038,0.1625,µm,Spine,Spine Part Max Diameter,12,2,1,100000002,610000006477,
0.345313,0.1625,0,µm,Spine,Spine Part Max Diameter,12,2,1,100000002,610000006528,
0.342678,0.221588,0.301916,µm,Spine,Spine Part Max Diameter,12,2,1,100000000,610000006560,
0.324032,0.1625,0,µm,Spine,Spine Part Max Diameter,12,2,1,100000000,610000006579,
0.333674,0.220301,0.2776,µm,Spine,Spine Part Max Diameter,12,2,1,100000002,610000006608,
0.31695,0.295453,0,µm,Spine,Spine Part Max Diameter,12,2,1,100000000,610000006646,
0.296852,0.182812,0,µm,Spine,Spine Part Max Diameter,12,2,1,100000002,610000006685,
0.248898,0.1625,0,µm,Spine,Spine Part Max Diameter,12,2,1,100000002,610000007049,
0.27736,0.193943,0,µm,Spine,Spine Part Max Diameter,12,2,1,100000002,610000007078,
0.268283,0.267158,0,µm,Spine,Spine Part Max Diameter,12,6,1,100000000,610000006947,
0.292193,0.172656,0,µm,Spine,Spine Part Max Diameter,12,6,1,100000001,610000007004,
0.292193,0.244973,0,µm,Spine,Spine Part Max Diameter,12,6,1,100000001,610000007005,
0.309953,0.1625,0.1625,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000006406,
0.315866,0.193838,0,µm,Spine,Spine Part Max Diameter,13,1,1,100000000,610000006706,
0.33498,0.208203,0,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000006736,
0.348975,0.216895,0,µm,Spine,Spine Part Max Diameter,13,1,1,100000000,610000006986,
0.425208,0.238623,0,µm,Spine,Spine Part Max Diameter,13,1,1,100000000,610000006987,
0.31529,0.285433,0,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000007077,
0.383681,0.294092,0.589391,µm,Spine,Spine Part Max Diameter,13,2,1,100000002,610000006462,
0.292912,0.284375,0,µm,Spine,Spine Part Max Diameter,13,2,1,100000002,610000007044,
0.377535,0.25832,0,µm,Spine,Spine Part Max Diameter,13,2,1,100000002,610000007051,
0.213482,0.213281,0,µm,Spine,Spine Part Max Diameter,13,4,1,100000002,610000007072,
0.338106,0.220312,0,µm,Spine,Spine Part Max Diameter,13,5,1,100000002,610000007066,
0.276552,0.189058,0,µm,Spine,Spine Part Max Diameter,14,1,1,100000000,610000006985,
0.341466,0.168393,0,µm,Spine,Spine Part Max Diameter,14,3,1,100000000,610000006641,
0.275254,0.275254,0,µm,Spine,Spine Part Max Diameter,14,3,1,100000002,610000007050,
0.314844,0.24375,0,µm,Spine,Spine Part Max Diameter,14,7,1,100000001,610000006675,
0.475585,0.1625,0,µm,Spine,Spine Part Max Diameter,15,1,1,100000000,610000006602,
0.635829,0.447035,0,µm,Spine,Spine Part Max Diameter,15,1,1,100000002,610000006746,
0.26323,0.23873,0,µm,Spine,Spine Part Max Diameter,15,3,1,100000000,610000006980,
0.302024,0.177734,0.210742,µm,Spine,Spine Part Max Diameter,15,4,1,100000000,610000006427,
0.356838,0.356838,0,µm,Spine,Spine Part Max Diameter,15,4,1,100000002,610000007052,
0.374226,0.262342,0,µm,Spine,Spine Part Max Diameter,16,2,1,100000000,610000006979,
0.309311,0.283654,0,µm,Spine,Spine Part Max Diameter,16,3,1,100000002,610000007048,
0.409787,0.348308,0,µm,Spine,Spine Part Max Diameter,17,2,1,100000002,610000007046,
0.273468,0.184415,0.175046,µm,Spine,Spine Part Max Diameter,17,3,1,100000002,610000006403,
0.255245,0.202235,0,µm,Spine,Spine Part Max Diameter,17,3,1,100000002,610000007047,
0.355054,0.291844,0,µm,Spine,Spine Part Max Diameter,18,4,1,100000000,610000006976,
0.264062,0.264062,0,µm,Spine,Spine Part Max Diameter,18,4,1,100000000,610000006978,
0.308716,0.174445,0,µm,Spine,Spine Part Max Diameter,18,5,1,100000000,610000006977,
0.283816,0.1625,0,µm,Spine,Spine Part Max Diameter,19,2,1,100000000,610000006984,
0.440992,0.25582,0.310109,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000006487,
0.446648,0.24375,0.325,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000006490,
0.27577,0.257208,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000006598,
0.269716,0.200111,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000006629,
0.36852,0.1625,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000006663,
0.65,0.365625,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000006665,
0.459052,0.391491,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006755,
0.328799,0.286491,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006840,
0.440992,0.27168,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000006855,
0.335247,0.288071,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000007021,
0.332902,0.332902,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000007022,
0.410562,0.410562,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000007025,
0.343284,0.185486,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000007026,
0.26842,0.26842,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000007082,
0.278519,0.278519,0,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000007070,
0.325438,0.27885,0,µm,Spine,Spine Part Max Diameter,2,3,1,100000003,610000007100,
0.378487,0.332642,0,µm,Spine,Spine Part Max Diameter,20,1,1,100000000,610000006983,
0.187891,0.1625,0,µm,Spine,Spine Part Max Diameter,20,5,1,100000000,610000006975,
0.318353,0.175045,0.193374,µm,Spine,Spine Part Max Diameter,21,4,1,100000000,610000006563,
