
Soma Intensity Median Ch=2 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
66.0625,,Soma,2,Image 1,1,100000000,800000000,
56.0625,,Soma,2,Image 1,1,100000001,800000001,
77.0625,,Soma,2,Image 1,1,100000002,800000002,
83.0625,,Soma,2,Image 1,1,100000003,800000003,
