
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16.5137,,Segment,2,12,Image 1,6,1,100000000,510000000044,
26.2319,,Segment,2,11,Image 1,6,1,100000000,510000000053,
28.7152,,Segment,2,10,Image 1,5,1,100000000,510000000068,
26.4011,,Segment,2,9,Image 1,5,1,100000000,510000000074,
21.8743,,Segment,2,8,Image 1,5,1,100000000,510000000079,
31.3915,,Segment,2,7,Image 1,5,1,100000000,510000000120,
25.6949,,Segment,2,6,Image 1,4,1,100000000,510000000155,
31.5967,,Segment,2,5,Image 1,3,1,100000000,510000000183,
28.4719,,Segment,2,4,Image 1,3,1,100000000,510000000191,
21.4841,,Segment,2,3,Image 1,3,1,100000000,510000000252,
19.3636,,Segment,2,2,Image 1,2,1,100000000,510000000258,
23.528,,Segment,2,1,Image 1,1,1,100000000,510000000266,
16.646,,Segment,2,0,Image 1,1,1,100000000,510000000268,
33.6922,,Segment,2,12,Image 1,7,1,100000000,510000000294,
26.2821,,Segment,2,11,Image 1,5,1,100000000,510000000299,
15.6812,,Segment,2,9,Image 1,6,1,100000000,510000000304,
19.6098,,Segment,2,6,Image 1,3,1,100000003,510000000328,
30.2693,,Segment,2,5,Image 1,3,1,100000003,510000000345,
25.4819,,Segment,2,4,Image 1,3,1,100000003,510000000364,
21.9364,,Segment,2,3,Image 1,3,1,100000003,510000000375,
42.4368,,Segment,2,2,Image 1,2,1,100000003,510000000403,
34.6455,,Segment,2,0,Image 1,1,1,100000003,510000000413,
25.2794,,Segment,2,7,Image 1,5,1,100000003,510000000437,
17.5321,,Segment,2,6,Image 1,4,1,100000003,510000000439,
18.5504,,Segment,2,7,Image 1,4,1,100000003,510000000449,
30.3615,,Segment,2,7,Image 1,5,1,100000003,510000000456,
29.4137,,Segment,2,6,Image 1,5,1,100000003,510000000461,
28.1504,,Segment,2,5,Image 1,4,1,100000003,510000000476,
29.2233,,Segment,2,7,Image 1,6,1,100000003,510000000478,
30.9389,,Segment,2,6,Image 1,4,1,100000003,510000000481,
26.2369,,Segment,2,4,Image 1,4,1,100000003,510000000495,
22.5085,,Segment,2,3,Image 1,2,1,100000003,510000000504,
21.0072,,Segment,2,8,Image 1,5,1,100000000,510000000506,
30.1735,,Segment,2,7,Image 1,4,1,100000000,510000000523,
28.4298,,Segment,2,6,Image 1,4,1,100000000,510000000561,
31.703,,Segment,2,5,Image 1,4,1,100000000,510000000566,
33.9525,,Segment,2,4,Image 1,4,1,100000000,510000000577,
30.4675,,Segment,2,8,Image 1,6,1,100000000,510000000581,
29.7558,,Segment,2,7,Image 1,5,1,100000000,510000000588,
28.3073,,Segment,2,6,Image 1,5,1,100000000,510000000604,
