
Soma Intensity StdDev Ch=1 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
2.10521,,Soma,1,Image 1,1,100000000,800000000,
1.30119,,Soma,1,Image 1,1,100000001,800000001,
7.44513,,Soma,1,Image 1,1,100000002,800000002,
1.36309,,Soma,1,Image 1,1,100000003,800000003,
