
Filament Segment Length (sum)
 ==================== 
Filament Segment Length (sum),Unit,Category,Time,ID,
166.695,µm,Filament,1,100000000,
125.905,µm,Filament,1,100000001,
218.32,µm,Filament,1,100000002,
73.0051,µm,Filament,1,100000003,
