
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
470.647,21243.2,1432.91,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000000,800000000,
482.007,21254.2,1434.81,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000001,800000001,
504.241,21261.4,1432.8,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000002,
499.952,21227.6,1431.45,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000003,800000003,
