
Soma Ellipsoid Axis Length B
 ==================== 
Soma Ellipsoid Axis Length B,Unit,Category,Time,FilamentID,ID,
1.2351,µm,Soma,1,100000000,800000000,
0.771352,µm,Soma,1,100000001,800000001,
0.87268,µm,Soma,1,100000002,800000002,
0.751336,µm,Soma,1,100000003,800000003,
