
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
105,,Segment,3,12,Image 1,6,1,100000000,510000000044,
186,,Segment,3,11,Image 1,6,1,100000000,510000000053,
360,,Segment,3,10,Image 1,5,1,100000000,510000000068,
178,,Segment,3,9,Image 1,5,1,100000000,510000000074,
144,,Segment,3,8,Image 1,5,1,100000000,510000000079,
451,,Segment,3,7,Image 1,5,1,100000000,510000000120,
875,,Segment,3,6,Image 1,4,1,100000000,510000000155,
543,,Segment,3,5,Image 1,3,1,100000000,510000000183,
254,,Segment,3,4,Image 1,3,1,100000000,510000000191,
1103,,Segment,3,3,Image 1,3,1,100000000,510000000252,
152,,Segment,3,2,Image 1,2,1,100000000,510000000258,
263,,Segment,3,1,Image 1,1,1,100000000,510000000266,
172,,Segment,3,0,Image 1,1,1,100000000,510000000268,
57,,Segment,3,12,Image 1,7,1,100000000,510000000294,
152,,Segment,3,11,Image 1,5,1,100000000,510000000299,
69,,Segment,3,9,Image 1,6,1,100000000,510000000304,
371,,Segment,3,6,Image 1,3,1,100000003,510000000328,
440,,Segment,3,5,Image 1,3,1,100000003,510000000345,
435,,Segment,3,4,Image 1,3,1,100000003,510000000364,
200,,Segment,3,3,Image 1,3,1,100000003,510000000375,
649,,Segment,3,2,Image 1,2,1,100000003,510000000403,
782,,Segment,3,0,Image 1,1,1,100000003,510000000413,
108,,Segment,3,7,Image 1,5,1,100000003,510000000437,
84,,Segment,3,6,Image 1,4,1,100000003,510000000439,
259,,Segment,3,7,Image 1,4,1,100000003,510000000449,
209,,Segment,3,7,Image 1,5,1,100000003,510000000456,
160,,Segment,3,6,Image 1,5,1,100000003,510000000461,
392,,Segment,3,5,Image 1,4,1,100000003,510000000476,
78,,Segment,3,7,Image 1,6,1,100000003,510000000478,
135,,Segment,3,6,Image 1,4,1,100000003,510000000481,
245,,Segment,3,4,Image 1,4,1,100000003,510000000495,
232,,Segment,3,3,Image 1,2,1,100000003,510000000504,
209,,Segment,3,8,Image 1,5,1,100000000,510000000506,
594,,Segment,3,7,Image 1,4,1,100000000,510000000523,
625,,Segment,3,6,Image 1,4,1,100000000,510000000561,
160,,Segment,3,5,Image 1,4,1,100000000,510000000566,
156,,Segment,3,4,Image 1,4,1,100000000,510000000577,
130,,Segment,3,8,Image 1,6,1,100000000,510000000581,
257,,Segment,3,7,Image 1,5,1,100000000,510000000588,
242,,Segment,3,6,Image 1,5,1,100000000,510000000604,
95,,Segment,3,5,Image 1,5,1,100000000,510000000607,
78,,Segment,3,9,Image 1,3,1,100000001,510000000613,
86,,Segment,3,8,Image 1,3,1,100000001,510000000617,
283,,Segment,3,7,Image 1,3,1,100000001,510000000630,
183,,Segment,3,6,Image 1,2,1,100000001,510000000642,
132,,Segment,3,5,Image 1,2,1,100000001,510000000647,
464,,Segment,3,4,Image 1,2,1,100000001,510000000677,
247,,Segment,3,3,Image 1,2,1,100000001,510000000682,
343,,Segment,3,2,Image 1,1,1,100000001,510000000685,
1258,,Segment,3,1,Image 1,1,1,100000001,510000000704,
344,,Segment,3,0,Image 1,1,1,100000001,510000000743,
54,,Segment,3,10,Image 1,5,1,100000002,510000000750,
84,,Segment,3,9,Image 1,4,1,100000002,510000000755,
189,,Segment,3,8,Image 1,4,1,100000002,510000000761,
354,,Segment,3,7,Image 1,4,1,100000002,510000000775,
335,,Segment,3,6,Image 1,4,1,100000002,510000000785,
153,,Segment,3,5,Image 1,3,1,100000002,510000000788,
495,,Segment,3,4,Image 1,3,1,100000002,510000000804,
660,,Segment,3,3,Image 1,2,1,100000002,510000000828,
347,,Segment,3,2,Image 1,2,1,100000002,510000000834,
514,,Segment,3,1,Image 1,1,1,100000002,510000000844,
657,,Segment,3,0,Image 1,1,1,100000002,510000000871,
47,,Segment,3,16,Image 1,8,1,100000001,510000000881,
124,,Segment,3,15,Image 1,8,1,100000001,510000000887,
336,,Segment,3,14,Image 1,7,1,100000001,510000000903,
251,,Segment,3,13,Image 1,6,1,100000001,510000000910,
268,,Segment,3,12,Image 1,6,1,100000001,510000000923,
211,,Segment,3,11,Image 1,5,1,100000001,510000000928,
180,,Segment,3,10,Image 1,5,1,100000001,510000000932,
527,,Segment,3,9,Image 1,4,1,100000001,510000000953,
357,,Segment,3,8,Image 1,3,1,100000001,510000000962,
193,,Segment,3,7,Image 1,2,1,100000001,510000000964,
300,,Segment,3,6,Image 1,2,1,100000001,510000000966,
277,,Segment,3,5,Image 1,2,1,100000001,510000000969,
241,,Segment,3,4,Image 1,2,1,100000001,510000000977,
1499,,Segment,3,3,Image 1,2,1,100000001,510000001051,
315,,Segment,3,2,Image 1,2,1,100000001,510000001055,
350,,Segment,3,1,Image 1,2,1,100000001,510000001060,
84,,Segment,3,7,Image 1,5,1,100000001,510000001065,
417,,Segment,3,6,Image 1,4,1,100000001,510000001092,
174,,Segment,3,5,Image 1,4,1,100000001,510000001102,
981,,Segment,3,4,Image 1,3,1,100000001,510000001138,
207,,Segment,3,3,Image 1,2,1,100000001,510000001140,
426,,Segment,3,2,Image 1,2,1,100000001,510000001144,
861,,Segment,3,24,Image 1,5,1,100000000,510000001198,
1009,,Segment,3,23,Image 1,4,1,100000000,510000001235,
132,,Segment,3,22,Image 1,4,1,100000000,510000001237,
398,,Segment,3,21,Image 1,4,1,100000000,510000001254,
187,,Segment,3,20,Image 1,4,1,100000000,510000001259,
669,,Segment,3,19,Image 1,4,1,100000000,510000001298,
467,,Segment,3,18,Image 1,4,1,100000000,510000001318,
90,,Segment,3,17,Image 1,4,1,100000000,510000001320,
290,,Segment,3,16,Image 1,4,1,100000000,510000001339,
436,,Segment,3,15,Image 1,4,1,100000000,510000001371,
303,,Segment,3,14,Image 1,3,1,100000000,510000001382,
306,,Segment,3,13,Image 1,2,1,100000000,510000001396,
410,,Segment,3,12,Image 1,1,1,100000000,510000001411,
165,,Segment,3,11,Image 1,1,1,100000000,510000001416,
181,,Segment,3,10,Image 1,1,1,100000000,510000001420,
165,,Segment,3,9,Image 1,1,1,100000000,510000001424,
102,,Segment,3,8,Image 1,1,1,100000000,510000001426,
119,,Segment,3,7,Image 1,1,1,100000000,510000001429,
769,,Segment,3,6,Image 1,1,1,100000000,510000001457,
455,,Segment,3,4,Image 1,1,1,100000000,510000001467,
336,,Segment,3,3,Image 1,1,1,100000000,510000001475,
152,,Segment,3,2,Image 1,1,1,100000000,510000001478,
248,,Segment,3,1,Image 1,1,1,100000000,510000001482,
228,,Segment,3,0,Image 1,1,1,100000000,510000001492,
118,,Segment,3,25,Image 1,5,1,100000000,510000001507,
216,,Segment,3,24,Image 1,4,1,100000000,510000001512,
255,,Segment,3,25,Image 1,4,1,100000000,510000001525,
65,,Segment,3,19,Image 1,5,1,100000000,510000001527,
138,,Segment,3,18,Image 1,5,1,100000000,510000001533,
244,,Segment,3,17,Image 1,5,1,100000000,510000001546,
77,,Segment,3,16,Image 1,5,1,100000000,510000001549,
496,,Segment,3,22,Image 1,5,1,100000000,510000001570,
72,,Segment,3,18,Image 1,6,1,100000000,510000001572,
123,,Segment,3,23,Image 1,5,1,100000000,510000001577,
79,,Segment,3,20,Image 1,5,1,100000000,510000001583,
176,,Segment,3,15,Image 1,2,1,100000002,510000001591,
296,,Segment,3,14,Image 1,1,1,100000002,510000001597,
792,,Segment,3,12,Image 1,1,1,100000002,510000001632,
290,,Segment,3,11,Image 1,1,1,100000002,510000001641,
163,,Segment,3,10,Image 1,1,1,100000002,510000001647,
115,,Segment,3,8,Image 1,1,1,100000002,510000001650,
361,,Segment,3,7,Image 1,1,1,100000002,510000001665,
389,,Segment,3,6,Image 1,1,1,100000002,510000001686,
761,,Segment,3,4,Image 1,1,1,100000002,510000001711,
704,,Segment,3,3,Image 1,1,1,100000002,510000001742,
361,,Segment,3,2,Image 1,1,1,100000002,510000001752,
94,,Segment,3,0,Image 1,1,1,100000002,510000001764,
323,,Segment,3,15,Image 1,7,1,100000001,510000001798,
206,,Segment,3,7,Image 1,4,1,100000000,510000001800,
54,,Segment,3,17,Image 1,6,1,100000000,510000001803,
554,,Segment,3,13,Image 1,2,1,100000002,510000001832,
450,,Segment,3,17,Image 1,3,1,100000002,510000001862,
133,,Segment,3,16,Image 1,3,1,100000002,510000001866,
265,,Segment,3,15,Image 1,3,1,100000002,510000001877,
136,,Segment,3,14,Image 1,2,1,100000002,510000001880,
164,,Segment,3,13,Image 1,2,1,100000002,510000001883,
174,,Segment,3,12,Image 1,2,1,100000002,510000001889,
197,,Segment,3,11,Image 1,2,1,100000002,510000001898,
525,,Segment,3,17,Image 1,2,1,100000002,510000001917,
472,,Segment,3,15,Image 1,2,1,100000002,510000001935,
310,,Segment,3,14,Image 1,2,1,100000002,510000001949,
130,,Segment,3,13,Image 1,2,1,100000002,510000001957,
232,,Segment,3,12,Image 1,2,1,100000002,510000001965,
360,,Segment,3,15,Image 1,1,1,100000002,510000001978,
428,,Segment,3,16,Image 1,3,1,100000002,510000001999,
194,,Segment,3,17,Image 1,3,1,100000002,510000002006,
47,,Segment,3,15,Image 1,4,1,100000002,510000002012,
193,,Segment,3,14,Image 1,3,1,100000002,510000002018,
139,,Segment,3,13,Image 1,3,1,100000002,510000002022,
123,,Segment,3,17,Image 1,5,1,100000000,510000002031,
381,,Segment,3,12,Image 1,6,1,100000001,510000002052,
323,,Segment,3,11,Image 1,6,1,100000001,510000002066,
177,,Segment,3,10,Image 1,5,1,100000001,510000002070,
131,,Segment,3,9,Image 1,5,1,100000001,510000002074,
191,,Segment,3,8,Image 1,4,1,100000001,510000002080,
94,,Segment,3,7,Image 1,4,1,100000001,510000002082,
168,,Segment,3,14,Image 1,3,1,100000002,510000002099,
179,,Segment,3,8,Image 1,5,1,100000001,510000002115,
136,,Segment,3,26,Image 1,3,1,100000000,510000002121,
117,,Segment,3,25,Image 1,3,1,100000000,510000002125,
318,,Segment,3,24,Image 1,2,1,100000000,510000002133,
186,,Segment,3,23,Image 1,2,1,100000000,510000002136,
112,,Segment,3,22,Image 1,2,1,100000000,510000002138,
257,,Segment,3,21,Image 1,2,1,100000000,510000002151,
310,,Segment,3,20,Image 1,2,1,100000000,510000002169,
56,,Segment,3,19,Image 1,1,1,100000000,510000002171,
171,,Segment,3,18,Image 1,1,1,100000000,510000002180,
103,,Segment,3,17,Image 1,1,1,100000000,510000002183,
65,,Segment,3,16,Image 1,1,1,100000000,510000002187,
246,,Segment,3,15,Image 1,1,1,100000000,510000002194,
233,,Segment,3,14,Image 1,1,1,100000000,510000002204,
782,,Segment,3,13,Image 1,1,1,100000000,510000002229,
102,,Segment,3,19,Image 1,5,1,100000000,510000002231,
66,,Segment,3,16,Image 1,4,1,100000002,510000002233,
254,,Segment,3,15,Image 1,3,1,100000002,510000002237,
139,,Segment,3,22,Image 1,3,1,100000000,510000002250,
130,,Segment,3,16,Image 1,3,1,100000002,510000002253,
117,,Segment,3,16,Image 1,4,1,100000002,510000002258,
109,,Segment,3,12,Image 1,7,1,100000001,510000002262,
166,,Segment,3,14,Image 1,2,1,100000002,510000002264,
147,,Segment,3,15,Image 1,3,1,100000002,510000002270,
331,,Segment,3,11,Image 1,5,1,100000001,510000002279,
189,,Segment,3,6,Image 1,3,1,100000000,510000002281,
67,,Segment,3,26,Image 1,4,1,100000000,510000002283,
550,,Segment,3,6,Image 1,4,1,100000002,510000002309,
188,,Segment,3,5,Image 1,3,1,100000002,510000002318,
103,,Segment,3,4,Image 1,2,1,100000002,510000002321,
734,,Segment,3,3,Image 1,2,1,100000002,510000002358,
1099,,Segment,3,2,Image 1,1,1,100000002,510000002407,
476,,Segment,3,1,Image 1,1,1,100000002,510000002418,
657,,Segment,3,0,Image 1,1,1,100000002,510000002439,
156,,Segment,3,13,Image 1,4,1,100000002,510000002443,
285,,Segment,3,12,Image 1,3,1,100000002,510000002450,
188,,Segment,3,19,Image 1,5,1,100000000,510000002457,
279,,Segment,3,18,Image 1,4,1,100000000,510000002473,
35,,Segment,3,17,Image 1,4,1,100000000,510000002475,
37,,Segment,3,16,Image 1,3,1,100000000,510000002477,
119,,Segment,3,15,Image 1,2,1,100000000,510000002481,
465,,Segment,3,14,Image 1,2,1,100000000,510000002496,
193,,Segment,3,13,Image 1,3,1,100000002,510000002500,
67,,Segment,3,13,Image 1,3,1,100000002,510000002503,
134,,Segment,3,25,Image 1,2,1,100000000,510000002505,
93,,Segment,3,10,Image 1,6,1,100000001,510000002509,
140,,Segment,3,18,Image 1,5,1,100000000,510000002512,
179,,Segment,3,14,Image 1,4,1,100000002,510000002523,
