
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.9024,µm,Segment,8,6,1,100000004,510000022293,
4.30486,µm,Segment,7,6,1,100000004,510000022339,
3.3718,µm,Segment,6,6,1,100000004,510000022364,
5.28784,µm,Segment,5,5,1,100000004,510000022426,
1.00879,µm,Segment,4,4,1,100000004,510000022436,
1.43294,µm,Segment,3,4,1,100000004,510000022448,
5.88038,µm,Segment,2,3,1,100000004,510000022523,
2.56101,µm,Segment,1,2,1,100000004,510000022551,
0.622225,µm,Segment,0,1,1,100000004,510000022567,
0.629856,µm,Segment,8,7,1,100000004,510000022578,
1.40478,µm,Segment,7,7,1,100000004,510000022593,
1.24978,µm,Segment,16,8,1,100000004,510000022610,
0.460403,µm,Segment,15,8,1,100000004,510000022615,
3.16049,µm,Segment,14,8,1,100000004,510000022659,
1.14958,µm,Segment,13,7,1,100000004,510000022672,
1.15106,µm,Segment,12,7,1,100000004,510000022681,
3.79023,µm,Segment,11,7,1,100000004,510000022721,
1.62579,µm,Segment,10,7,1,100000004,510000022740,
4.86523,µm,Segment,9,6,1,100000004,510000022784,
0.235688,µm,Segment,8,5,1,100000004,510000022786,
2.66209,µm,Segment,7,5,1,100000004,510000022819,
0.751657,µm,Segment,6,5,1,100000004,510000022825,
1.05475,µm,Segment,5,4,1,100000004,510000022832,
1.81661,µm,Segment,15,9,1,100000004,510000022855,
0.675923,µm,Segment,16,9,1,100000004,510000022862,
1.59825,µm,Segment,14,8,1,100000004,510000022878,
0.714276,µm,Segment,13,8,1,100000004,510000022885,
0.820888,µm,Segment,12,8,1,100000004,510000022891,
0.438725,µm,Segment,14,7,1,100000004,510000022894,
1.38238,µm,Segment,13,8,1,100000004,510000022906,
1.09205,µm,Segment,14,9,1,100000004,510000022914,
1.42405,µm,Segment,12,8,1,100000004,510000022924,
0.465009,µm,Segment,13,9,1,100000004,510000022928,
1.71669,µm,Segment,11,8,1,100000004,510000022947,
0.586753,µm,Segment,10,6,1,100000004,510000022953,
1.79049,µm,Segment,13,7,1,100000003,510000022979,
1.89927,µm,Segment,12,6,1,100000003,510000022999,
2.32468,µm,Segment,11,6,1,100000003,510000023027,
8.17318,µm,Segment,10,6,1,100000003,510000023130,
1.09487,µm,Segment,9,5,1,100000003,510000023140,
