
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
10.8235,1/10µm,Segment,4,3,1,100000005,510000024689,
0,1/10µm,Segment,3,2,1,100000005,510000024698,
2.95435,1/10µm,Segment,2,2,1,100000005,510000024737,
0,1/10µm,Segment,1,1,1,100000005,510000024748,
0,1/10µm,Segment,0,1,1,100000005,510000024759,
0,1/10µm,Segment,12,5,1,100000005,510000024784,
0,1/10µm,Segment,11,6,1,100000005,510000024797,
0,1/10µm,Segment,10,6,1,100000005,510000024809,
41.506,1/10µm,Segment,5,3,1,100000005,510000024823,
15.912,1/10µm,Segment,4,2,1,100000005,510000024848,
6.90149,1/10µm,Segment,9,4,1,100000005,510000024864,
0,1/10µm,Segment,7,5,1,100000005,510000024867,
0,1/10µm,Segment,8,5,1,100000005,510000024871,
5.13539,1/10µm,Segment,6,5,1,100000005,510000024893,
0,1/10µm,Segment,5,4,1,100000005,510000024896,
0,1/10µm,Segment,5,3,1,100000005,510000024898,
16.0006,1/10µm,Segment,5,2,1,100000005,510000024902,
0,1/10µm,Segment,3,3,1,100000005,510000024907,
0,1/10µm,Segment,9,5,1,100000004,510000024909,
0,1/10µm,Segment,8,6,1,100000004,510000024912,
0,1/10µm,Segment,7,6,1,100000004,510000024914,
0,1/10µm,Segment,6,4,1,100000004,510000024917,
0,1/10µm,Segment,5,6,1,100000004,510000024922,
0,1/10µm,Segment,4,5,1,100000004,510000024927,
0,1/10µm,Segment,5,5,1,100000004,510000024929,
0,1/10µm,Segment,3,3,1,100000004,510000024940,
17.0156,1/10µm,Segment,26,10,1,100000003,510000024954,
0,1/10µm,Segment,25,10,1,100000003,510000024960,
0,1/10µm,Segment,24,10,1,100000003,510000025016,
0,1/10µm,Segment,23,10,1,100000003,510000025019,
0,1/10µm,Segment,22,10,1,100000003,510000025025,
5.60702,1/10µm,Segment,21,10,1,100000003,510000025063,
0,1/10µm,Segment,20,9,1,100000003,510000025065,
0,1/10µm,Segment,19,9,1,100000003,510000025073,
0,1/10µm,Segment,18,9,1,100000003,510000025084,
0,1/10µm,Segment,17,8,1,100000003,510000025088,
0,1/10µm,Segment,16,8,1,100000003,510000025090,
0,1/10µm,Segment,15,7,1,100000003,510000025120,
13.9807,1/10µm,Segment,14,7,1,100000003,510000025133,
0,1/10µm,Segment,13,7,1,100000003,510000025138,
10.435,1/10µm,Segment,12,7,1,100000003,510000025157,
0,1/10µm,Segment,11,6,1,100000003,510000025185,
19.1695,1/10µm,Segment,10,5,1,100000003,510000025189,
0,1/10µm,Segment,9,5,1,100000003,510000025192,
0,1/10µm,Segment,8,5,1,100000003,510000025203,
0,1/10µm,Segment,7,4,1,100000003,510000025205,
0,1/10µm,Segment,6,4,1,100000003,510000025218,
0,1/10µm,Segment,5,4,1,100000003,510000025220,
0,1/10µm,Segment,4,3,1,100000003,510000025248,
14.9839,1/10µm,Segment,3,2,1,100000003,510000025252,
22.5757,1/10µm,Segment,2,2,1,100000003,510000025264,
0,1/10µm,Segment,26,12,1,100000003,510000025282,
7.68375,1/10µm,Segment,25,11,1,100000003,510000025296,
0,1/10µm,Segment,27,11,1,100000003,510000025300,
0,1/10µm,Segment,26,11,1,100000003,510000025305,
0,1/10µm,Segment,27,12,1,100000003,510000025310,
0,1/10µm,Segment,26,11,1,100000003,510000025312,
0,1/10µm,Segment,22,11,1,100000003,510000025323,
0,1/10µm,Segment,24,11,1,100000003,510000025329,
0,1/10µm,Segment,23,11,1,100000003,510000025331,
0,1/10µm,Segment,21,9,1,100000003,510000025333,
0,1/10µm,Segment,21,10,1,100000003,510000025335,
0,1/10µm,Segment,20,10,1,100000003,510000025337,
9.58356,1/10µm,Segment,19,10,1,100000003,510000025345,
2.2159,1/10µm,Segment,6,5,1,100000004,510000025397,
0,1/10µm,Segment,5,5,1,100000004,510000025421,
0,1/10µm,Segment,4,4,1,100000004,510000025426,
0,1/10µm,Segment,1,2,1,100000004,510000025497,
0,1/10µm,Segment,6,6,1,100000004,510000025503,
15.9495,1/10µm,Segment,3,3,1,100000004,510000025516,
0,1/10µm,Segment,2,2,1,100000004,510000025518,
0,1/10µm,Segment,1,2,1,100000004,510000025520,
4.88267,1/10µm,Segment,0,1,1,100000004,510000025591,
42.9185,1/10µm,Segment,2,3,1,100000004,510000025597,
0,1/10µm,Segment,1,1,1,100000004,510000025601,
0,1/10µm,Segment,3,2,1,100000004,510000025603,
6.14961,1/10µm,Segment,17,9,1,100000003,510000025616,
16.5958,1/10µm,Segment,18,8,1,100000003,510000025622,
18.8309,1/10µm,Segment,18,7,1,100000003,510000025639,
0,1/10µm,Segment,17,7,1,100000003,510000025641,
0,1/10µm,Segment,17,8,1,100000003,510000025659,
0,1/10µm,Segment,18,8,1,100000003,510000025664,
0,1/10µm,Segment,11,7,1,100000004,510000025669,
3.5845,1/10µm,Segment,11,7,1,100000004,510000025698,
0,1/10µm,Segment,10,6,1,100000004,510000025708,
0,1/10µm,Segment,11,6,1,100000004,510000025712,
0,1/10µm,Segment,9,7,1,100000004,510000025725,
0,1/10µm,Segment,8,5,1,100000004,510000025729,
0,1/10µm,Segment,7,5,1,100000004,510000025771,
0,1/10µm,Segment,6,4,1,100000004,510000025775,
0,1/10µm,Segment,5,3,1,100000004,510000025791,
15.3016,1/10µm,Segment,6,5,1,100000004,510000025796,
0,1/10µm,Segment,7,4,1,100000004,510000025800,
0,1/10µm,Segment,6,3,1,100000004,510000025817,
0,1/10µm,Segment,7,4,1,100000004,510000025828,
6.19935,1/10µm,Segment,9,4,1,100000005,510000025846,
0,1/10µm,Segment,8,3,1,100000005,510000025860,
5.75214,1/10µm,Segment,7,3,1,100000005,510000025876,
0,1/10µm,Segment,6,3,1,100000005,510000025893,
7.69736,1/10µm,Segment,5,3,1,100000005,510000025937,
0,1/10µm,Segment,4,2,1,100000005,510000025943,
1.91153,1/10µm,Segment,3,2,1,100000005,510000026003,
0,1/10µm,Segment,2,2,1,100000005,510000026006,
0,1/10µm,Segment,1,2,1,100000005,510000026015,
28.663,1/10µm,Segment,0,1,1,100000005,510000026053,
0,1/10µm,Segment,8,4,1,100000005,510000026056,
0,1/10µm,Segment,9,3,1,100000005,510000026059,
0,1/10µm,Segment,7,4,1,100000005,510000026066,
0,1/10µm,Segment,6,4,1,100000005,510000026074,
0,1/10µm,Segment,6,2,1,100000005,510000026105,
0,1/10µm,Segment,5,2,1,100000005,510000026108,
0,1/10µm,Segment,6,3,1,100000005,510000026111,
0,1/10µm,Segment,2,1,1,100000005,510000026118,
8.57161,1/10µm,Segment,17,3,1,100000003,510000026132,
0,1/10µm,Segment,16,3,1,100000003,510000026145,
0,1/10µm,Segment,15,3,1,100000003,510000026161,
0,1/10µm,Segment,14,2,1,100000003,510000026166,
0,1/10µm,Segment,13,2,1,100000003,510000026168,
0,1/10µm,Segment,12,2,1,100000003,510000026170,
9.52656,1/10µm,Segment,11,2,1,100000003,510000026244,
5.8411,1/10µm,Segment,10,2,1,100000003,510000026281,
0,1/10µm,Segment,9,2,1,100000003,510000026304,
9.64623,1/10µm,Segment,8,2,1,100000003,510000026313,
12.9288,1/10µm,Segment,7,2,1,100000003,510000026319,
0,1/10µm,Segment,6,2,1,100000003,510000026324,
0,1/10µm,Segment,5,2,1,100000003,510000026327,
5.91207,1/10µm,Segment,16,4,1,100000003,510000026345,
0,1/10µm,Segment,17,4,1,100000003,510000026349,
5.43848,1/10µm,Segment,15,2,1,100000003,510000026367,
1.611,1/10µm,Segment,11,4,1,100000003,510000026444,
12.8659,1/10µm,Segment,10,3,1,100000003,510000026480,
0,1/10µm,Segment,9,3,1,100000003,510000026502,
0,1/10µm,Segment,13,3,1,100000003,510000026525,
3.01251,1/10µm,Segment,11,3,1,100000003,510000026552,
0,1/10µm,Segment,12,3,1,100000003,510000026558,
0,1/10µm,Segment,14,3,1,100000003,510000026561,
0,1/10µm,Segment,6,4,1,100000004,510000026622,
0,1/10µm,Segment,5,3,1,100000004,510000026638,
0,1/10µm,Segment,4,2,1,100000004,510000026649,
0,1/10µm,Segment,3,1,1,100000004,510000026677,
0,1/10µm,Segment,2,1,1,100000004,510000026682,
0,1/10µm,Segment,0,1,1,100000004,510000026689,
7.74801,1/10µm,Segment,10,6,1,100000003,510000026721,
0,1/10µm,Segment,9,5,1,100000003,510000026802,
0,1/10µm,Segment,8,4,1,100000003,510000026816,
5.71056,1/10µm,Segment,7,4,1,100000003,510000026857,
0,1/10µm,Segment,6,3,1,100000003,510000026862,
0,1/10µm,Segment,5,3,1,100000003,510000026867,
10.1292,1/10µm,Segment,13,8,1,100000003,510000026931,
6.5009,1/10µm,Segment,10,5,1,100000003,510000026944,
20.1345,1/10µm,Segment,15,8,1,100000003,510000026947,
0,1/10µm,Segment,15,8,1,100000003,510000026951,
5.23391,1/10µm,Segment,3,3,1,100000005,510000027014,
13.1336,1/10µm,Segment,2,3,1,100000005,510000027022,
0,1/10µm,Segment,1,2,1,100000005,510000027043,
23.6783,1/10µm,Segment,10,6,1,100000003,510000027046,
13.3089,1/10µm,Segment,14,7,1,100000003,510000027060,
0,1/10µm,Segment,13,6,1,100000003,510000027062,
0,1/10µm,Segment,12,6,1,100000003,510000027064,
0,1/10µm,Segment,7,3,1,100000004,510000027077,
20.753,1/10µm,Segment,11,5,1,100000003,510000027092,
0,1/10µm,Segment,10,4,1,100000003,510000027097,
0,1/10µm,Segment,14,8,1,100000003,510000027104,
0,1/10µm,Segment,4,3,1,100000004,510000027123,
5.83043,1/10µm,Segment,11,3,1,100000003,510000027140,
0,1/10µm,Segment,11,4,1,100000003,510000027151,
7.10617,1/10µm,Segment,10,5,1,100000003,510000027163,
0,1/10µm,Segment,5,4,1,100000004,510000027176,
0,1/10µm,Segment,6,3,1,100000004,510000027202,
0,1/10µm,Segment,8,5,1,100000003,510000027224,
0,1/10µm,Segment,13,7,1,100000003,510000027230,
0,1/10µm,Segment,14,6,1,100000003,510000027234,
8.91509,1/10µm,Segment,13,7,1,100000003,510000027244,
0,1/10µm,Segment,6,3,1,100000004,510000027258,
0,1/10µm,Segment,9,5,1,100000003,510000027272,
0,1/10µm,Segment,6,2,1,100000004,510000027286,
10.5199,1/10µm,Segment,5,2,1,100000004,510000027305,
18.9721,1/10µm,Segment,4,1,1,100000004,510000027319,
18.0815,1/10µm,Segment,4,3,1,100000005,510000027329,
17.1858,1/10µm,Segment,11,4,1,100000003,510000027354,
0,1/10µm,Segment,10,3,1,100000003,510000027370,
0,1/10µm,Segment,3,2,1,100000004,510000027373,
5.78147,1/10µm,Segment,9,5,1,100000003,510000027390,
0,1/10µm,Segment,8,4,1,100000003,510000027392,
2.86435,1/10µm,Segment,6,4,1,100000003,510000027428,
14.1799,1/10µm,Segment,5,3,1,100000003,510000027444,
4.25419,1/10µm,Segment,10,6,1,100000003,510000027464,
0,1/10µm,Segment,2,3,1,100000004,510000027472,
0,1/10µm,Segment,11,5,1,100000003,510000027483,
9.63172,1/10µm,Segment,10,4,1,100000003,510000027493,
0,1/10µm,Segment,5,3,1,100000004,510000027507,
0,1/10µm,Segment,7,5,1,100000003,510000027524,
0,1/10µm,Segment,11,3,1,100000003,510000027529,
0,1/10µm,Segment,10,5,1,100000003,510000027534,
10.8466,1/10µm,Segment,11,4,1,100000003,510000027541,
0,1/10µm,Segment,10,7,1,100000003,510000027547,
0,1/10µm,Segment,9,6,1,100000003,510000027556,
0,1/10µm,Segment,11,5,1,100000003,510000027559,
12.1746,1/10µm,Segment,10,5,1,100000003,510000027563,
38.103,1/10µm,Segment,6,3,1,100000004,510000027566,
0,1/10µm,Segment,12,6,1,100000003,510000027576,
0,1/10µm,Segment,11,5,1,100000003,510000027582,
0,1/10µm,Segment,11,6,1,100000003,510000027585,
0,1/10µm,Segment,10,7,1,100000003,510000027587,
0,1/10µm,Segment,10,6,1,100000003,510000027589,
0,1/10µm,Segment,12,5,1,100000003,510000027596,
6.63865,1/10µm,Segment,8,5,1,100000003,510000027611,
0,1/10µm,Segment,11,5,1,100000003,510000027644,
0,1/10µm,Segment,10,4,1,100000003,510000027647,
0,1/10µm,Segment,8,5,1,100000003,510000027651,
21.1173,1/10µm,Segment,10,5,1,100000003,510000027654,
11.4174,1/10µm,Segment,8,4,1,100000003,510000027668,
0,1/10µm,Segment,5,4,1,100000005,510000027677,
0,1/10µm,Segment,4,3,1,100000005,510000027688,
0,1/10µm,Segment,3,2,1,100000005,510000027712,
0,1/10µm,Segment,1,1,1,100000005,510000027718,
0,1/10µm,Segment,9,4,1,100000003,510000027720,
0,1/10µm,Segment,5,3,1,100000004,510000027736,
0,1/10µm,Segment,4,2,1,100000004,510000027763,
0,1/10µm,Segment,3,1,1,100000004,510000027773,
7.79575,1/10µm,Segment,11,4,1,100000003,510000027793,
0,1/10µm,Segment,4,2,1,100000004,510000027806,
9.91879,1/10µm,Segment,3,2,1,100000004,510000027822,
0,1/10µm,Segment,3,3,1,100000004,510000027828,
0,1/10µm,Segment,7,5,1,100000003,510000027839,
0,1/10µm,Segment,2,2,1,100000005,510000027858,
0,1/10µm,Segment,4,3,1,100000004,510000027860,
0,1/10µm,Segment,5,1,1,100000004,510000027890,
9.46763,1/10µm,Segment,4,1,1,100000004,510000027896,
0,1/10µm,Segment,5,1,1,100000004,510000027901,
0,1/10µm,Segment,4,2,1,100000005,510000027910,
0,1/10µm,Segment,5,3,1,100000005,510000027916,
0,1/10µm,Segment,5,2,1,100000004,510000027923,
0,1/10µm,Segment,4,3,1,100000005,510000027934,
35.2465,1/10µm,Segment,4,4,1,100000003,510000027986,
8.93857,1/10µm,Segment,3,3,1,100000003,510000027994,
0,1/10µm,Segment,6,5,1,100000003,510000027997,
0,1/10µm,Segment,4,3,1,100000004,510000028000,
0,1/10µm,Segment,7,3,1,100000003,510000028004,
0,1/10µm,Segment,7,5,1,100000003,510000028007,
18.3743,1/10µm,Segment,5,2,1,100000004,510000028012,
13.0911,1/10µm,Segment,7,3,1,100000003,510000028048,
15.4107,1/10µm,Segment,6,3,1,100000003,510000028051,
4.98211,1/10µm,Segment,4,3,1,100000005,510000028072,
0,1/10µm,Segment,3,2,1,100000005,510000028083,
6.08484,1/10µm,Segment,2,1,1,100000005,510000028099,
0,1/10µm,Segment,1,1,1,100000005,510000028106,
0,1/10µm,Segment,0,1,1,100000005,510000028119,
0,1/10µm,Segment,5,3,1,100000004,510000028123,
0,1/10µm,Segment,4,2,1,100000004,510000028128,
0,1/10µm,Segment,7,3,1,100000003,510000028161,
0,1/10µm,Segment,3,4,1,100000005,510000028165,
19.6803,1/10µm,Segment,7,4,1,100000003,510000028187,
0,1/10µm,Segment,5,5,1,100000003,510000028199,
0,1/10µm,Segment,7,4,1,100000003,510000028209,
0,1/10µm,Segment,4,2,1,100000005,510000028219,
0,1/10µm,Segment,3,3,1,100000005,510000028224,
37.8363,1/10µm,Segment,4,1,1,100000005,510000028232,
0,1/10µm,Segment,3,1,1,100000005,510000028254,
0,1/10µm,Segment,6,4,1,100000003,510000028270,
0,1/10µm,Segment,5,3,1,100000003,510000028274,
0,1/10µm,Segment,4,3,1,100000003,510000028282,
0,1/10µm,Segment,6,4,1,100000003,510000028286,
0,1/10µm,Segment,6,5,1,100000003,510000028292,
0,1/10µm,Segment,4,2,1,100000005,510000028298,
0,1/10µm,Segment,5,4,1,100000003,510000028310,
0,1/10µm,Segment,7,3,1,100000003,510000028318,
0,1/10µm,Segment,9,3,1,100000003,510000028321,
0,1/10µm,Segment,8,3,1,100000003,510000028323,
12.1617,1/10µm,Segment,3,4,1,100000003,510000028337,
18.0523,1/10µm,Segment,9,4,1,100000003,510000028340,
17.311,1/10µm,Segment,6,3,1,100000003,510000028344,
11.2266,1/10µm,Segment,4,3,1,100000003,510000028362,
9.37285,1/10µm,Segment,0,1,1,100000004,510000028425,
0,1/10µm,Segment,5,2,1,100000004,510000028429,
0,1/10µm,Segment,2,2,1,100000005,510000028431,
0,1/10µm,Segment,3,1,1,100000005,510000028435,
0,1/10µm,Segment,2,3,1,100000005,510000028442,
19.374,1/10µm,Segment,3,2,1,100000004,510000028448,
0,1/10µm,Segment,2,2,1,100000005,510000028454,
23.9428,1/10µm,Segment,1,2,1,100000005,510000028456,
0,1/10µm,Segment,2,1,1,100000004,510000028498,
0,1/10µm,Segment,0,1,1,100000004,510000028513,
0,1/10µm,Segment,1,2,1,100000004,510000028516,
0,1/10µm,Segment,2,2,1,100000004,510000028519,
34.1253,1/10µm,Segment,2,2,1,100000004,510000028522,
0,1/10µm,Segment,0,1,1,100000004,510000028529,
0,1/10µm,Segment,0,1,1,100000004,510000028543,
0,1/10µm,Segment,1,1,1,100000004,510000028548,
0,1/10µm,Segment,2,2,1,100000004,510000028550,
0,1/10µm,Segment,0,1,1,100000003,510000028565,
0,1/10µm,Segment,1,2,1,100000004,510000028583,
0,1/10µm,Segment,0,1,1,100000003,510000028603,
30.6243,1/10µm,Segment,0,1,1,100000005,510000028621,
0,1/10µm,Segment,2,2,1,100000003,510000028634,
0,1/10µm,Segment,2,1,1,100000003,510000028640,
0,1/10µm,Segment,0,1,1,100000003,510000028668,
0,1/10µm,Segment,0,1,1,100000003,510000028673,
0,1/10µm,Segment,16,7,1,100000003,510000028680,
0,1/10µm,Segment,9,4,1,100000003,510000028681,
0,1/10µm,Segment,4,2,1,100000003,510000028682,
0,1/10µm,Segment,7,4,1,100000003,510000028684,
0,1/10µm,Segment,9,4,1,100000003,510000028685,
0,1/10µm,Segment,6,3,1,100000003,510000028686,
43.8065,1/10µm,Segment,1,1,1,100000003,510000028689,
0,1/10µm,Segment,1,1,1,100000004,510000028701,
0,1/10µm,Segment,1,1,1,100000004,510000028702,
0,1/10µm,Segment,12,8,1,100000004,510000028703,
0,1/10µm,Segment,5,2,1,100000004,510000028706,
0,1/10µm,Segment,2,2,1,100000004,510000028708,
0,1/10µm,Segment,3,3,1,100000004,510000028709,
0,1/10µm,Segment,1,1,1,100000004,510000028710,
0,1/10µm,Segment,7,4,1,100000005,510000028713,
0,1/10µm,Segment,7,3,1,100000005,510000028715,
0,1/10µm,Segment,8,3,1,100000005,510000028716,
0,1/10µm,Segment,2,1,1,100000005,510000028717,
0,1/10µm,Segment,7,4,1,100000005,510000028718,
5.85711,1/10µm,Segment,0,1,1,,,
